EffectType,Name,Description,ArgumentType,DefaultValue,Required,DatabaseKind
EFFECT_ADJUST_PLAYER_YIELD_MODIFIER_PER_TRIBUTARY,YieldType,,,,,
EFFECT_ADJUST_PLOT_PURCHASE_COST,Amount,,,,,
EFFECT_ADJUST_PLOT_PURCHASE_COST_TERRAIN,Amount,,,,,
EFFECT_ADJUST_PLOT_PURCHASE_COST_TERRAIN,TerrainType,,,,,
EFFECT_ADJUST_PLOT_YIELD,Amount,The amount of yield change.  Must be either a single value or multiple to match each yield type.,int,,1,
EFFECT_ADJUST_PLOT_YIELD,ImprovementType,,,,,
EFFECT_ADJUST_PLOT_YIELD,ScalingFactor,,,,,
EFFECT_ADJUST_PLOT_YIELD,YieldType,One or more yield types separated by a comma.,database,,1,KIND_YIELD
EFFECT_ADJUST_POLICY_AMENITY,Amount,,,,,
EFFECT_ADJUST_POLICY_HOUSING,Amount,,,,,
EFFECT_ADJUST_POPULATION_AFTER_CONQUEST,Percent,,,,,
EFFECT_ADJUST_PREVENT_STRUCTURAL_DAMAGE,Prevent,,,,,
EFFECT_ADJUST_PROJECT_PRODUCTION,Amount,,,,,
EFFECT_ADJUST_PROJECT_PRODUCTION,ProjectType,,,,,
EFFECT_ADJUST_RANDOM_EVENT_MODIFIED_DAMAGE_OPPOSING_PLAYER,Amount,,,,,
EFFECT_ADJUST_RANDOM_EVENT_MODIFIED_DAMAGE_OPPOSING_PLAYER,RandomEventType,,,,,
EFFECT_ADJUST_RANDOM_EVENT_NO_UNIT_DAMAGE,NoDamage,,,,,
EFFECT_ADJUST_RANDOM_EVENT_NO_UNIT_DAMAGE,RandomEventType,,,,,
EFFECT_ADJUST_RELIGION_AMENITIES_FOR_MINIMUM_FOLLOWERS,Amenities,,,,,
EFFECT_ADJUST_RELIGION_AMENITIES_FOR_MINIMUM_FOLLOWERS,Followers,,,,,
EFFECT_ADJUST_RELIGION_ANYONE_CONDEMNS_FAVOR,Amount,,,,,
EFFECT_ADJUST_RELIGION_BUILDING_DISCOUNT,Discount,,,,,
EFFECT_ADJUST_RELIGIOUS_COMBAT_LOSS,ReductionPercent,,,,,
EFFECT_ADJUST_RELIGIOUS_SPREAD_DISTANCE,DistanceChange,,,,,
EFFECT_ADJUST_RELIGIOUS_SPREAD_STRENGTH,EnhancingTechType,,,,,
EFFECT_ADJUST_RELIGIOUS_SPREAD_STRENGTH,SpreadMultiplier,,,,,
EFFECT_ADJUST_RELIGIOUS_SPREAD_STRENGTH,TechEnabledSpreadMultiplier,,,,,
EFFECT_ADJUST_RESOURCE_POWER_PROVIDED_GOVERNOR,Amount,,,,,
EFFECT_ADJUST_RESOURCE_YIELD_BY_COUNT,Amount,,,,,
EFFECT_ADJUST_RESOURCE_YIELD_BY_COUNT,YieldType,,,,,
EFFECT_ADJUST_RIVER_DISTRICT_PRODUCTION,Amount,,,,,
EFFECT_ADJUST_RIVER_WONDER_PRODUCTION,Amount,,,,,
EFFECT_ADJUST_SPACE_RACE_PROJECTS_PRODUCTION,Amount,,,,,
EFFECT_ADJUST_TECHNOLOGY_BOOST,Amount,,,,,
EFFECT_ADJUST_TERRAIN_YIELD_FROM_ADJACENT_IMPROVEMENTS,Amount,,,,,
EFFECT_ADJUST_TERRAIN_YIELD_FROM_ADJACENT_IMPROVEMENTS,ImprovementType,,,,,
EFFECT_ADJUST_TERRAIN_YIELD_FROM_ADJACENT_IMPROVEMENTS,TerrainType,,,,,
EFFECT_ADJUST_TERRAIN_YIELD_FROM_ADJACENT_IMPROVEMENTS,YieldType,,,,,
EFFECT_ADJUST_TRADE_ROUTE_CAPACITY,Amount,,,,,
EFFECT_ADJUST_TRADE_ROUTE_WATER_RANGE,Amount,,,,,
EFFECT_ADJUST_TRADE_ROUTE_YIELD,Amount,,,,,
EFFECT_ADJUST_TRADE_ROUTE_YIELD,YieldType,,,,,
EFFECT_ADJUST_TRADE_ROUTE_YIELD_CHANGE,AffectDestination,,bool,false,0,
EFFECT_ADJUST_TRADE_ROUTE_YIELD_CHANGE,AffectOrigin,,bool,false,0,
EFFECT_ADJUST_TRADE_ROUTE_YIELD_CHANGE,Amount,,int,,1,
EFFECT_ADJUST_TRADE_ROUTE_YIELD_CHANGE,YieldType,,database,,1,KIND_YIELD
EFFECT_ADJUST_TRADE_ROUTE_YIELD_FOR_DOMESTIC,Amount,,,,,
EFFECT_ADJUST_TRADE_ROUTE_YIELD_FOR_DOMESTIC,Intercontinental,,,,,
EFFECT_ADJUST_TRADE_ROUTE_YIELD_FOR_DOMESTIC,YieldType,,,,,
EFFECT_ADJUST_TRADE_ROUTE_YIELD_FOR_INTERNATIONAL,Amount,,,,,
EFFECT_ADJUST_TRADE_ROUTE_YIELD_FOR_INTERNATIONAL,Intercontinental,,,,,
EFFECT_ADJUST_TRADE_ROUTE_YIELD_FOR_INTERNATIONAL,YieldType,,,,,
EFFECT_ADJUST_TRADE_ROUTE_YIELD_FROM_OTHERS,Amount,,,,,
EFFECT_ADJUST_TRADE_ROUTE_YIELD_FROM_OTHERS,Domestic,,,,,
EFFECT_ADJUST_TRADE_ROUTE_YIELD_FROM_OTHERS,YieldType,,,,,
EFFECT_ADJUST_TRADE_ROUTE_YIELD_PER_SPECIALTY_DISTRICT_FOR_DOMESTIC,Amount,,,,,
EFFECT_ADJUST_TRADE_ROUTE_YIELD_PER_SPECIALTY_DISTRICT_FOR_DOMESTIC,YieldType,,,,,
EFFECT_ADJUST_TRADE_ROUTE_YIELD_PER_SPECIALTY_DISTRICT_FOR_INTERNATIONAL,Amount,,,,,
EFFECT_ADJUST_TRADE_ROUTE_YIELD_PER_SPECIALTY_DISTRICT_FOR_INTERNATIONAL,YieldType,,,,,
EFFECT_ADJUST_TRADE_ROUTE_YIELD_TO_OTHERS,Amount,,,,,
EFFECT_ADJUST_TRADE_ROUTE_YIELD_TO_OTHERS,Domestic,,,,,
EFFECT_ADJUST_TRADE_ROUTE_YIELD_TO_OTHERS,YieldType,,,,,
EFFECT_ADJUST_TRAIT_AMENITY,Amount,,,,,
EFFECT_ADJUST_UNITS_RELIGIOUS_STRENGTH_BY_RELIGION_TYPE,Amount,,,,,
EFFECT_ADJUST_UNIT_ADVANCED_COASTAL_RAID,UseAdvancedCoastalRaid,,,,,
EFFECT_ADJUST_UNIT_ADVANCED_PILLAGING,UseAdvancedPillaging,,,,,
EFFECT_ADJUST_UNIT_AGAINST_DISTRICT_COMBAT_BONUS,Amount,,,,,
EFFECT_ADJUST_UNIT_ANTI_AIR_STRENGTH,Amount,,,,,
EFFECT_ADJUST_UNIT_ATTACK_AND_MOVE,CanMove,,,,,
EFFECT_ADJUST_UNIT_ATTACK_EXPERIENCE_MODIFIER,Amount,,,,,
EFFECT_ADJUST_UNIT_ATTACK_RANGE,Amount,,,,,
EFFECT_ADJUST_UNIT_BARBARIAN_COMBAT,Amount,,,,,
EFFECT_ADJUST_UNIT_BOOST_ALL_SPIES,Amount,,,,,
EFFECT_ADJUST_UNIT_BOOST_ALL_SPIES,Defense,,,,,
EFFECT_ADJUST_UNIT_BUILD_CHARGES,Amount,,,,,
EFFECT_ADJUST_UNIT_BYPASS_COMBAT_UNIT,Bypass,,,,,
EFFECT_ADJUST_UNIT_BYPASS_WALLS,Enable,,,,,
EFFECT_ADJUST_UNIT_BYPASS_WALLS_PROMOTION_CLASS,PromotionClass,,,,,
EFFECT_ADJUST_UNIT_CANNOT_ATTACK,Disable,,,,,
EFFECT_ADJUST_UNIT_CLEAR_TERRAIN_START_MOVEMENT,Amount,,,,,
EFFECT_ADJUST_UNIT_COMBAT_STRENGTH,Amount,,,,,
EFFECT_ADJUST_UNIT_COMBAT_UNIT_CAPTURE,CanCapture,,,,,
EFFECT_ADJUST_UNIT_COMBAT_UNIT_CAPTURE,UnitType,,,,,
EFFECT_ADJUST_UNIT_CONVERTS_BARBARIANS,Converts,,,,,
EFFECT_ADJUST_UNIT_DAMAGE,Amount,,,,,
EFFECT_ADJUST_UNIT_DIPLO_VISIBILITY_COMBAT_MODIFIER,Amount,,,,,
EFFECT_ADJUST_UNIT_DIPLO_VISIBILITY_COMBAT_MODIFIER,DeltaWithOpponent,,,,,
EFFECT_ADJUST_UNIT_DOMAIN_PRODUCTION,Amount,,,,,
EFFECT_ADJUST_UNIT_DOMAIN_PRODUCTION,Domain,,,,,
EFFECT_ADJUST_UNIT_ENABLE_WALL_ATTACK,Enable,,,,,
EFFECT_ADJUST_UNIT_ENABLE_WALL_ATTACK_PROMOTION_CLASS,PromotionClass,,,,,
EFFECT_ADJUST_UNIT_ENABLE_WALL_ATTACK_WHOLE_GAME_PROMOTION_CLASS,PromotionClass,,,,,
EFFECT_ADJUST_UNIT_ENABLE_WALL_ATTACK_WHOLE_GAME_SAME_RELIGION,,,,,,
EFFECT_ADJUST_UNIT_ENABLE_WALL_ATTACK_WHOLE_GAME_SAME_RELIGION_PROMOTION_CLASS,PromotionClass,,,,,
EFFECT_ADJUST_UNIT_ENEMY_TERRITORY_START_MOVEMENT,Amount,,,,,
EFFECT_ADJUST_UNIT_ENTER_FOREIGN_LANDS,Enter,,,,,
EFFECT_ADJUST_UNIT_ESCAPE_BOOST,Amount,,,,,
EFFECT_ADJUST_UNIT_ESCORT_MOBILITY,EscortMobility,,,,,
EFFECT_ADJUST_UNIT_EVICT_PERCENT,Amount,,,,,
EFFECT_ADJUST_UNIT_EXERT_ZOC,Exert,,,,,
EFFECT_ADJUST_UNIT_EXPERIENCE_LEVEL,Amount,,,,,
EFFECT_ADJUST_UNIT_EXPERIENCE_MODIFIER,Amount,,,,,
EFFECT_ADJUST_UNIT_EXTRACT_SEA_ARTIFACTS,Extract,,,,,
EFFECT_ADJUST_UNIT_FAITH_ON_DISTRICT_PLUNDER,Amount,,,,,
EFFECT_ADJUST_UNIT_FAITH_ON_IMPROVEMENT_PLUNDER,Amount,,,,,
EFFECT_ADJUST_UNIT_FIGHT_WHILE_EMBARKED,CanFight,,,,,
EFFECT_ADJUST_UNIT_FLANKING_BONUS_MODIFIER,Percent,,,,,
EFFECT_ADJUST_UNIT_FORCE_RETREAT,ForceRetreat,,,,,
EFFECT_ADJUST_UNIT_FOREIGN_SPREAD_MODIFIER,Amount,,,,,
EFFECT_ADJUST_UNIT_FRIENDLY_TERRITORY_COMBAT,Amount,,,,,
EFFECT_ADJUST_UNIT_FRIENDLY_TERRITORY_START_MOVEMENT,Amount,,,,,
EFFECT_ADJUST_UNIT_GRANT_EXPERIENCE,Amount,,,,,
EFFECT_ADJUST_UNIT_GREAT_PERSON_CHARGES,Amount,,,,,
EFFECT_ADJUST_UNIT_HEAL,Amount,,,,,
EFFECT_ADJUST_UNIT_HEALING_MODIFIERS,Amount,,,,,
EFFECT_ADJUST_UNIT_HEALING_MODIFIERS,Type,,,,,
EFFECT_ADJUST_UNIT_HEALING_RELIGION_MODIFIERS,Amount,,,,,
EFFECT_ADJUST_UNIT_HEALING_RELIGION_MODIFIERS,Type,,,,,
EFFECT_ADJUST_UNIT_HIDDEN_VISIBILITY,Hidden,,,,,
EFFECT_ADJUST_UNIT_HOLY_CITIES_COMBAT_MODIFIER,Amount,,,,,
EFFECT_ADJUST_UNIT_IGNORE_CLIFF_WALLS,Ignore,,,,,
EFFECT_ADJUST_UNIT_IGNORE_RANGED_VS_DISTRICT_PENALTY,Ignore,,,,,
EFFECT_ADJUST_UNIT_IGNORE_RESOURCE_MAINTENANCE,Ignore,"When set to true, the unit no longer accrues resource maintenance.",bool,false,0,
EFFECT_ADJUST_UNIT_IGNORE_RIVERS,Ignore,,,,,
EFFECT_ADJUST_UNIT_IGNORE_SHORES,Ignore,,,,,
EFFECT_ADJUST_UNIT_IGNORE_TERRAIN_COST,Ignore,,,,,
EFFECT_ADJUST_UNIT_IGNORE_TERRAIN_COST,Type,,,,,
EFFECT_ADJUST_UNIT_IGNORE_ZOC,Ignore,,,,,
EFFECT_ADJUST_UNIT_INITIATION_YIELD,Amount,,,,,
EFFECT_ADJUST_UNIT_INITIATION_YIELD,YieldType,,,,,
EFFECT_ADJUST_UNIT_INITIATION_YIELD_POPULATION,Amount,,,,,
EFFECT_ADJUST_UNIT_INITIATION_YIELD_POPULATION,YieldType,,,,,
EFFECT_ADJUST_UNIT_JUMP_ABILITY,Range,,,,,
EFFECT_ADJUST_UNIT_LAND_VICTORY_SPREAD,LandVictorySpread,,,,,
EFFECT_ADJUST_UNIT_MAINTENANCE_DISCOUNT,Amount,,,,,
EFFECT_ADJUST_UNIT_MILITARY_FORMATION,MilitaryFormationType,,,,,
EFFECT_ADJUST_UNIT_MILITARY_POLICIES_COMBAT_MODIFIER,Amount,,,,,
EFFECT_ADJUST_UNIT_MOVEMENT,Amount,,,,,
EFFECT_ADJUST_UNIT_MOVE_AND_ATTACK,CanAttack,,,,,
EFFECT_ADJUST_UNIT_NATURAL_WONDER_DEFERRED_CHARGES,Amount,,,,,
EFFECT_ADJUST_UNIT_NEIGHBOR_COMBAT_MODIFIER,Amount,,,,,
EFFECT_ADJUST_UNIT_NO_BARB_XP_LIMIT,NoLimit,,,,,
EFFECT_ADJUST_UNIT_NO_FOREIGN_SPREAD,NoSpread,,,,,
EFFECT_ADJUST_UNIT_NO_REDUCTION_DAMAGE,NoReduction,,,,,
EFFECT_ADJUST_UNIT_NUM_ATTACKS,Amount,,,,,
EFFECT_ADJUST_UNIT_OWNER,NewOwner,,,,,
EFFECT_ADJUST_UNIT_PARADROP_ABILITY,CanDrop,,,,,
EFFECT_ADJUST_UNIT_PER_LUXURY_ATTACK_MODIFIER,Amount,,,,,
EFFECT_ADJUST_UNIT_PER_UNUSED_MOVEMENT_COMBAT_BONUS,Amount,,,,,
EFFECT_ADJUST_UNIT_PILLAGE_DISTRICT_MODIFIER,Amount,,,,,
EFFECT_ADJUST_UNIT_PILLAGE_IMPROVEMENT_MODIFIER,Amount,,,,,
EFFECT_ADJUST_UNIT_PLUNDER_YIELDS,Amount,,,,,
EFFECT_ADJUST_UNIT_POST_COMBAT_HEAL,Amount,,,,,
EFFECT_ADJUST_UNIT_POST_COMBAT_YIELD,OnlyWhenDefeatedEarlierEraUnit,,,,,
EFFECT_ADJUST_UNIT_POST_COMBAT_YIELD,PercentDefeatedStrength,,,,,
EFFECT_ADJUST_UNIT_POST_COMBAT_YIELD,YieldType,,,,,
EFFECT_ADJUST_UNIT_POST_TOURISM_BOMB_LOYALTY,Amount,,,,,
EFFECT_ADJUST_UNIT_PRODUCTION,Amount,,,,,
EFFECT_ADJUST_UNIT_PRODUCTION,UnitType,,,,,
EFFECT_ADJUST_UNIT_PROMOTE_NO_FINISH_MOVES,NoFinishMoves,,,,,
EFFECT_ADJUST_UNIT_PURCHASE_COST,Amount,,,,,
EFFECT_ADJUST_UNIT_PURCHASE_COST,UnitType,,,,,
EFFECT_ADJUST_UNIT_RAIDING,Bonus,,,,,
EFFECT_ADJUST_UNIT_RAIDING,CanRaid,,,,,
EFFECT_ADJUST_UNIT_RELIC_UPON_DEATH,RelicSource,,,,,
EFFECT_ADJUST_UNIT_ROCK_BAND_LEVEL_DISTRICT,Amount,,,,,
EFFECT_ADJUST_UNIT_ROCK_BAND_LEVEL_DISTRICT,DistrictType,,,,,
EFFECT_ADJUST_UNIT_ROCK_BAND_LEVEL_IMPROVEMENT,Amount,,,,,
EFFECT_ADJUST_UNIT_ROCK_BAND_LEVEL_IMPROVEMENT,ImprovementType,,,,,
EFFECT_ADJUST_UNIT_ROCK_BAND_LEVEL_NATIONAL_PARK,Amount,,,,,
EFFECT_ADJUST_UNIT_ROCK_BAND_LEVEL_NATURAL_WONDER,Amount,,,,,
EFFECT_ADJUST_UNIT_ROCK_BAND_TOURISM_BOMB_VALUE_PEACE,Amount,,,,,
EFFECT_ADJUST_UNIT_SEA_MOVEMENT,Amount,,,,,
EFFECT_ADJUST_UNIT_SEE_HIDDEN,SeeHidden,,,,,
EFFECT_ADJUST_UNIT_SEE_THROUGH_FEATURES,CanSee,,,,,
EFFECT_ADJUST_UNIT_SEE_THROUGH_TERRAIN,CanSee,,,,,
EFFECT_ADJUST_UNIT_SIGHT,Amount,,,,,
EFFECT_ADJUST_UNIT_SPREAD_CHARGES,Amount,,,,,
EFFECT_ADJUST_UNIT_SPY_COUNTERSPY_ADJACENT_LEVEL_BOOST,Amount,,,,,
EFFECT_ADJUST_UNIT_SPY_COUNTERSPY_ENTIRE_CITY,EntireCity,,,,,
EFFECT_ADJUST_UNIT_SPY_ESTABLISH_TIME,ReductionPercent,,,,,
EFFECT_ADJUST_UNIT_SPY_OFFENSIVE_OPERATION_TIME,ReductionPercent,,,,,
EFFECT_ADJUST_UNIT_SPY_OPERATION_CHANCE,Amount,,,,,
EFFECT_ADJUST_UNIT_SPY_OPERATION_CHANCE,Offensive,,,,,
EFFECT_ADJUST_UNIT_SPY_OPERATION_CHANCE,OperationType,,,,,
EFFECT_ADJUST_UNIT_SPY_OPERATION_TIME,OperationType,,,,,
EFFECT_ADJUST_UNIT_SPY_OPERATION_TIME,ReductionPercent,,,,,
EFFECT_ADJUST_UNIT_STRENGTH_REDUCTION_FOR_DAMAGE_MODIFIER,Amount,,,,,
EFFECT_ADJUST_UNIT_SUPPORT_BONUS_MODIFIER,Percent,,,,,
EFFECT_ADJUST_UNIT_TAG_ERA_PRODUCTION,Amount,,,,,
EFFECT_ADJUST_UNIT_TAG_ERA_PRODUCTION,EraType,,,,,
EFFECT_ADJUST_UNIT_TAG_ERA_PRODUCTION,UnitPromotionClass,,,,,
EFFECT_ADJUST_UNIT_TOURISM_BOMB_CONVERT_CITY,Convert,,,,,
EFFECT_ADJUST_UNIT_TOURISM_BOMB_DISTRICT,Amount,,,,,
EFFECT_ADJUST_UNIT_TOURISM_BOMB_DISTRICT,DistrictType,,,,,
EFFECT_ADJUST_UNIT_TOURISM_BOMB_IMPROVEMENT,Amount,,,,,
EFFECT_ADJUST_UNIT_TOURISM_BOMB_IMPROVEMENT,ImprovementType,,,,,
EFFECT_ADJUST_UNIT_TOURISM_BOMB_NATIONAL_PARK,Amount,,,,,
EFFECT_ADJUST_UNIT_TOURISM_BOMB_NATURAL_WONDER,Amount,,,,,
EFFECT_ADJUST_UNIT_TOURISM_BOMB_RANGE,Modifier,,,,,
EFFECT_ADJUST_UNIT_TOURISM_BOMB_RANGE,Range,,,,,
EFFECT_ADJUST_UNIT_TRADE_ROUTE_PLUNDER_IMMUNITY,DomainType,,,,,
EFFECT_ADJUST_UNIT_UPGRADE_GOODY_HUT,Amount,,,,,
EFFECT_ADJUST_UNIT_VALID_TERRAIN,TerrainType,,database,,1,KIND_TERRAIN
EFFECT_ADJUST_UNIT_VALID_TERRAIN,Valid,Whether or not the terrain type is valid to move into.,bool,False,0,
EFFECT_ADJUST_UNIT_WATER_DAMAGE_PROTECTION,WaterDamage,The integer percent value of resistance to damage from water,int,,0,
EFFECT_ADJUST_UNIT_WMD_PROTECTION,Blast,The integer percent value of resistance to damage from a WMD blast.,int,,0,
EFFECT_ADJUST_UNIT_WMD_PROTECTION,Fallout,The integer percent value of resistance to damage from WMD fallout.,int,,0,
EFFECT_ADJUST_UNIT_YIELD_PER_TOURISM_BOMB,Amount,,,,,
EFFECT_ADJUST_UNIT_YIELD_PER_TOURISM_BOMB,YieldType,,,,,
EFFECT_ADJUST_VALID_FEATURES_DISTRICTS,DistrictType,,,,,
EFFECT_ADJUST_VALID_FEATURES_DISTRICTS,FeatureType,,,,,
EFFECT_ADJUST_WAR_WEARINESS,Amount,,,,,
EFFECT_ADJUST_WAR_WEARINESS,Domestic,,,,,
EFFECT_ADJUST_WAR_WEARINESS,Enemy,,,,,
EFFECT_ADJUST_WAR_WEARINESS,Overall,,,,,
EFFECT_ADJUST_WATER_HOUSING,Amount,,,,,
EFFECT_ADJUST_WONDER_ADJACENT_NATURAL_WONDER_PRODUCTION,Amount,,,,,
EFFECT_ADJUST_WONDER_ADJACENT_NATURAL_WONDER_PRODUCTION,FeatureType,,,,,
EFFECT_ADJUST_WONDER_ERA_PRODUCTION,Amount,,,,,
EFFECT_ADJUST_WONDER_ERA_PRODUCTION,EndEra,,,,,
EFFECT_ADJUST_WONDER_ERA_PRODUCTION,IsWonder,,,,,
EFFECT_ADJUST_WONDER_ERA_PRODUCTION,StartEra,,,,,
EFFECT_ADJUST_WONDER_PRODUCTION,Amount,,,,,
EFFECT_ADJUST_WONDER_YIELD_CHANGE,Amount,,,,,
EFFECT_ADJUST_WONDER_YIELD_CHANGE,YieldType,,,,,
EFFECT_ADJUST_YIELD_BY_NUMBER_OF_RESOURCES,Amount,,,,,
EFFECT_ADJUST_YIELD_BY_NUMBER_OF_RESOURCES,YieldType,,,,,
EFFECT_ADOPT_ALLY_FOUNDED_RELIGIONS,Adopt,,,,,
EFFECT_ALLIANCE_CULTURE_SHARING,Amount,,,,,
EFFECT_ALLIANCE_ENVOY_POINTS_FROM_ALLY_TRIBUTARIES,Amount,,,,,
EFFECT_ALLIANCE_GRANT_SHARED_VIS,,,,,,
EFFECT_ALLIANCE_PRESSURE_FROM_NO_ALLY_RELIGION,Amount,,,,,
EFFECT_ALLIANCE_RESEARCH_AGREEMENT,Amount,,,,,
EFFECT_ALLIANCE_SCIENCE_SHARING,Amount,,,,,
EFFECT_ALLIANCE_SHARE_SUZERAIN,,,,,,
EFFECT_ALLIANCE_TOURISM_SHARING,Amount,,,,,
EFFECT_ALLIANCE_YIELD_INCOME_FROM_ALLY_RELIGION,Amount,,,,,
EFFECT_ALLIANCE_YIELD_INCOME_FROM_ALLY_RELIGION,YieldType,,,,,
EFFECT_ATTACH_MODIFIER,ModifierId,,text,,1,
EFFECT_ATTACH_MODIFIER_IF_PROMOTION_CLASS_MATCHES,Amount,,,,,
EFFECT_ATTACH_MODIFIER_IF_PROMOTION_CLASS_MATCHES,ModifierId,,text,,1,
EFFECT_ATTACH_MODIFIER_IF_PROMOTION_CLASS_MATCHES,UnitPromotionClassType,,int,,1,
EFFECT_ATTACH_MODIFIER_TO_MINORCIVBONUSTYPE,MinorCivBonusType,,int,,1,
EFFECT_ATTACH_MODIFIER_TO_MINORCIVBONUSTYPE,ModifierId,,text,,1,
EFFECT_ATTACH_MODIFIER_TO_PLAYERTYPE,ModifierId,,text,,1,
EFFECT_ATTACH_MODIFIER_TO_PLAYERTYPE,PlayerType,,int,,1,
EFFECT_ATTACH_PERMANENT_MODIFIER_TO_ADJACENT_PLOT_UNITS,ModifierId,,text,,1,
EFFECT_ATTACH_PERMANENT_MODIFIER_TO_PLOT_UNITS,ModifierId,,text,,1,
EFFECT_ATTACH_UNIT_MODIFIER,ModifierId,,text,,1,
EFFECT_BECOME_CITY_SUZERAIN,RemoveOthers,,,,,
EFFECT_CHANGE_UNIT_OPERATION_AVAILABILITY,,,,,,
EFFECT_CITY_GRANT_HERO,HeroClassType,The Hero Class to grant.,database,,1,KIND_HEROCLASS
EFFECT_CITY_GRANT_HERO,LocationBuildingType,The Building in the city that the Hero will spawn at and be linked with.,database,,1,KIND_BUILDING
EFFECT_CITY_GRANT_RANDOM_RESOURCE_PRODUCT,ResourceType,The type of Resource the product is made from.,text,,1,
EFFECT_CITY_RECOMMISSION_REACTOR,,,,,,
EFFECT_DIPLOMACY_AGENDA_ANGEVIN_EMPIRE,BottomRankingDiploMod,,,,,
EFFECT_DIPLOMACY_AGENDA_ANGEVIN_EMPIRE,HighPopulationThreshold,,,,,
EFFECT_DIPLOMACY_AGENDA_ANGEVIN_EMPIRE,LowPopulationThreshold,,,,,
EFFECT_DIPLOMACY_AGENDA_ANGEVIN_EMPIRE,StatementKey,,,,,
EFFECT_DIPLOMACY_AGENDA_ANGEVIN_EMPIRE,TopRankingDiploMod,,,,,
EFFECT_DIPLOMACY_AGENDA_ARCHIPELAGIC_STATE,AcceptableIslandPercentage,,,,,
EFFECT_DIPLOMACY_AGENDA_ARCHIPELAGIC_STATE,MaxNegativeModifier,,,,,
EFFECT_DIPLOMACY_AGENDA_ARCHIPELAGIC_STATE,MaxPositiveModifier,,,,,
EFFECT_DIPLOMACY_AGENDA_ARCHIPELAGIC_STATE,MaxTilesLargeIsland,,,,,
EFFECT_DIPLOMACY_AGENDA_ARCHIPELAGIC_STATE,MaxTilesMediumIsland,,,,,
EFFECT_DIPLOMACY_AGENDA_ARCHIPELAGIC_STATE,MaxTilesSmallIsland,,,,,
EFFECT_DIPLOMACY_AGENDA_ARCHIPELAGIC_STATE,ReductionTurns,,,,,
EFFECT_DIPLOMACY_AGENDA_ARCHIPELAGIC_STATE,StatementKey,,,,,
EFFECT_DIPLOMACY_AGENDA_BLACK_QUEEN,StatementKey,,,,,
EFFECT_DIPLOMACY_AGENDA_BULL_MOOSE,StatementKey,,,,,
EFFECT_DIPLOMACY_AGENDA_BUSHIDO,StatementKey,,,,,
EFFECT_DIPLOMACY_AGENDA_CANADIAN_EXPEDITIONARY,BottomPercentage,,,,,
EFFECT_DIPLOMACY_AGENDA_CANADIAN_EXPEDITIONARY,BottomRankingDiploMod,,,,,
EFFECT_DIPLOMACY_AGENDA_CANADIAN_EXPEDITIONARY,StatementKey,,,,,
EFFECT_DIPLOMACY_AGENDA_CANADIAN_EXPEDITIONARY,TopPercentage,,,,,
EFFECT_DIPLOMACY_AGENDA_CANADIAN_EXPEDITIONARY,TopRankingDiploMod,,,,,
EFFECT_DIPLOMACY_AGENDA_END_TO_SUFFERING,DisappointingHolySitePercentage,,,,,
EFFECT_DIPLOMACY_AGENDA_END_TO_SUFFERING,DisappointingLargeCityPercentage,,,,,
EFFECT_DIPLOMACY_AGENDA_END_TO_SUFFERING,MaxNegativeModifier,,,,,
EFFECT_DIPLOMACY_AGENDA_END_TO_SUFFERING,MaxPositiveModifier,,,,,
EFFECT_DIPLOMACY_AGENDA_END_TO_SUFFERING,StatementKey,,,,,
EFFECT_DIPLOMACY_AGENDA_END_TO_SUFFERING,TargetHolySitePercentage,,,,,
EFFECT_DIPLOMACY_AGENDA_END_TO_SUFFERING,TargetLargeCityPercentage,,,,,
EFFECT_DIPLOMACY_AGENDA_ETHIOPIAN_HIGHLANDS,StatementKey,,,,,
EFFECT_DIPLOMACY_AGENDA_EXPLOITATIVE,HiddenAgenda,,,,,
EFFECT_DIPLOMACY_AGENDA_EXPLOITATIVE,HighScoreThreshold,,,,,
EFFECT_DIPLOMACY_AGENDA_EXPLOITATIVE,IncrementValue,,,,,
EFFECT_DIPLOMACY_AGENDA_EXPLOITATIVE,InitialValue,,,,,
EFFECT_DIPLOMACY_AGENDA_EXPLOITATIVE,LowScoreThreshold,,,,,
EFFECT_DIPLOMACY_AGENDA_EXPLOITATIVE,MaxDiploModifierMagnitude,,,,,
EFFECT_DIPLOMACY_AGENDA_EXPLOITATIVE,NationalParkConstructionValue,,,,,
EFFECT_DIPLOMACY_AGENDA_EXPLOITATIVE,PlotFeatureRemovalValue,,,,,
EFFECT_DIPLOMACY_AGENDA_EXPLOITATIVE,SimpleModifierDescription,,,,,
EFFECT_DIPLOMACY_AGENDA_EXPLOITATIVE,StatementKey,,,,,
EFFECT_DIPLOMACY_AGENDA_EXPLOITATIVE,TileImprovementHighThreshold,,,,,
EFFECT_DIPLOMACY_AGENDA_EXPLOITATIVE,TileImprovementLowThreshold,,,,,
EFFECT_DIPLOMACY_AGENDA_EXPLOITATIVE,TileImprovementPreferenceValue,,,,,
EFFECT_DIPLOMACY_AGENDA_FLAT_EARTHER,DiploModForCircumnavigation,,,,,
EFFECT_DIPLOMACY_AGENDA_FLAT_EARTHER,DiploModPerSpaceProject,,,,,
EFFECT_DIPLOMACY_AGENDA_FLAT_EARTHER,DiploModPerSpaceport,,,,,
EFFECT_DIPLOMACY_AGENDA_FLAT_EARTHER,HiddenAgenda,,,,,
