ModifierType,CollectionType,EffectType
MODIFIER_SINGLE_CITY_ADJUST_CITY_UNIT_MAX_LEVEL,COLLECTION_OWNER,EFFECT_ADJUST_CITY_UNIT_MAX_LEVEL
MODIFIER_SINGLE_CITY_ADJUST_CITY_YIELD_MODIFIER,COLLECTION_OWNER,EFFECT_ADJUST_CITY_YIELD_MODIFIER
MODIFIER_SINGLE_CITY_ADJUST_EXTRA_GREAT_WORK_SLOTS,COLLECTION_OWNER,EFFECT_ADJUST_EXTRA_GREAT_WORK_SLOTS
MODIFIER_SINGLE_CITY_ADJUST_TOURISM,COLLECTION_OWNER,EFFECT_ADJUST_CITY_TOURISM
MODIFIER_SINGLE_CITY_ADJUST_WONDER_YIELD_CHANGE,COLLECTION_OWNER,EFFECT_ADJUST_WONDER_YIELD_CHANGE
MODIFIER_PLAYER_CITIES_ADJUST_WONDER_YIELD_CHANGE,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_WONDER_YIELD_CHANGE
MODIFIER_SINGLE_CITY_ADJUST_YIELD_CHANGE,COLLECTION_OWNER,EFFECT_ADJUST_CITY_YIELD_CHANGE
MODIFIER_SINGLE_CITY_ATTACH_MODIFIER,COLLECTION_OWNER,EFFECT_ATTACH_MODIFIER
MODIFIER_SINGLE_CITY_BUILDER_CHARGES,COLLECTION_CITY_TRAINED_UNITS,EFFECT_ADJUST_UNIT_BUILD_CHARGES
MODIFIER_SINGLE_CITY_FEATURE_ADJACENCY,COLLECTION_OWNER,EFFECT_FEATURE_ADJACENCY
MODIFIER_SINGLE_CITY_GRANT_ABILITY_FOR_TRAINED_UNITS,COLLECTION_CITY_TRAINED_UNITS,EFFECT_GRANT_ABILITY
MODIFIER_SINGLE_CITY_GRANT_BUILDING_IN_CITY,COLLECTION_OWNER,EFFECT_GRANT_BUILDING_IN_CITY
MODIFIER_SINGLE_CITY_GRANT_BUILDING_IN_CITY_IGNORE,COLLECTION_OWNER,EFFECT_GRANT_BUILDING_IN_CITY_IGNORE
MODIFIER_SINGLE_CITY_GRANT_PRODUCTION_IN_CITY,COLLECTION_OWNER,EFFECT_GRANT_PRODUCTION_IN_CITY
MODIFIER_SINGLE_CITY_GRANT_RESOURCE_IN_CITY,COLLECTION_OWNER,EFFECT_GRANT_FREE_RESOURCE_IN_CITY
MODIFIER_SINGLE_CITY_GRANT_UNIT_IN_CITY,COLLECTION_OWNER,EFFECT_GRANT_UNIT_IN_CITY
MODIFIER_SINGLE_CITY_GRANT_UNIT_IN_NEAREST_CITY,COLLECTION_UNIT_NEAREST_OWNER_CITY,EFFECT_GRANT_UNIT_IN_CITY
MODIFIER_SINGLE_CITY_GRANT_UNIT_BY_CLASS_IN_NEAREST_CITY,COLLECTION_UNIT_NEAREST_OWNER_CITY,EFFECT_GRANT_UNIT_BY_CLASS
MODIFIER_SINGLE_CITY_GRANT_GREAT_PERSON_CLASS_IN_CITY,COLLECTION_OWNER,EFFECT_GRANT_GREAT_PERSON_CLASS_IN_CITY
MODIFIER_SINGLE_CITY_GRANT_YIELD_PER_GREAT_WORK,COLLECTION_OWNER,EFFECT_GRANT_YIELD_PER_GREAT_WORK_IN_CITY
MODIFIER_SINGLE_CITY_GRANT_YIELD_PER_UNIT_COST,COLLECTION_OWNER,EFFECT_GRANT_CITY_YIELD_PERCENT_UNIT_CREATED_COST
MODIFIER_SINGLE_CITY_EXTRA_DISTRICT,COLLECTION_OWNER,EFFECT_ADJUST_CITY_EXTRA_DISTRICTS
MODIFIER_SINGLE_CITY_HEAL_SPREADS,COLLECTION_CITY_TRAINED_UNITS,EFFECT_ADJUST_HEAL_CHARGES
MODIFIER_SINGLE_CITY_RELIGIOUS_SPREADS,COLLECTION_CITY_TRAINED_UNITS,EFFECT_ADJUST_BUILDING_SPREAD_CHARGES
MODIFIER_SINGLE_CITY_DISTRICTS_ADJUST_GREAT_PERSON_POINTS,COLLECTION_CITY_DISTRICTS,EFFECT_ADJUST_DISTRICT_GREAT_PERSON_POINTS
MODIFIER_SINGLE_CITY_ADJUST_PROPERTY,COLLECTION_OWNER,EFFECT_ADJUST_CITY_PROPERTY
MODIFIER_SINGLE_PLOT_ADJUST_PLOT_YIELDS,COLLECTION_SINGLE_PLOT_YIELDS,EFFECT_ADJUST_PLOT_YIELD
MODIFIER_PLAYER_DIPLOMACY_ARCHAEOLOGY,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_ARCHAEOLOGY
MODIFIER_PLAYER_DIPLOMACY_BROKEN_PROMISE,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_BROKEN_PROMISE
MODIFIER_PLAYER_DIPLOMACY_ESPIONAGE,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_ESPIONAGE
MODIFIER_PLAYER_DIPLOMACY_GOVERNMENTS,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_GOVERNMENTS
MODIFIER_PLAYER_DIPLOMACY_INCURSION,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_FORCE_INCURSION
MODIFIER_PLAYER_DIPLOMACY_KEPT_PROMISE,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_KEPT_PROMISE
MODIFIER_PLAYER_DIPLOMACY_NO_PROMISE,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_NO_PROMISE
MODIFIER_PLAYER_DIPLOMACY_ONE_SIDED_TRADES,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_ONE_SIDED_TRADES
MODIFIER_PLAYER_DIPLOMACY_PEACEFUL,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_SIMPLE_EFFECT
MODIFIER_PLAYER_DIPLOMACY_RANDOM,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_RANDOM
MODIFIER_PLAYER_DIPLOMACY_SETTLED_CITIES,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_SETTLED_CITIES
MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_SIMPLE_EFFECT
MODIFIER_PLAYER_DIPLOMACY_THIRD_PARTY_EFFECTS,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_THIRD_PARTY_EFFECTS
MODIFIER_PLAYER_DIPLOMACY_TRADE_RELATIONS,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_TRADE_RELATIONS
MODIFIER_PLAYER_DIPLOMACY_NEW_WARMONGER,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_NEW_WARMONGER
MODIFIER_PLAYER_DIPLOMACY_AGENDA_ARCHIPELAGIC_STATE,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_AGENDA_ARCHIPELAGIC_STATE
MODIFIER_PLAYER_DIPLOMACY_AGENDA_AYYUBID_DYNASTY,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_AGENDA_AYYUBID_DYNASTY
MODIFIER_PLAYER_DIPLOMACY_AGENDA_BLACK_QUEEN,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_AGENDA_BLACK_QUEEN
MODIFIER_PLAYER_DIPLOMACY_AGENDA_BULL_MOOSE,COLLECTION_ALL_PLAYERS,EFFECT_DIPLOMACY_AGENDA_BULL_MOOSE
MODIFIER_PLAYER_DIPLOMACY_AGENDA_BUSHIDO,COLLECTION_ALL_PLAYERS,EFFECT_DIPLOMACY_AGENDA_BUSHIDO
MODIFIER_PLAYER_DIPLOMACY_AGENDA_END_TO_SUFFERING,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_AGENDA_END_TO_SUFFERING
MODIFIER_PLAYER_DIPLOMACY_AGENDA_ENVIRONMENT,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_AGENDA_ENVIRONMENT
MODIFIER_PLAYER_DIPLOMACY_AGENDA_EXPLOITATIVE,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_AGENDA_EXPLOITATIVE
MODIFIER_PLAYER_DIPLOMACY_AGENDA_LAST_VIKING_KING,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_AGENDA_LAST_VIKING_KING
MODIFIER_PLAYER_DIPLOMACY_AGENDA_MAGNIFICENCES,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_AGENDA_MAGNIFICENCES
MODIFIER_PLAYER_DIPLOMACY_AGENDA_OPPORTUNIST,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_AGENDA_OPPORTUNIST
MODIFIER_PLAYER_DIPLOMACY_AGENDA_OPTIMUS_PRINCEPS,COLLECTION_ALL_PLAYERS,EFFECT_DIPLOMACY_AGENDA_OPTIMUS_PRINCEPS
MODIFIER_PLAYER_DIPLOMACY_AGENDA_PARANOID,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_AGENDA_PARANOID
MODIFIER_PLAYER_DIPLOMACY_AGENDA_PERPETUALLY_ON_GUARD,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_AGENDA_PERPETUALLY_ON_GUARD
MODIFIER_PLAYER_DIPLOMACY_AGENDA_QUEEN_OF_NILE,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_AGENDA_QUEEN_OF_NILE
MODIFIER_PLAYER_DIPLOMACY_AGENDA_SHORT_LIFE_GLORY,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_AGENDA_SHORT_LIFE_GLORY
MODIFIER_PLAYER_DIPLOMACY_AGENDA_WITH_SHIELD_OR_ON_IT,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_AGENDA_WITH_SHIELD_OR_ON_IT
MODIFIER_PLAYER_GRANT_ALL_TECHNOLOGY_BOOST_BY_ERA,COLLECTION_OWNER,EFFECT_GRANT_ALL_TECHNOLOGY_BOOST_BY_ERA
MODIFIER_PLAYER_GRANT_RANDOM_TECHNOLOGY,COLLECTION_OWNER,EFFECT_GRANT_PLAYER_RANDOM_TECHNOLOGY
MODIFIER_PLAYER_GRANT_RANDOM_TECHNOLOGY_BOOST_BY_ERA,COLLECTION_OWNER,EFFECT_GRANT_RANDOM_TECHNOLOGY_BOOST_BY_ERA
MODIFIER_PLAYER_GRANT_RANDOM_TECHNOLOGY_BOOST_ON_NEW_ERA,COLLECTION_OWNER,EFFECT_GRANT_RANDOM_TECHNOLOGY_BOOST_ON_NEW_ERA
MODIFIER_PLAYER_GRANT_RANDOM_TECHNOLOGY_BOOST_GOODY_HUT,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_RANDOM_TECHNOLOGY_BOOST_GOODY_HUT
MODIFIER_PLAYER_GRANT_RANDOM_CIVIC,COLLECTION_OWNER,EFFECT_GRANT_PLAYER_RANDOM_CIVIC
MODIFIER_PLAYER_GRANT_RANDOM_CIVIC_BOOST_BY_ERA,COLLECTION_OWNER,EFFECT_GRANT_RANDOM_CIVIC_BOOST_BY_ERA
MODIFIER_PLAYER_GRANT_RANDOM_CIVIC_BOOST_ON_NEW_ERA,COLLECTION_OWNER,EFFECT_GRANT_RANDOM_CIVIC_BOOST_ON_NEW_ERA
MODIFIER_PLAYER_GRANT_RANDOM_CIVIC_BOOST_GOODY_HUT,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_RANDOM_CIVIC_BOOST_GOODY_HUT
MODIFIER_PLAYER_GRANT_SPECIFIC_TECH_BOOST,COLLECTION_OWNER,EFFECT_GRANT_PLAYER_SPECIFIC_TECH_BOOST_GREAT_PERSON
MODIFIER_PLAYER_GRANT_INFLUENCE_TOKEN,COLLECTION_OWNER,EFFECT_GRANT_INFLUENCE_TOKEN
MODIFIER_PLAYER_GRANT_INFLUENCE_TOKEN_FROM_CITY_WONDER,COLLECTION_OWNER,EFFECT_GRANT_CITY_OWNER_INFLUENCE_TOKEN_WONDER
MODIFIER_PLAYER_GRANT_COMBAT_ADJACENCY,COLLECTION_OWNER,EFFECT_GRANT_COMBAT_ADJACENCY
MODIFIER_PLAYER_GRANT_FAITH_FROM_HARVEST,COLLECTION_OWNER,EFFECT_GRANT_PLAYER_FAITH_FROM_HARVEST
MODIFIER_PLAYER_GRANT_FAITH_FROM_REMOVE_FEATURE,COLLECTION_OWNER,EFFECT_GRANT_PLAYER_FAITH_FROM_REMOVE_FEATURE
MODIFIER_PLAYER_GRANT_RELIC,COLLECTION_OWNER,EFFECT_GRANT_RELIC
MODIFIER_PLAYER_GRANT_SPY,COLLECTION_OWNER,EFFECT_GRANT_SPY
MODIFIER_PLAYER_GRANT_YIELD,COLLECTION_OWNER,EFFECT_GRANT_YIELD
MODIFIER_PLAYER_GRANT_YIELD_PERCENT_UNIT_COST,COLLECTION_OWNER,EFFECT_GRANT_PLAYER_YIELD_PERCENT_UNIT_COST
GRANT_STRENGTH_PER_ADJACENT_UNIT_TYPE,COLLECTION_UNIT_COMBAT,EFFECT_GRANT_STRENGTH_PER_ADJACENT_UNIT_TYPE
MODIFIER_PLAYER_MULTIPLY_TREASURY,COLLECTION_OWNER,EFFECT_ADJUST_MULTIPLY_TREASURY
MODIFIER_PLAYER_ADJUST_ALWAYS_FULL_RELIGIOUS_TOURISM,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_ALWAYS_FULL_RELIGIOUS_TOURISM
MODIFIER_PLAYER_ADJUST_NO_OCCUPATION_PENALTIES,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_NO_OCCUPATION_PENALTIES
MODIFIER_PLAYER_ADJUST_RELIGION_BUILDING_DISCOUNT,COLLECTION_OWNER,EFFECT_ADJUST_RELIGION_BUILDING_DISCOUNT
MODIFIER_PLAYER_ADJUST_RELIGIOUS_TOURISM_REDUCTION,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_RELIGIOUS_TOURISM_REDUCTION
MODIFIER_PLAYER_ADJUST_INFLUENCE_POINTS_PER_TURN,COLLECTION_OWNER,EFFECT_ADJUST_INFLUENCE_POINTS_PER_TURN
MODIFIER_PLAYER_ADJUST_PROGRESS_DIFF_TRADE_BONUS,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_PROGRESS_DIFF_TRADE_BONUS
MODIFIER_PLAYER_ADJUST_PLOT_YIELD,COLLECTION_PLAYER_PLOT_YIELDS,EFFECT_ADJUST_PLOT_YIELD
MODIFIER_PLAYER_DISTRICTS_ADJUST_TRADE_ROUTE_CAPACITY,COLLECTION_PLAYER_DISTRICTS,EFFECT_ADJUST_TRADE_ROUTE_CAPACITY
MODIFIER_PLAYER_ADJUST_TRADE_ROUTE_CAPACITY,COLLECTION_OWNER,EFFECT_ADJUST_TRADE_ROUTE_CAPACITY
MODIFIER_PLAYER_ADJUST_TRADE_ROUTE_WATER_RANGE,COLLECTION_OWNER,EFFECT_ADJUST_TRADE_ROUTE_WATER_RANGE
MODIFIER_PLAYER_ADJUST_TRADE_ROUTE_YIELD,COLLECTION_OWNER,EFFECT_ADJUST_TRADE_ROUTE_YIELD
MODIFIER_PLAYER_ADJUST_TRADE_ROUTE_YIELD_FOR_DOMESTIC,COLLECTION_OWNER,EFFECT_ADJUST_TRADE_ROUTE_YIELD_FOR_DOMESTIC
MODIFIER_PLAYER_ADJUST_TRADE_ROUTE_YIELD_PER_SPECIALTY_DISTRICT_FOR_DOMESTIC,COLLECTION_OWNER,EFFECT_ADJUST_TRADE_ROUTE_YIELD_PER_SPECIALTY_DISTRICT_FOR_DOMESTIC
MODIFIER_PLAYER_ADJUST_TRADE_ROUTE_YIELD_FOR_INTERNATIONAL,COLLECTION_OWNER,EFFECT_ADJUST_TRADE_ROUTE_YIELD_FOR_INTERNATIONAL
MODIFIER_PLAYER_ADJUST_GOLD_DISPERSAL,COLLECTION_OWNER,EFFECT_ADJUST_GOLD_DISPERSAL
MODIFIER_PLAYER_ADJUST_GREAT_PERSON_PATRONAGE_DISCOUNT_PERCENT,COLLECTION_OWNER,EFFECT_ADJUST_GREAT_PERSON_PATRONAGE_DISCOUNT_PERCENT
MODIFIER_PLAYER_ADJUST_GREAT_PERSON_POINTS,COLLECTION_OWNER,EFFECT_ADJUST_GREAT_PERSON_POINTS
MODIFIER_PLAYER_ADJUST_GREAT_PERSON_GUARANTEE,COLLECTION_OWNER,EFFECT_ADJUST_GREAT_PERSON_GUARANTEE
MODIFIER_PLAYER_ADJUST_GREAT_PERSON_POINTS_PERCENT,COLLECTION_OWNER,EFFECT_ADJUST_GREAT_PERSON_POINTS_PERCENT
MODIFIER_PLAYER_ADJUST_GREAT_PERSON_POINTS_REFUND_PERCENT,COLLECTION_OWNER,EFFECT_ADJUST_GREAT_PERSON_POINTS_REFUND_PERCENT
MODIFIER_PLAYER_ADJUST_DUPLICATE_FIRST_INFLUENCE_TOKEN,COLLECTION_OWNER,EFFECT_ADJUST_DUPLICATE_FIRST_INFLUENCE_TOKEN
MODIFIER_PLAYER_ADJUST_DUPLICATE_INFLUENCE_TOKEN_WHEN_RIVAL_GOVERNMENT,COLLECTION_OWNER,EFFECT_ADJUST_DUPLICATE_INFLUENCE_TOKEN_WHEN_RIVAL_GOVERNMENT
MODIFIER_PLAYER_ADJUST_JOINTWAR_EXPERIENCE,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_JOINTWAR_EXPERIENCE
MODIFIER_PLAYER_ADJUST_JOINTWAR_PLUNDER,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_JOINTWAR_PLUNDER
MODIFIER_PLAYER_ADJUST_TOURISM,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_TOURISM
MODIFIER_PLAYER_ADJUST_EMBARKED_MOVEMENT,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_EMBARKED_UNIT_MOVEMENT
MODIFIER_PLAYER_ADJUST_PROPERTY,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_PROPERTY
MODIFIER_PLAYER_ADJUST_TRADE_ROUTE_DESTINATION_YIELD_FOR_ALLY_ROUTE,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_TRADE_ROUTE_DESTINATION_YIELD_FOR_ALLY_ROUTE
MODIFIER_PLAYER_ADJUST_TRADE_ROUTE_ORIGIN_YIELD_FOR_ALLY_ROUTE,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_TRADE_ROUTE_ORIGIN_YIELD_FOR_ALLY_ROUTE
MODIFIER_PLAYER_ADJUST_TRADE_ROUTE_DESTINATION_YIELD_FOR_SUZERAIN_ROUTE,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_TRADE_ROUTE_DESTINATION_YIELD_FOR_SUZERAIN_ROUTE
MODIFIER_PLAYER_ADJUST_TRADE_ROUTE_ORIGIN_YIELD_FOR_SUZERAIN_ROUTE,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_TRADE_ROUTE_ORIGIN_YIELD_FOR_SUZERAIN_ROUTE
MODIFIER_PLAYER_ADJUST_TRADE_ROUTE_TOURISM_MODIFIER,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_TRADE_ROUTE_TOURISM_MODIFIER
MODIFIER_PLAYER_ADJUST_TRADE_ROUTE_YIELD_PER_POST_IN_FOREIGN_CITY,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_TRADE_ROUTE_YIELD_PER_POST_IN_FOREIGN_CITY
MODIFIER_PLAYER_ADJUST_TRADE_ROUTE_YIELD_PER_POST_IN_OWN_CITY,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_TRADE_ROUTE_YIELD_PER_POST_IN_OWN_CITY
MODIFIER_PLAYER_DISTRICT_CREATE_YIELD,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_DISTRICT_CREATE_YIELD
MODIFIER_PLAYER_DISTRICT_CREATE_UNIT,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_DISTRICT_CREATE_UNIT
MODIFIER_PLAYER_DISTRICT_GRANT_AIR_SLOTS,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_DISTRICT_AIR_SLOTS
MODIFIER_CITY_TRAINED_UNITS_ADJUST_XP_BONUS,COLLECTION_CITY_TRAINED_UNITS,EFFECT_ADJUST_UNIT_EXPERIENCE_MODIFIER
MODIFIER_CITY_TRAINED_UNITS_ADJUST_MOVEMENT,COLLECTION_CITY_TRAINED_UNITS,EFFECT_ADJUST_UNIT_SEA_MOVEMENT
MODIFIER_CITY_CORPS_ARMY_ADJUST_DISCOUNT,COLLECTION_OWNER,EFFECT_ADJUST_CITY_CORPS_ARMY_PRODUCTION
MODIFIER_PLAYER_GRANT_CITIES_FRESHWATER_HOUSING_BONUS,COLLECTION_OWNER,EFFECT_ADJUST_CITIES_FRESHWATER_HOUSING_BONUS
MODIFIER_PLAYER_GRANT_CITIES_URBAN_DEFENSES,COLLECTION_OWNER,EFFECT_ADJUST_CITIES_HAS_URBAN_DEFENSES
MODIFIER_PLAYER_ADOPT_ALLY_FOUNDED_RELIGIONS,COLLECTION_OWNER,EFFECT_ADOPT_ALLY_FOUNDED_RELIGIONS
MODIFIER_PLAYER_TREAT_CAPITAL_AS_HOLY_CITY,COLLECTION_OWNER,EFFECT_TREAT_CAPITAL_AS_HOLY_CITY
MODIFIER_PLAYER_GRANT_FREE_RESOURCE_FROM_UNIT_PLOT,COLLECTION_OWNER,EFFECT_GRANT_FREE_RESOURCE_FROM_UNIT_PLOT
MODIFIER_PLAYER_GRANT_FREE_RESOURCE_VISIBILITY,COLLECTION_OWNER,EFFECT_GRANT_FREE_RESOURCE_VISIBILITY
MODIFIER_GAME_TRIGGER_MECHANIC,COLLECTION_OWNER,EFFECT_TRIGGER_GAME_MECHANIC
MODIFIER_PLAYER_EXPLORE_ENTIRE_MAP,COLLECTION_OWNER,EFFECT_EXPLORE_ENTIRE_MAP
MODIFIER_PLAYER_GRANT_YIELD_BASED_ON_CURRENT_YIELD_RATE,COLLECTION_OWNER,EFFECT_GRANT_YIELD_BASED_ON_CURRENT_YIELD_RATE
MODIFIER_SINGLE_CITY_RELIGION_EXTRA_PROMOTIONS_SCENARIO,COLLECTION_OWNER,EFFECT_ADJUST_CITY_RELIGION_EXTRA_PROMOTIONS
MODIFIER_PLAYER_TRAINED_UNITS_ADJUST_BUILDER_CHARGES,COLLECTION_PLAYER_TRAINED_UNITS,EFFECT_ADJUST_UNIT_BUILD_CHARGES
MODIFIER_PLAYER_TRAINED_UNITS_GRANT_ABILITY,COLLECTION_PLAYER_TRAINED_UNITS,EFFECT_GRANT_ABILITY
MODIFIER_UNIT_ADJUST_BUILDER_CHARGES,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_BUILD_CHARGES
MODIFIER_PLAYER_GRANT_RANDOM_RESOURCE_PRODUCT,COLLECTION_OWNER,EFFECT_CITY_GRANT_RANDOM_RESOURCE_PRODUCT
MODIFIER_EMERGENCY_COMBATS_ADJUST_ATTACKER_STRENGTH,COLLECTION_EMERGENCY_COMBATS,EFFECT_ADJUST_ATTACKER_STRENGTH_MODIFIER
MODIFIER_EMERGENCY_COMBATS_ADJUST_DEFENDER_STRENGTH,COLLECTION_EMERGENCY_COMBATS,EFFECT_ADJUST_DEFENDER_STRENGTH_MODIFIER
MODIFIER_EMERGENCY_UNITS_ADJUST_HEALING,COLLECTION_EMERGENCY_UNITS,EFFECT_ADJUST_UNIT_HEALING_MODIFIERS
MODIFIER_EMERGENCY_PLAYERS_YIELD_PER_TURN,COLLECTION_EMERGENCY_PLAYERS,EFFECT_ADJUST_PLAYER_YIELD_CHANGE
MODIFIER_EMERGENCY_UNITS_ADJUST_MOVEMENT,COLLECTION_EMERGENCY_UNITS,EFFECT_ADJUST_UNIT_MOVEMENT
MODIFIER_EMERGENCY_PLAYERS_YIELDS_PER_ENVOY,COLLECTION_EMERGENCY_PLAYERS,EFFECT_ADJUST_PLAYER_YIELD_CHANGE_PER_USED_INFLUENCE_TOKEN
MODIFIER_EMERGENCY_PLAYERS_GRANT_RELIC,COLLECTION_EMERGENCY_PLAYERS,EFFECT_GRANT_RELIC
MODIFIER_EMERGENCY_CITIES_EXERT_RELIGIOUS_PRESSURE,COLLECTION_EMERGENCY_CITIES,EFFECT_GRANT_RELIGIOUS_PRESSURE_BURST
MODIFIER_EMERGENCY_CITIES_KILL_ALL_EMERGENCY_TARGET_SPIES,COLLECTION_EMERGENCY_CITIES,EFFECT_KILL_EMERGENCY_TARGET_SPIES_IN_CITY
MODIFIER_EMERGENCY_UNITS_GRANT_ABILITY,COLLECTION_EMERGENCY_UNITS,EFFECT_GRANT_ABILITY
MODIFIER_EMERGENCY_UNITS_ADJUST_SPYING_EFFICIENCY,COLLECTION_EMERGENCY_UNITS,EFFECT_ADJUST_UNIT_SPY_OPERATION_CHANCE
MODIFIER_EMERGENCY_PLAYERS_GRANT_UNIT,COLLECTION_EMERGENCY_PLAYERS,EFFECT_GRANT_UNIT_BY_CLASS
MODIFIER_EMERGENCY_TRADE_ROUTES_CANCEL,COLLECTION_EMERGENCY_TRADE_ROUTES,EFFECT_TRADE_ROUTE_CANCEL
MODIFIER_EMERGENCY_TRADE_ROUTES_ADJUST_YIELDS,COLLECTION_EMERGENCY_TRADE_ROUTES,EFFECT_ADJUST_TRADE_ROUTE_YIELD_CHANGE
MODIFIER_EMERGENCY_PLAYERS_ADJUST_WAR_WEARINESS,COLLECTION_EMERGENCY_PLAYERS,EFFECT_ADJUST_WAR_WEARINESS
MODIFIER_EMERGENCY_TARGET_CITY_GRANT_LOYALTY,COLLECTION_OWNER,EFFECT_ADJUST_CITY_IDENTITY_PER_TURN
MODIFIER_ALLIANCE_DISTRICTS_ADJUST_GREAT_POINTS,COLLECTION_ALLIANCE_DISTRICTS,EFFECT_ADJUST_DISTRICT_GREAT_PERSON_POINTS
MODIFIER_ALLIANCE_RESEARCH_AGREEMENT,COLLECTION_OWNER,EFFECT_ALLIANCE_RESEARCH_AGREEMENT
MODIFIER_ALLIANCE_PLAYERS_ENVOY_POINTS_FROM_ALLY,COLLECTION_OWNER,EFFECT_ALLIANCE_ENVOY_POINTS_FROM_ALLY_TRIBUTARIES
MODIFIER_ALLIANCE_PLAYERS_SCIENCE_FROM_ALLY,COLLECTION_OWNER,EFFECT_ALLIANCE_SCIENCE_SHARING
MODIFIER_ALLIANCE_PLAYERS_TOURISM_FROM_ALLY,COLLECTION_OWNER,EFFECT_ALLIANCE_TOURISM_SHARING
MODIFIER_ALLIANCE_PLAYERS_CULTURE_FROM_ALLY,COLLECTION_OWNER,EFFECT_ALLIANCE_CULTURE_SHARING
MODIFIER_ALLIANCE_TRAINED_UNITS_FREE_UPGRADE,COLLECTION_ALLIANCE_TRAINED_UNITS,EFFECT_ADJUST_UNIT_GRANT_EXPERIENCE
MODIFIER_ALLIANCE_SHARE_VISIBILITY,COLLECTION_OWNER,EFFECT_ALLIANCE_GRANT_SHARED_VIS
MODIFIER_ALLIANCE_DO_NOTHING,COLLECTION_OWNER,EFFECT_DO_NOTHING
MODIFIER_ALLIANCE_CITIES_MILITARY_UNIT_PRODUCTION,COLLECTION_ALLIANCE_CITIES,EFFECT_ADJUST_CITY_ALL_MILITARY_UNITS_PRODUCTION
MODIFIER_ALLIANCE_PLAYERS_YIELD_FROM_FOLLOWERS_OF_ALLY_RELIGIONS,COLLECTION_OWNER,EFFECT_ALLIANCE_YIELD_INCOME_FROM_ALLY_RELIGION
MODIFIER_ALLIANCE_PLAYERS_RELIGIOUS_PRESSURE,COLLECTION_OWNER,EFFECT_ALLIANCE_PRESSURE_FROM_NO_ALLY_RELIGION
MODIFIER_ALLIANCE_PLAYERS_SHARE_SUZERAIN,COLLECTION_OWNER,EFFECT_ALLIANCE_SHARE_SUZERAIN
