TraitType,Name,Description,InternalOnly
TRAIT_CIVILIZATION_IMPROVEMENT_ROCK_HEWN_CHURCH,LOC_TRAIT_CIVILIZATION_IMPROVEMENT_ROCK_HEWN_CHURCH_NAME,,0
TRAIT_CIVILIZATION_UNIT_ETHIOPIAN_OROMO_CAVALRY,LOC_TRAIT_CIVILIZATION_UNIT_ETHIOPIAN_OROMO_CAVALRY_NAME,,0
TRAIT_LEADER_MENELIK,LOC_TRAIT_LEADER_MENELIK_NAME,LOC_TRAIT_LEADER_MENELIK_DESCRIPTION,0
TRAIT_AGENDA_ETHIOPIAN_HIGHLANDS,,,0
TRAIT_SECRET_SOCIETY_UNIT_CULTIST,,,0
TRAIT_CIVILIZATION_BABYLON,LOC_TRAIT_CIVILIZATION_BABYLON_NAME,LOC_TRAIT_CIVILIZATION_BABYLON_DESCRIPTION,0
TRAIT_CIVILIZATION_BUILDING_PALGUM,LOC_BUILDING_PALGUM_NAME,,0
TRAIT_CIVILIZATION_UNIT_BABYLONIAN_SABUM_KIBITTUM,LOC_UNIT_BABYLONIAN_SABUM_KIBITTUM_NAME,,0
TRAIT_LEADER_HAMMURABI,LOC_TRAIT_LEADER_HAMMURABI_NAME,LOC_TRAIT_LEADER_HAMMURABI_XP1_DESCRIPTION,0
TRAIT_AGENDA_HAMMURABI_DISTRICTS,,,0
MINOR_CIV_AYUTTHAYA_TRAIT,LOC_LEADER_TRAIT_AYUTTHAYA_NAME,LOC_LEADER_TRAIT_AYUTTHAYA_DESCRIPTION,0
MINOR_CIV_CHINGUETTI_TRAIT,LOC_LEADER_TRAIT_CHINGUETTI_NAME,LOC_LEADER_TRAIT_CHINGUETTI_DESCRIPTION,0
MINOR_CIV_JOHANNESBURG_TRAIT,LOC_LEADER_TRAIT_JOHANNESBURG_NAME,LOC_LEADER_TRAIT_JOHANNESBURG_DESCRIPTION,0
MINOR_CIV_NALANDA_TRAIT,LOC_LEADER_TRAIT_NALANDA_NAME,LOC_LEADER_TRAIT_NALANDA_DESCRIPTION,0
MINOR_CIV_SAMARKAND_TRAIT,LOC_LEADER_TRAIT_SAMARKAND_NAME,LOC_LEADER_TRAIT_SAMARKAND_DESCRIPTION,0
MINOR_CIV_WOLIN_TRAIT,LOC_LEADER_TRAIT_WOLIN_NAME,LOC_LEADER_TRAIT_WOLIN_DESCRIPTION,0
TRAIT_LEADER_GILGAMESH_HEROES,LOC_TRAIT_LEADER_GILGAMESH_HEROES_NAME,LOC_TRAIT_LEADER_GILGAMESH_HEROES_DESCRIPTION,0
TRAIT_LEADER_LUDWIG,LOC_TRAIT_LEADER_LUDWIG_NAME,LOC_TRAIT_LEADER_LUDWIG_DESCRIPTION,0
TRAIT_AGENDA_ETERNAL,,,0
TRAIT_LEADER_THEODORA,LOC_TRAIT_LEADER_THEODORA_NAME,LOC_TRAIT_LEADER_THEODORA_DESCRIPTION,0
TRAIT_AGENDA_NEW_ROME,,,0
TRAIT_LEADER_SEJONG,LOC_TRAIT_LEADER_SEJONG_NAME,LOC_TRAIT_LEADER_SEJONG_DESCRIPTION,0
TRAIT_AGENDA_SEJONG,,,0
TRAIT_CIVILIZATION_PORTUGAL,LOC_TRAIT_CIVILIZATION_PORTUGAL_NAME,LOC_TRAIT_CIVILIZATION_PORTUGAL_DESCRIPTION,0
TRAIT_CIVILIZATION_BUILDING_NAVIGATION_SCHOOL,LOC_BUILDING_NAVIGATION_SCHOOL_NAME,,0
TRAIT_CIVILIZATION_IMPROVEMENT_FEITORIA,LOC_IMPROVEMENT_FEITORIA_NAME,,0
TRAIT_CIVILIZATION_UNIT_PORTUGUESE_NAU,LOC_UNIT_PORTUGUESE_NAU_NAME,,0
TRAIT_LEADER_JOAO_III,LOC_TRAIT_LEADER_JOAO_III_NAME,LOC_TRAIT_LEADER_JOAO_III_DESCRIPTION,0
TRAIT_JOAO_EXPLORATION_AGENDA,,,0
