Type,CommonName,Description,Tags,GameCapabilities,ContextInterfaces,SubjectInterfaces,SupportsRemove
EFFECT_ADJUST_AUTO_THEMED_BUILDINGS_WITH_X_SLOTS,,,,,,,
EFFECT_ADJUST_BANNED_DIPLOMATIC_ACTIONS,,,,,,,
EFFECT_ADJUST_BANNED_DIPLOMATIC_ACTIONS_SPECIFIC_CIVILIZATION,,,,,,,
EFFECT_ADJUST_PLAYER_BLOCK_UNIT_ENTRY,,,,,,,
EFFECT_ADJUST_UNIT_BOOST_ALL_SPIES,,,,,,,
EFFECT_ADJUST_CO2_GENERATION_REDUCTION,,,,,,,
EFFECT_ADJUST_CAN_FAITH_PURCHASE_DISTRICTS,,,,,,,
EFFECT_ADJUST_RESOURCE_POWER_PROVIDED_GOVERNOR,,,,,,,
EFFECT_ADJUST_CITY_ENTERTAINMENT,,,,,,,
EFFECT_ADJUST_CITY_EXTRA_ACCUMULATION,,,,,,,
EFFECT_ADJUST_CITY_EXTRA_ACCUMULATION_FOR_STRATEGIC_DIVERSITY,,,,,,,
EFFECT_ADJUST_CITY_EXTRA_ACCUMULATION_SPECIFIC_RESOURCE,,,,,,,
EFFECT_ADJUST_CITY_EXTRA_AMENITY_FOR_LUXURY_DIVERSITY,,,,,,,
EFFECT_ADJUST_CITY_FREE_POWER,,,,,,,
EFFECT_ADJUST_CITY_FRIENDLY_COMBAT_BONUS,,,,,,,
EFFECT_ADJUST_CITY_GREEN_ENERGY_TOURISM,,,,,,,
EFFECT_ADJUST_CITY_IMPROVEMENT_TOURISM,,,,,,,
EFFECT_ADJUST_CITY_NATIONAL_PARK_TOURISM,,,,,,,
EFFECT_ADJUST_CITY_POPULATION_UNIT_CREATED,,,,,,,
EFFECT_ADJUST_CITY_PREVENT_BYPASS_OUTER_DEFENSES,,,,,,,
EFFECT_ADJUST_CITY_PREVENT_MELEE_ATTACK_OUTER_DEFENSES,,,,,,,
EFFECT_ADJUST_CITY_REQUIRED_POWER,,,,,,,
EFFECT_ADJUST_CITY_STRATEGIC_RESOURCE_REQUIREMENT_MODIFIER,AdjustCityStrategicResourceRequirementModifier,Game Effect for adjusting the strategic resource cost modifier for units,,,,{B3DF7354-0054-4FA5-9423-324C7704DA9F},
EFFECT_ADJUST_CITY_TOURISM_PER_FEATURE,,,,,,,
EFFECT_ADJUST_CITY_YIELD_FROM_POWERED_BUILDING,,,,,,,
EFFECT_ADJUST_CITY_YIELD_PER_FLOOD,,,,,,,
EFFECT_ADJUST_CITY_YIELD_PER_TERRAIN_CLASS_CITIES,,,,,,,
EFFECT_ADJUST_CITY_YIELD_PER_TERRAIN_CLASS_CITIES_IMPROVEMENT,,,,,,,
EFFECT_ADJUST_RELIGION_CONDEMN_PROHIBITED,,,,,,,
EFFECT_DISTRICT_ADD_NAVAL_UNIT,,,,,,,
EFFECT_ADJUST_DISTRICT_ADJACENT_NATURAL_WONDER_PRODUCTION,,,,,,,
EFFECT_ADJUST_DISTRICT_ATTACK_RANGE,,,,,,,
EFFECT_ADJUST_DISTRICT_BUILDING_PRODUCTION,,,,,,,
EFFECT_ADJUST_DISTRICT_PREREQ,,,,,,,
EFFECT_ADJUST_EXTRA_ACCUMALATION_TERRAIN,,,,,,,
EFFECT_ADJUST_EXTRA_HEAL_GOVERNOR,,,,,,,
EFFECT_ADJUST_FEATURE_NO_IMPROVEMENT_APPEAL_GOVERNOR,,,,,,,
EFFECT_ADJUST_GAME_REALISM_SETTING,,,,,,,
EFFECT_ADJUST_GLOBAL_WMD_STOCKPILE,AdjustGlobalWMDStockpile,"Game Effect for adjusting the number of WMDs for players in the game, primarily as a result of a World Congress resolution. If TargetOnly is set to true, effect only applies to the target player. If false, effect applies to all players based on the number of WMDs the target player has.",,,,{B3DF7354-0054-4FA5-9423-324C7704DA9F},
EFFECT_ADJUST_PLAYER_GOVERNMENT_SLOT_TYPE_GRANT_FAVOR,,,,,,,
EFFECT_ADJUST_GOVERNMENT_SLOTS,,,,,,,
EFFECT_ADJUST_GOVERNOR_ALLIANCE_POINTS,,,,,,,
EFFECT_ADJUST_GOVERNOR_GRIEVENCE_SCORE,,,,,,,
EFFECT_ADJUST_PLAYER_GOVERNOR_FAVOR,AdjustGovernorUseFavor,Game Effect for granting Favor through promoting the specified governor type OR neutralizing all governors of the specified type,,,,{3BCA4C49-F422-44AE-8A10-857B3ECEFD3A},
EFFECT_ADJUST_GREAT_WORK_OBJECT_NO_TOURISM,,,,,,,
EFFECT_ADJUST_GREAT_WORK_OBJECT_TOURISM_MODIFIER,,,,,,,
EFFECT_ADJUST_PLAYER_GRIEVANCE_DECAY,,,,,,,
EFFECT_ADJUST_PLAYER_GRIEVANCE_GENERATION,,,,,,,
EFFECT_ADJUST_IDENTITY_PER_TURN_FROM_NEARBY_GREAT_WORKS,,,,,,,
EFFECT_ADJUST_IDENTITY_PER_TURN_FROM_NEARBY_WONDERS,,,,,,,
EFFECT_ADJUST_IGNORE_IDENTITY_PRESSURE,,,,,,,
EFFECT_ADJUST_IMPROVEMENT_VALID_TERRAIN,,,,,,,
EFFECT_ADJUST_LOYALTY_FROM_GREAT_WORKS_CITIZENS,,,,,,,
EFFECT_ADJUST_MODIFIED_FREE_POWER_IN_CITY,,,,,,,
EFFECT_ADJUST_MOST_ADVANCED_STRATEGIC_RESOURCE_COUNT,,,,,,,
EFFECT_ADJUST_NATURAL_WONDER_AMENITY,,,,,,,
EFFECT_ADJUST_NO_GREAT_PERSON_POINTS,,,,,,,
EFFECT_ADJUST_NUMBER_ALLIES_UNIT_COMBAT_BONUS,,,,,,,
EFFECT_ADJUST_PLAYER_ADD_CHOP_YIELD,,,,,,,
EFFECT_ADJUST_PLAYER_ALLIANCE_FAVOR_MULTIPLIER,,,,,,,
EFFECT_ADJUST_PLAYER_ALWAYS_LOYAL_COASTAL_HOME_CONTINENT,,,,,,,
EFFECT_ADJUST_PLAYER_BAN_CHOP,,,,,,,
EFFECT_ADJUST_PLAYER_BAN_CITY_PRODUCTION,,,,,,,
EFFECT_ADJUST_PLAYER_BAN_POLICY,,,,,,,
EFFECT_ADJUST_PLAYER_BAN_RESOURCE,,,,,,,
EFFECT_ADJUST_PLAYER_BAN_UNIT_PRODUCTION_YIELD,AdjustPlayerBanUnitProductionYield,"Game Effect for banning a specified unit production yield type (Production, Gold, or Faith)",,,,,
EFFECT_ADJUST_PLAYER_BID_COST_MODIFIER,,,,,,,
EFFECT_ADJUST_PLAYER_BUFF_UNIT_PRODUCTION_YIELD,AdjustPlayerBuffUnitProductionYield,"Game Effect for reducing the cost when producing units with the specified production yield type (Production, Gold, or Faith)",,,,,
EFFECT_ADJUST_PLAYER_BUILDING_FAVOR,,,,,,,
EFFECT_ADJUST_PLAYER_CAPITAL,,,,,,,
EFFECT_ADJUST_PLAYER_DIPLOMATIC_VICTORY_POINTS,,,,,,,
EFFECT_ADJUST_PLAYER_EMERGENCY_FAVOR_MODIFIER,,,,,,,
EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_NON_BARBARIAN_UNIT_KILLED_BY_GDR,,,,,,,
EFFECT_ADJUST_PLAYER_EXTRA_FAVOR_PER_TURN,,,,,,,
EFFECT_ADJUST_PLAYER_FAVOR_REFUND_FOR_SUCCESSFUL_RESOLUTION,,,,,,,
EFFECT_ADJUST_PLAYER_FREE_RESOURCE_IMPORT_EXTRACTION,,,,,,,
EFFECT_ADJUST_PLAYER_GREATPERSON_FAVOR_MODIFIER,,,,,,,
EFFECT_ADJUST_PLAYER_HEALING_FROM_DISPERSAL,,,,,,,
EFFECT_ADJUST_PLAYER_LEVIED_UNIT_UPGRADE_DISCOUNT_PERCENT,,,,,,,
EFFECT_ADJUST_PLAYER_NO_CAP_RESOURCE,,,,,,,
EFFECT_ADJUST_PLAYER_OVERALL_TOURISM_REDUCTION,,,,,,,
EFFECT_ADJUST_PLAYER_POLICY_FAVOR,,,,,,,
EFFECT_ADJUST_PLAYER_PREVENT_HARVEST_RESOURCE,,,,,,,
EFFECT_ADJUST_PLAYER_RANDOM_EVENT_AVOID,,,,,,,
EFFECT_ADJUST_PLAYER_RESOURCE_ACCUMULATION_MODIFIER,AdjustPlayerResourceAccumulationModifier,"Game Effect for adjusting the number of extra resources extracted by a player each turn. If no resource type is specified, the modifier applies to all accumulative resources.",,,,{3BCA4C49-F422-44AE-8A10-857B3ECEFD3A},
EFFECT_ADJUST_PLAYER_RESOURCE_STOCKPILE_CAP,,,,,,,
EFFECT_ADJUST_PLAYER_ROCK_BAND_UNIT_ALBUM_SALES,,Adjust rock band album sales.,,,,,
EFFECT_ADJUST_PLAYER_SCIENCE_VICTORY_POINTS,,,,,,,
EFFECT_ADJUST_PLAYER_SCIENCE_VICTORY_POINTS_PER_TURN,,,,,,,
EFFECT_ADJUST_PLAYER_SEND_INFLUENCE_TOKEN_FAVOR_BY_BONUS_TYPE,,,,,,,
EFFECT_ADJUST_PLAYER_SEND_TRADE_ROUTE_FAVOR_BY_BONUS_TYPE,,,,,,,
EFFECT_ADJUST_PLAYER_SKIP_FREE_CITY_STEP,,,,,,,
EFFECT_ADJUST_PLAYER_SUZERAIN_BONUS_DISABLED,,,,,,,
EFFECT_ADJUST_PLAYER_SUZERAIN_FAVOR_BY_BONUS_TYPE,,,,,,,
EFFECT_ADJUST_PLAYER_SUZERAIN_FAVOR_MULTIPLIER,,,,,,,
EFFECT_ADJUST_PLAYER_TERRAIN_WORK_IMPASSABLE_MODIFIER,,,,,,,
EFFECT_ADJUST_PLAYER_TOURISM_FAVOR,,,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_BY_CITY_STATE_BONUS_TYPE_MODIFIER,,,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_RELIGIOUS_PRESSURE,,,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_YIELD_PER_TERRAIN_FOR_DOMESTIC,,,,,,,
EFFECT_ADJUST_PLAYER_TRADE_ROUTE_YIELD_PER_TERRAIN_FOR_INTERNATIONAL,,,,,,,
EFFECT_ADJUST_PLAYER_UNIT_UPGRADE_RESOURCE_COST_DISCOUNT,AdjustPlayerUnitUpgradeResourceCostDiscount,Game Effect for adjusting the strategic resource cost for unit upgrades,,,,{B3DF7354-0054-4FA5-9423-324C7704DA9F},
EFFECT_ADJUST_PLOT_PURCHASE_COST_TERRAIN,,,,,,,
EFFECT_ADJUST_POPULATION_AFTER_CONQUEST,,,,,,,
EFFECT_ADJUST_PREVENT_STRUCTURAL_DAMAGE,,,,,,,
EFFECT_ADJUST_RANDOM_EVENT_MODIFIED_DAMAGE_OPPOSING_PLAYER,,,,,,,
EFFECT_ADJUST_RANDOM_EVENT_NO_UNIT_DAMAGE,,,,,,,
EFFECT_ADJUST_RELIGION_AMENITIES_FOR_MINIMUM_FOLLOWERS,,,,,,,
EFFECT_ADJUST_UNIT_ROCK_BAND_LEVEL_DISTRICT,,,,,,,
EFFECT_ADJUST_UNIT_ROCK_BAND_LEVEL_IMPROVEMENT,,,,,,,
EFFECT_ADJUST_UNIT_ROCK_BAND_LEVEL_NATIONAL_PARK,,,,,,,
EFFECT_ADJUST_UNIT_ROCK_BAND_LEVEL_NATURAL_WONDER,,,,,,,
EFFECT_ADJUST_UNIT_ROCK_BAND_TOURISM_BOMB_VALUE_PEACE,,,,,,,
EFFECT_SETTLED_FOREIGN_CONTINENT_UNIT_CLASS,,,,,,,
EFFECT_ADJUST_UNIT_SPY_COUNTERSPY_ADJACENT_LEVEL_BOOST,,,,,,,
EFFECT_ADJUST_UNIT_SPY_COUNTERSPY_ENTIRE_CITY,,,,,,,
EFFECT_ADJUST_TERRAIN_YIELD_FROM_ADJACENT_IMPROVEMENTS,,,,,,,
EFFECT_ADJUST_UNIT_TOURISM_BOMB_CONVERT_CITY,,,,,,,
EFFECT_ADJUST_UNIT_TOURISM_BOMB_DISTRICT,,,,,,,
EFFECT_ADJUST_UNIT_TOURISM_BOMB_NATIONAL_PARK,,,,,,,
EFFECT_ADJUST_UNIT_TOURISM_BOMB_NATURAL_WONDER,,,,,,,
EFFECT_ADJUST_UNIT_TOURISM_BOMB_RANGE,,,,,,,
EFFECT_ADJUST_UNIT_TOURISM_BOMB_IMPROVEMENT,,,,,,,
EFFECT_ADJUST_UNIT_ADVANCED_COASTAL_RAID,,,,,,,
EFFECT_ADJUST_UNIT_AGAINST_DISTRICT_COMBAT_BONUS,,,,,,,
EFFECT_ADJUST_UNIT_ANTI_AIR_STRENGTH,,,,,,,
EFFECT_ADJUST_UNIT_BYPASS_WALLS_PROMOTION_CLASS,,,,,,,
EFFECT_ADJUST_UNIT_DISASTER_CHARGES,,,,,,,
EFFECT_ADJUST_UNIT_ENABLE_WALL_ATTACK_PROMOTION_CLASS,,,,,,,
EFFECT_ADJUST_UNIT_ENABLE_WALL_ATTACK_WHOLE_GAME,,,,,,,
EFFECT_ADJUST_UNIT_ENABLE_WALL_ATTACK_WHOLE_GAME_PROMOTION_CLASS,,,,,,,
EFFECT_ADJUST_UNIT_ENEMY_TERRITORY_START_MOVEMENT,,,,,,,
EFFECT_ADJUST_UNIT_FIGHT_WHILE_EMBARKED,,,,,,,
EFFECT_ADJUST_UNIT_IGNORE_RANGED_VS_DISTRICT_PENALTY,,,,,,,
EFFECT_ADJUST_UNIT_IGNORE_STRATEGIC_RESOURCE_LEVIED,,,,,,,
EFFECT_ADJUST_UNIT_INITIATION_YIELD_POPULATION,,,,,,,
EFFECT_ADJUST_UNIT_JUMP_ABILITY,,,,,,,
EFFECT_ADJUST_UNIT_PER_UNUSED_MOVEMENT_COMBAT_BONUS,,,,,,,
EFFECT_ADJUST_UNIT_POST_COMBAT_YIELD,,,,,,,
EFFECT_ADJUST_UNIT_POST_TOURISM_BOMB_LOYALTY,,,,,,,
EFFECT_ADJUST_UNITS_RELIGIOUS_STRENGTH_BY_RELIGION_TYPE,,,,,,,
EFFECT_ADJUST_WONDER_ADJACENT_NATURAL_WONDER_PRODUCTION,,,,,,,
EFFECT_ADJUST_UNIT_YIELD_PER_TOURISM_BOMB,,,,,,,
EFFECT_ADJUST_ALL_DISTRICTS_CULTURE_BOMB,,,,,,,
EFFECT_ATTACH_MODIFIER_IF_PROMOTION_CLASS_MATCHES,Attach Modifier to all units with a particular PromotionClass,Attach a modifier of the specified ID to the units matching the specified UnitPromotionClassType.,,,,{B3DF7354-0054-4FA5-9423-324C7704DA9F},
EFFECT_ATTACH_MODIFIER_TO_MINORCIVBONUSTYPE,Attach Modifier to MinorCivBonusType,Attach a modifier of the specified ID to the players matching the specified MinorCivBonusType.,,,,{B3DF7354-0054-4FA5-9423-324C7704DA9F},
EFFECT_ATTACH_MODIFIER_TO_PLAYERTYPE,Attach Modifier to PlayerType,Attach a modifier of the specified ID to the specified PlayerType.,,,,{B3DF7354-0054-4FA5-9423-324C7704DA9F},
EFFECT_CHANGE_UNIT_OPERATION_AVAILABILITY,,,,,,,
EFFECT_CITY_RECOMMISSION_REACTOR,,,,,,,
EFFECT_DIPLOMACY_AGENDA_SIMON_BOLIVAR,,,,,,,
EFFECT_DIPLOMACY_AGENDA_ANGEVIN_EMPIRE,,,,,,,
EFFECT_DIPLOMACY_AGENDA_CANADIAN_EXPEDITIONARY,,,,,,,
EFFECT_DIPLOMACY_AGENDA_FLAT_EARTHER,,,,,,,
EFFECT_DIPLOMACY_AGENDA_HORSE_LORD,,,,,,,
EFFECT_DIPLOMACY_AGENDA_KAITIAKITANGA,,,,,,,
EFFECT_DIPLOMACY_AGENDA_LAWGIVER,,,,,,,
EFFECT_DIPLOMACY_AGENDA_PATRON_OF_ARTS,,,,,,,
EFFECT_DIPLOMACY_AGENDA_RAVEN_BANNER,,,,,,,
EFFECT_DIPLOMACY_NEW_WARMONGER,,,,,,,
EFFECT_DIPLOMACY_TENSION,,,,,,,
EFFECT_DIPLOMACY_THIRD_PARTY_WARMONGER,,,,,,,
EFFECT_DISABLE_PLAYER_GRIEVANCE_DECAY,,,,,,,
EFFECT_GRANT_FOUND_FOREIGN_CITY_TRADE_ROUTE_CAPACITY,,,,,,,
EFFECT_GRANT_GOLDEN_AGE_TRADE_ROUTE_CAPACITY,,,,,,,
EFFECT_GOVERNOR_ADJUST_CITY_COPY_STRATEGICS_FOR_IMPORT,,,,,,,
EFFECT_GRANT_FREE_RESOURCE_EXTRACTED,,,,,,,
EFFECT_GRANT_INFLUENCE_TOKEN_LEVY_MILITARY,,,,,,,
EFFECT_GRANT_PLAYER_FREE_RESOURCE_EXTRACTED,,,,,,,
EFFECT_GRANT_ROUTE_IN_RADIUS,,,,,,,
EFFECT_ADJUST_CITY_NO_CULTURE_BORDER_EXPANSION,,,,,,,
EFFECT_PLAYER_ADJUST_FAVOR_FROM_DELEGATIONS,,,,,,,
EFFECT_PLAYER_ADJUST_FAVOR_FROM_EMBASSIES,,,,,,,
EFFECT_PLAYER_SEND_GOLD_TO_EMERGENCIES_OF_TYPE,,,,,,,
EFFECT_TRADE_ROUTE_DISABLE,,,,,,,
REQUIREMENT_PLOT_IMPROVED_RESOURCE_CLASS_TYPE_MATCHES,,,,,,,
REQUIREMENT_ALWAYS_MET,Always Met,This requirement is always going to be marked as 'always met'.  It's useful for debugging.,,,,,
REQUIREMENT_COLLECTION_ALL_MET,,,,,,,
REQUIREMENT_COLLECTION_ANY_MET,,,,,,,
REQUIREMENT_COLLECTION_COUNT_ATLEAST,,,,,,,
REQUIREMENT_COLLECTION_COUNT_EQUALS,,,,,,,
REQUIREMENT_COLLECTION_COUNT_GREATERTHAN,,,,,,,
REQUIREMENT_MET,Met,This requirement is always going to be marked as 'met'.  It's useful for debugging.,,,,,
REQUIREMENT_NEVER_MET,Never Met,This requirement is always going to be marked as 'never met'.  It's useful for debugging.,,,,,
REQUIREMENT_NOT_MET,Not Met,This requirement is always going to be marked as 'not met'.  It's useful for debugging.,,,,,
REQUIREMENT_ALLY,,,,,,,
REQUIREMENT_ATTACKER_PLOT_IMPROVEMENT_DEFENSE_STRENGTH,,,,,,,
REQUIREMENT_ATTACKER_PLOT_IMPROVEMENT_TYPE_MATCHES,,,,,,,
REQUIREMENT_CITY_FOLLOWS_PANTHEON,,,,,,,
REQUIREMENT_CITY_FOLLOWS_RELIGION,,,,,,,
REQUIREMENT_CITY_HAS_ANY_WONDER,,,,,,,
REQUIREMENT_CITY_HAS_BUILDING,,,,,,,
REQUIREMENT_CITY_HAS_COUNTERSPY,,,,,,,
REQUIREMENT_CITY_HAS_FEATURE,,,,,,,
REQUIREMENT_CITY_HAS_NATIONAL_PARK,,,,,,,
REQUIREMENT_CITY_HAS_RESOURCE_TYPE_IMPROVED,,,,,,,
REQUIREMENT_CITY_IS_ORIGINAL_CAPITAL,,,,,,,
REQUIREMENT_CITY_IS_OWNER_CAPITAL_CONTINENT,,,,,,,
REQUIREMENT_CITY_IS_PRODUCING_PROJECT,,,,,,,
REQUIREMENT_CITY_LOCATION_MATCHES,,Check if a city's center district is at the specified location.,,,,{DE7BB784-1E7F-4245-95D5-517202F0CB64},
REQUIREMENT_CITY_IS_ORIGINAL_OWNER,,,,,,,
REQUIREMENT_CITY_TRANSFER_TYPE_MATCHES,CityTransferTypeMatches,Requirement for filtering city acquisitions by type,,,,{DE7BB784-1E7F-4245-95D5-517202F0CB64},
REQUIREMENT_CIVILIZATION_LEVEL,,,,,,,
REQUIREMENT_COMBAT_OTHER_PLAYER_IS_HUMAN,,,,,,,
REQUIREMENT_COMBAT_RESULTS_ATTACKING_UNIT_HAS_TAG,,,,,,,
REQUIREMENT_COMBAT_RESULTS_DEFENDER_IS_DISTRICT,,,,,,,
REQUIREMENT_COMBAT_TYPE_MATCHES,,,,,,,
REQUIREMENT_CULTURE_BOMBED,,,,,,,
REQUIREMENT_DECLARED_FRIEND,,,,,,,
REQUIREMENT_DEFENSIVE_PACT,,,,,,,
REQUIREMENT_DELEGATION,,,,,,,
REQUIREMENT_DEMAND_RECEIVED,,,,,,,
REQUIREMENT_DENOUNCED,,,,,,,
REQUIREMENT_DENOUNCED_FRIEND,,,,,,,
REQUIREMENT_DISTRICT_TYPE_MATCHES,,,,,,,
REQUIREMENT_ERA_IS,,,,,,,
REQUIREMENT_ESPIONAGE_DETECTED,,,,,,,
REQUIREMENT_FOUNDED_NO_RELIGION,,,,,,,
REQUIREMENT_CITY_OCCUPIED_FRIEND,,,,,,,
REQUIREMENT_GAME_ERA_ATLEAST,,,,,,,
REQUIREMENT_GAME_IS_MULTIPLAYER,,,,,,,
REQUIREMENT_GAME_TURN_ATLEAST,,,,,,,
REQUIREMENT_GAME_TURN_MAX_REACHED,,,,,,,
REQUIREMENT_GAME_VICTORY_ENABLED,,,,,,,
REQUIREMENT_HAD_FRIENDLY_MEETING,,,,,,,
REQUIREMENT_MAP_HAS_FEATURE,,,,,,,
REQUIREMENT_OPEN_BORDERS,,,,,,,
REQUIREMENT_OPPONENT_IS_DISTRICT,,,,,,,
REQUIREMENT_OPPONENT_IS_FORTIFIED,,,,,,,
REQUIREMENT_OPPONENT_IS_OTHER_RELIGION,,,,,,,
REQUIREMENT_OPPONENT_IS_STRONGER,,,,,,,
REQUIREMENT_OPPONENT_IS_WOUNDED,,,,,,,
REQUIREMENT_OPPONENT_UNIT_DOMAIN_MATCHES,,,,,,,
REQUIREMENT_OPPONENT_UNIT_PROMOTION_CLASS_MATCHES,,,,,,,
REQUIREMENT_OPPONENT_UNIT_TAG_MATCHES,,,,,,,
REQUIREMENT_OPPONENT_UNIT_TYPE_MATCHES,,,,,,,
REQUIREMENT_PLAYER_BUILT_WONDER,,,,,,,
REQUIREMENT_PLAYER_CITY_STATE_PROTECTOR,,,,,,,
REQUIREMENT_PLAYER_CIVILIZED,,,,,,,
REQUIREMENT_PLAYER_CONQUERED_X_CITY_STATES,,,,,,,
REQUIREMENT_PLAYER_DEAL_ENACTED,,,,,,,
REQUIREMENT_PLAYER_DEFAULT_DEFEAT,PlayerDefaultDefeat,Requirement for handling the most common causes of a player being defeated.,,,,{3BCA4C49-F422-44AE-8A10-857B3ECEFD3A},
REQUIREMENT_PLAYER_ENVIRONMENT,,,,,,,
REQUIREMENT_PLAYER_ERA_AT_LEAST,,,,,,,
REQUIREMENT_PLAYER_EXPLOITATION,,,,,,,
REQUIREMENT_PLAYER_EXPLORATION_LEAD,,,,,,,
REQUIREMENT_PLAYER_FINISHED_RESEARCH,,,,,,,
REQUIREMENT_PLAYER_FOUNDED_OUR_RELIGION,,,,,,,
REQUIREMENT_PLAYER_FOUNDED_RELIGION_WITH_BELIEF,,,,,,,
REQUIREMENT_PLAYER_HANDICAP_AT_OR_ABOVE,,,,,,,
REQUIREMENT_PLAYER_HAS_AT_LEAST_NUM_BUILDINGS,,,,,,,
REQUIREMENT_PLAYER_HAS_AT_LEAST_NUM_MILITARY_UNITS,,,,,,,
REQUIREMENT_PLAYER_HAS_CIVIC,,,,,,,
REQUIREMENT_PLAYER_HAS_CIVILIZATION_OR_LEADER_TRAIT,,,,,,,
REQUIREMENT_PLAYER_HAS_COMP_STOMP_VICTORY,,,,,,,
REQUIREMENT_PLAYER_HAS_COMPLETED_PROJECT,,,,,,,
REQUIREMENT_PLAYER_HAS_DESIRED_LUXURY,,,,,,,
REQUIREMENT_PLAYER_HAS_FEATURE,,,,,,,
REQUIREMENT_PLAYER_HAS_GOLDEN_HORDE_VICTORY,,,,,,,
REQUIREMENT_PLAYER_HAS_GREAT_PERSON_CLASS,,,,,,,
REQUIREMENT_PLAYER_HAS_HIGHEST_SCORE,,,,,,,
REQUIREMENT_PLAYER_HAS_IMPROVEMENT,,,,,,,
REQUIREMENT_PLAYER_HAS_MET,,,,,,,
REQUIREMENT_PLAYER_HAS_MOST_PROMOTION_CLASS,,,,,,,
REQUIREMENT_PLAYER_HAS_MOST_RELIGION_FOLLOWERS,,,,,,,
REQUIREMENT_PLAYER_HAS_MOST_WMD_CITY_HITS,,,,,,,
REQUIREMENT_PLAYER_HAS_PANTHEON,Player has Pantheon,Does the player (subject) have the belief (context) as its pantheon?,,,{DC58EE60-2B48-447D-B9DF-E623A67CA169},{3BCA4C49-F422-44AE-8A10-857B3ECEFD3A},
REQUIREMENT_PLAYER_HAS_RESOURCE_VISIBILITY,,,,,,,
REQUIREMENT_PLAYER_HAS_SAME_GOVERNMENT,,,,,,,
REQUIREMENT_PLAYER_HAS_TECHNOLOGY,,,,,,,
REQUIREMENT_PLAYER_INCOME_LEAD,,,,,,,
REQUIREMENT_PLAYER_IS_ATTACKING,,,,,,,
REQUIREMENT_PLAYER_IS_BARBARIAN,,,,,,,
REQUIREMENT_PLAYER_IS_CLOSE_TO_VICTORY,,,,,,,
REQUIREMENT_PLAYER_IS_HUMAN,,,,,,,
REQUIREMENT_PLAYER_IS_MAJOR,,,,,,,
REQUIREMENT_PLAYER_IS_MINOR,,,,,,,
REQUIREMENT_PLAYER_IS_NEIGHBOR,,,,,,,
REQUIREMENT_PLAYER_IS_NOT_WARMONGER,,,,,,,
REQUIREMENT_PLAYER_IS_RELIGION_FOUNDER,,,,,,,
REQUIREMENT_PLAYER_IS_SUZERAIN_OF_X,,,,,,,
REQUIREMENT_PLAYER_IS_TEAM_MEMBER,,,,,,,
REQUIREMENT_PLAYER_LEADER_TAG_MATCHES,,,,,,{3BCA4C49-F422-44AE-8A10-857B3ECEFD3A},
REQUIREMENT_PLAYER_LEADER_TYPE_MATCHES,,,,,,{3BCA4C49-F422-44AE-8A10-857B3ECEFD3A},
REQUIREMENT_PLAYER_MAJORITY_RELIGION_IS_OWNER,,,,,,,
REQUIREMENT_PLAYER_MEETS_SCORE_THRESHOLD,,,,,,,
REQUIREMENT_PLAYER_MET_X_TURNS_AGO,,,,,,,
REQUIREMENT_PLAYER_MILITARY_STRENGTH_LEAD,,,,,,,
REQUIREMENT_PLAYER_NUKE_LOVER,,,,,,,
REQUIREMENT_PLAYER_OWNS_OBJECT,,,,,,,
REQUIREMENT_PLAYER_RELIGION_NOT_RECEIVED,,,,,,,
REQUIREMENT_PLAYER_RELIGION_RECEIVED,,,,,,,
REQUIREMENT_PLAYER_STANDING_ARMY_LEAD,,,,,,,
REQUIREMENT_PLAYER_TURN_STARTED,,,,,,,
REQUIREMENT_PLAYER_TYPE_MATCHES,,,,,,,
REQUIREMENT_PLAYER_WITH_SHIELD_OR_ON_IT,,,,,,,
REQUIREMENT_PLAYER_YIELD_LEAD,,,,,,,
REQUIREMENT_PLOT_ADJACENT_BUILDING_TYPE_MATCHES,,Is there an adjacent plot that contains the specified building?,,,,,
REQUIREMENT_PLOT_ADJACENT_FEATURE_TYPE_MATCHES,,,,,,,
REQUIREMENT_PLOT_ADJACENT_FRIENDLY_UNIT_TAG_MATCHES,,Determine if a unit adjacent to the subject's plot matches the provided unit type or replacements.,,,,{B653A88B-121D-43AF-8917-2EADA2D39F84},
REQUIREMENT_PLOT_ADJACENT_FRIENDLY_UNIT_TYPE_MATCHES,,Determine if a unit adjacent to the subject's plot matches the provided unit type or replacements.,,,,{B653A88B-121D-43AF-8917-2EADA2D39F84},
REQUIREMENT_PLOT_ADJACENT_IMPROVEMENT_TYPE_MATCHES,,,,,,,
REQUIREMENT_PLOT_ADJACENT_RESOURCE_CLASS_TYPE_MATCHES,,,,,,,
REQUIREMENT_PLOT_ADJACENT_TO_COAST,,,,,,,
REQUIREMENT_PLOT_ADJACENT_TO_LAKE,,,,,,,
REQUIREMENT_PLOT_ADJACENT_TO_MOUNTAIN,,,,,,,
REQUIREMENT_PLOT_ADJACENT_TO_NATURAL_WONDER,,,,,,,
REQUIREMENT_PLOT_ADJACENT_TO_OWNER,,,,,,,
REQUIREMENT_PLOT_ADJACENT_TO_RIVER,,,,,,,
REQUIREMENT_PLOT_ADJACENT_TO_WONDER,,,,,,,
