UnitType,Name,BaseSightRange,BaseMoves,Combat,RangedCombat,Range,Bombard,Domain,FormationClass,Cost,PopulationCost,FoundCity,FoundReligion,MakeTradeRoute,EvangelizeBelief,LaunchInquisition,RequiresInquisition,BuildCharges,ReligiousStrength,ReligionEvictPercent,SpreadCharges,ReligiousHealCharges,ExtractsArtifacts,Description,Flavor,CanCapture,CanRetreatWhenCaptured,TraitType,AllowBarbarians,CostProgressionModel,CostProgressionParam1,PromotionClass,InitialLevel,NumRandomChoices,PrereqTech,PrereqCivic,PrereqDistrict,PrereqPopulation,LeaderType,CanTrain,StrategicResource,PurchaseYield,MustPurchase,Maintenance,Stackable,AirSlots,CanTargetAir,PseudoYieldType,ZoneOfControl,AntiAirCombat,Spy,WMDCapable,ParkCharges,IgnoreMoves,TeamVisibility,ObsoleteTech,ObsoleteCivic,MandatoryObsoleteTech,MandatoryObsoleteCivic,AdvisorType,EnabledByReligion,TrackReligion,DisasterCharges,UseMaxMeleeTrainedStrength,ImmediatelyName,CanEarnExperience
UNIT_MISSILE_CRUISER,LOC_UNIT_MISSILE_CRUISER_NAME,3,5,75,90,3,0,DOMAIN_SEA,FORMATION_CLASS_NAVAL,680,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_MISSILE_CRUISER_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_NAVAL_RANGED,1,0,TECH_LASERS,,,,,1,RESOURCE_OIL,YIELD_GOLD,0,8,0,0,1,PSEUDOYIELD_UNIT_NAVAL_COMBAT,1,110,0,0,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_MODERN_AT,LOC_UNIT_MODERN_AT_NAME,2,3,85,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,580,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_MODERN_AT_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_ANTI_CAVALRY,1,0,TECH_COMPOSITES,,,,,1,,YIELD_GOLD,0,8,0,0,0,,1,0,0,0,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_MODERN_ARMOR,LOC_UNIT_MODERN_ARMOR_NAME,2,4,95,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,680,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_MODERN_ARMOR_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_HEAVY_CAVALRY,1,0,TECH_COMPOSITES,,,,,1,RESOURCE_OIL,YIELD_GOLD,0,8,0,0,0,,1,0,0,0,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_MAN_AT_ARMS,LOC_UNIT_MAN_AT_ARMS_NAME,2,2,45,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,160,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_MAN_AT_ARMS_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_MELEE,1,0,TECH_APPRENTICESHIP,,,,,1,RESOURCE_IRON,YIELD_GOLD,0,3,0,0,0,,1,0,0,0,0,0,0,,,TECH_REPLACEABLE_PARTS,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_LINE_INFANTRY,LOC_UNIT_LINE_INFANTRY_NAME,2,2,65,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,360,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_LINE_INFANTRY_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_MELEE,1,0,TECH_MILITARY_SCIENCE,,,,,1,RESOURCE_NITER,YIELD_GOLD,0,5,0,0,0,,1,0,0,0,0,0,0,,,TECH_SATELLITES,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_TREBUCHET,LOC_UNIT_TREBUCHET_NAME,2,2,35,0,2,45,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,200,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_TREBUCHET_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_SIEGE,1,0,TECH_MILITARY_ENGINEERING,,,,,1,,YIELD_GOLD,0,3,0,0,0,,0,0,0,0,0,0,0,,,TECH_STEEL,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_AZTEC_EAGLE_WARRIOR,LOC_UNIT_AZTEC_EAGLE_WARRIOR_NAME,2,2,28,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,65,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_AZTEC_EAGLE_WARRIOR_DESCRIPTION,,1,0,TRAIT_CIVILIZATION_UNIT_AZTEC_EAGLE_WARRIOR,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_MELEE,1,0,,,,,,1,,YIELD_GOLD,0,0,0,0,0,,1,0,0,0,0,0,0,,,TECH_GUNPOWDER,,,0,0,0,0,0,1
UNIT_INDONESIAN_JONG,LOC_UNIT_INDONESIAN_JONG_NAME,2,5,45,55,2,0,DOMAIN_SEA,FORMATION_CLASS_NAVAL,300,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_INDONESIAN_JONG_DESCRIPTION,,1,0,TRAIT_CIVILIZATION_UNIT_INDONESIAN_JONG,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_NAVAL_RANGED,1,0,,CIVIC_MERCENARIES,,,,1,,YIELD_GOLD,0,5,0,0,0,PSEUDOYIELD_UNIT_NAVAL_COMBAT,1,0,0,0,0,0,0,,,TECH_LASERS,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_KHMER_DOMREY,LOC_UNIT_KHMER_DOMREY_NAME,2,2,40,0,2,50,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,200,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_KHMER_DOMREY_DESCRIPTION,,1,0,TRAIT_CIVILIZATION_UNIT_KHMER_DOMREY,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_SIEGE,1,0,TECH_MILITARY_ENGINEERING,,,,,1,,YIELD_GOLD,0,3,0,0,0,,1,0,0,0,0,0,0,,,TECH_GUIDANCE_SYSTEMS,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_POLISH_HUSSAR,LOC_UNIT_POLISH_HUSSAR_NAME,2,4,64,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,330,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_POLISH_HUSSAR_EXPANSION2_DESCRIPTION,,1,0,TRAIT_CIVILIZATION_UNIT_POLISH_HUSSAR,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_HEAVY_CAVALRY,1,0,,CIVIC_MERCANTILISM,,,,1,RESOURCE_IRON,YIELD_GOLD,0,5,0,0,0,,1,0,0,0,0,0,0,,,TECH_COMBUSTION,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_NUBIAN_PITATI,LOC_UNIT_NUBIAN_PITATI_NAME,2,3,17,30,2,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,70,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_NUBIAN_PITATI_DESCRIPTION,,1,0,TRAIT_CIVILIZATION_UNIT_NUBIAN_PITATI,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_RANGED,1,0,TECH_ARCHERY,,,,,1,,YIELD_GOLD,0,1,0,0,0,,0,0,0,0,0,0,0,,,TECH_BALLISTICS,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_MACEDONIAN_HYPASPIST,LOC_UNIT_MACEDONIAN_HYPASPIST_NAME,2,2,38,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,100,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_MACEDONIAN_HYPASPIST_DESCRIPTION,,1,0,TRAIT_CIVILIZATION_UNIT_HYPASPIST,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_MELEE,1,0,TECH_IRON_WORKING,,,,,1,RESOURCE_IRON,YIELD_GOLD,0,2,0,0,0,,1,0,0,0,0,0,0,,,TECH_REPLACEABLE_PARTS,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_MACEDONIAN_HETAIROI,LOC_UNIT_MACEDONIAN_HETAIROI_NAME,2,4,36,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,100,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_MACEDONIAN_HETAIROI_DESCRIPTION,,1,0,TRAIT_LEADER_UNIT_HETAIROI,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_HEAVY_CAVALRY,1,0,TECH_HORSEBACK_RIDING,,,,,1,RESOURCE_HORSES,YIELD_GOLD,0,2,0,0,0,,1,0,0,0,0,0,0,,,TECH_REPLACEABLE_PARTS,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_PERSIAN_IMMORTAL,LOC_UNIT_PERSIAN_IMMORTAL_NAME,2,2,35,25,2,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,100,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_PERSIAN_IMMORTAL_DESCRIPTION,,1,0,TRAIT_CIVILIZATION_UNIT_IMMORTAL,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_MELEE,1,0,TECH_IRON_WORKING,,,,,1,RESOURCE_IRON,YIELD_GOLD,0,2,0,0,0,,1,0,0,0,0,0,0,,,TECH_REPLACEABLE_PARTS,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_DIGGER,LOC_UNIT_DIGGER_NAME,2,2,78,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,430,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_DIGGER_DESCRIPTION,,1,0,TRAIT_CIVILIZATION_UNIT_DIGGER,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_MELEE,1,0,TECH_REPLACEABLE_PARTS,,,,,1,,YIELD_GOLD,0,6,0,0,0,,1,0,0,0,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_ZULU_IMPI,LOC_UNIT_ZULU_IMPI_NAME,2,2,45,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,125,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_ZULU_IMPI_DESCRIPTION,,1,0,TRAIT_CIVILIZATION_UNIT_ZULU_IMPI,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_ANTI_CAVALRY,1,0,TECH_MILITARY_TACTICS,,,,,1,,YIELD_GOLD,0,1,0,0,0,,1,0,0,0,0,0,0,,,TECH_COMPOSITES,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_KOREAN_HWACHA,LOC_UNIT_KOREAN_HWACHA_NAME,2,2,45,60,2,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,250,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_KOREAN_HWACHA_DESCRIPTION,,1,0,TRAIT_CIVILIZATION_UNIT_KOREAN_HWACHA,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_RANGED,1,0,TECH_GUNPOWDER,,,,,1,,YIELD_GOLD,0,3,0,0,0,,0,0,0,0,0,0,0,,,TECH_ADVANCED_BALLISTICS,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_SCOTTISH_HIGHLANDER,LOC_UNIT_SCOTTISH_HIGHLANDER_NAME,2,3,50,65,1,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,380,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_SCOTTISH_HIGHLANDER_DESCRIPTION,,1,0,TRAIT_CIVILIZATION_UNIT_SCOTTISH_HIGHLANDER,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_RECON,1,0,TECH_RIFLING,,,,,1,,YIELD_GOLD,0,5,0,0,0,,1,0,0,0,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_DE_ZEVEN_PROVINCIEN,LOC_UNIT_DE_ZEVEN_PROVINCIEN_NAME,2,4,50,60,2,0,DOMAIN_SEA,FORMATION_CLASS_NAVAL,280,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_DE_ZEVEN_PROVINCIEN_DESCRIPTION,,1,0,TRAIT_CIVILIZATION_UNIT_DUTCH_ZEVEN_PROVINCIEN,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_NAVAL_RANGED,1,0,TECH_SQUARE_RIGGING,,,,,1,RESOURCE_NITER,YIELD_GOLD,0,5,0,0,0,PSEUDOYIELD_UNIT_NAVAL_COMBAT,1,0,0,0,0,0,0,,,TECH_LASERS,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_MONGOLIAN_KESHIG,LOC_UNIT_MONGOLIAN_KESHIG_NAME,2,4,35,45,2,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,160,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_MONGOLIAN_KESHIG_DESCRIPTION,,1,0,TRAIT_CIVILIZATION_UNIT_MONGOLIAN_KESHIG,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_RANGED,1,0,TECH_STIRRUPS,,,,,1,RESOURCE_HORSES,YIELD_GOLD,0,3,0,0,0,,0,0,0,0,0,0,0,,,TECH_ADVANCED_BALLISTICS,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_GEORGIAN_KHEVSURETI,LOC_UNIT_GEORGIAN_KHEVSURETI_NAME,2,2,48,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,160,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_GEORGIAN_KHEVSURETI_DESCRIPTION,,1,0,TRAIT_CIVILIZATION_UNIT_GEORGIAN_KHEVSURETI,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_MELEE,1,0,TECH_MILITARY_TACTICS,,,,,1,RESOURCE_IRON,YIELD_GOLD,0,3,0,0,0,,1,0,0,0,0,0,0,,,TECH_REPLACEABLE_PARTS,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_MAPUCHE_MALON_RAIDER,LOC_UNIT_MAPUCHE_MALON_RAIDER_NAME,2,4,55,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,230,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_MAPUCHE_MALON_RAIDER_DESCRIPTION,,1,0,TRAIT_CIVILIZATION_UNIT_MAPUCHE_MALON_RAIDER,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_LIGHT_CAVALRY,1,0,TECH_GUNPOWDER,,,,,1,,YIELD_GOLD,0,4,0,0,0,,1,0,0,0,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_CREE_OKIHTCITAW,LOC_UNIT_CREE_OKIHTCITAW_NAME,2,3,20,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,40,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_CREE_OKIHTCITAW_DESCRIPTION,,1,0,TRAIT_CIVILIZATION_UNIT_CREE_OKIHTCITAW,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_RECON,1,0,,,,,,1,,YIELD_GOLD,0,0,0,0,0,,1,0,0,0,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_SPEC_OPS,LOC_UNIT_SPEC_OPS_NAME,2,3,60,65,2,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,520,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_SPEC_OPS_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_RECON,1,0,TECH_PLASTICS,,,,,1,,YIELD_GOLD,0,7,0,0,0,,0,0,0,0,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_DRONE,LOC_UNIT_DRONE_NAME,5,3,0,0,0,0,DOMAIN_LAND,FORMATION_CLASS_SUPPORT,420,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_DRONE_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_SUPPORT,1,0,TECH_COMPUTERS,,,,,1,,YIELD_GOLD,0,3,0,0,0,,0,0,0,0,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_PIKE_AND_SHOT,LOC_UNIT_PIKE_AND_SHOT_NAME,2,2,55,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,250,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_PIKE_AND_SHOT_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_ANTI_CAVALRY,1,0,TECH_METAL_CASTING,,,,,1,,YIELD_GOLD,0,4,0,0,0,,1,0,0,0,0,0,0,,,TECH_COMBINED_ARMS,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_SUPPLY_CONVOY,LOC_UNIT_SUPPLY_CONVOY_NAME,2,4,0,0,0,0,DOMAIN_LAND,FORMATION_CLASS_SUPPORT,450,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_SUPPLY_CONVOY_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_SUPPORT,1,0,TECH_COMBUSTION,,,,,1,,YIELD_GOLD,0,2,0,0,0,,0,0,0,0,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_SKIRMISHER,LOC_UNIT_SKIRMISHER_NAME,2,3,20,30,1,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,150,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_SKIRMISHER_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_RECON,1,0,TECH_MACHINERY,,,,,1,,YIELD_GOLD,0,2,0,0,0,,0,0,0,0,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_COURSER,LOC_UNIT_COURSER_NAME,2,5,46,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,200,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_COURSER_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_LIGHT_CAVALRY,1,0,TECH_CASTLES,,,,,1,RESOURCE_HORSES,YIELD_GOLD,0,3,0,0,0,,1,0,0,0,0,0,0,,,TECH_SYNTHETIC_MATERIALS,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_CUIRASSIER,LOC_UNIT_CUIRASSIER_NAME,2,4,64,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,330,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_CUIRASSIER_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_HEAVY_CAVALRY,1,0,TECH_BALLISTICS,,,,,1,RESOURCE_IRON,YIELD_GOLD,0,5,0,0,0,,1,0,0,0,0,0,0,,,TECH_COMBUSTION,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_GIANT_DEATH_ROBOT,LOC_UNIT_GIANT_DEATH_ROBOT_NAME,3,5,130,120,3,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,1500,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_GIANT_DEATH_ROBOT_DESCRIPTION,,1,0,,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_GIANT_DEATH_ROBOT,1,0,TECH_ROBOTICS,,,,,1,RESOURCE_URANIUM,YIELD_GOLD,0,15,0,0,0,,1,90,0,0,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_ROCK_BAND,LOC_UNIT_ROCK_BAND_NAME,2,4,0,0,0,0,DOMAIN_LAND,FORMATION_CLASS_CIVILIAN,300,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_ROCK_BAND_DESCRIPTION,,1,1,,0,COST_PROGRESSION_PREVIOUS_COPIES,50,PROMOTION_CLASS_ROCK_BAND,2,3,,CIVIC_COLD_WAR,,,,1,,YIELD_FAITH,1,0,0,0,0,PSEUDOYIELD_UNIT_RELIGIOUS,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,1
UNIT_CANADA_MOUNTIE,LOC_UNIT_CANADA_MOUNTIE_NAME,4,5,62,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,290,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_CANADA_MOUNTIE_DESCRIPTION,,1,0,TRAIT_CIVILIZATION_UNIT_CANADA_MOUNTIE,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_LIGHT_CAVALRY,1,0,,CIVIC_CONSERVATION,,,,1,,YIELD_GOLD,0,3,0,0,0,,1,0,0,0,2,0,0,,,,,ADVISOR_CULTURE,0,0,0,0,0,1
UNIT_HUNGARY_BLACK_ARMY,LOC_UNIT_HUNGARY_BLACK_ARMY_NAME,2,5,49,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,205,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_HUNGARY_BLACK_ARMY_DESCRIPTION,,1,0,TRAIT_LEADER_UNIT_MATTHIAS_BLACK_ARMY,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_LIGHT_CAVALRY,1,0,TECH_CASTLES,,,,,1,RESOURCE_HORSES,YIELD_GOLD,0,3,0,0,0,,1,0,0,0,0,0,0,,,TECH_SYNTHETIC_MATERIALS,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_HUNGARY_HUSZAR,LOC_UNIT_HUNGARY_HUSZAR_NAME,2,5,65,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,335,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_HUNGARY_HUSZAR_DESCRIPTION,,1,0,TRAIT_CIVILIZATION_UNIT_HUNGARY_HUSZAR,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_LIGHT_CAVALRY,1,0,TECH_MILITARY_SCIENCE,,,,,1,RESOURCE_HORSES,YIELD_GOLD,0,5,0,0,0,,1,0,0,0,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_INCA_WARAKAQ,LOC_UNIT_INCA_WARAKAQ_NAME,2,3,20,40,1,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,165,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_INCA_WARAKAQ_DESCRIPTION,,1,0,TRAIT_CIVILIZATION_UNIT_INCA_WARAKAQ,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_RECON,1,0,TECH_MACHINERY,,,,,1,,YIELD_GOLD,0,2,0,0,0,,0,0,0,0,0,0,0,,,,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_MALI_MANDEKALU_CAVALRY,LOC_UNIT_MALI_MANDEKALU_CAVALRY_NAME,2,4,55,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,220,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_MALI_MANDEKALU_CAVALRY_DESCRIPTION,,1,0,TRAIT_CIVILIZATION_UNIT_MALI_MANDEKALU_CAVALRY,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_HEAVY_CAVALRY,1,0,TECH_STIRRUPS,,,,,1,RESOURCE_IRON,YIELD_GOLD,0,4,0,0,0,,1,0,0,0,0,0,0,,,TECH_COMPOSITES,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_MAORI_TOA,LOC_UNIT_MAORI_TOA_NAME,2,2,38,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,120,,0,0,0,0,0,0,1,0,0,0,0,0,LOC_UNIT_MAORI_TOA_DESCRIPTION,,1,0,TRAIT_CIVILIZATION_UNIT_MAORI_TOA,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_MELEE,1,0,TECH_CONSTRUCTION,,,,,1,,YIELD_GOLD,0,0,0,0,0,,1,0,0,0,0,0,0,,,TECH_REPLACEABLE_PARTS,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_OTTOMAN_BARBARY_CORSAIR,LOC_UNIT_OTTOMAN_BARBARY_CORSAIR_NAME,2,4,40,50,2,0,DOMAIN_SEA,FORMATION_CLASS_NAVAL,240,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_OTTOMAN_BARBARY_CORSAIR_DESCRIPTION,,1,0,TRAIT_CIVILIZATION_UNIT_OTTOMAN_BARBARY_CORSAIR,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_NAVAL_RAIDER,1,0,,CIVIC_MEDIEVAL_FAIRES,,,,1,,YIELD_GOLD,0,3,0,0,0,PSEUDOYIELD_UNIT_NAVAL_COMBAT,1,0,0,0,0,0,0,,,TECH_LASERS,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_PHOENICIA_BIREME,LOC_UNIT_PHOENICIA_BIREME_NAME,2,4,35,0,0,0,DOMAIN_SEA,FORMATION_CLASS_NAVAL,65,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_PHOENICIA_BIREME_DESCRIPTION,,1,0,TRAIT_CIVILIZATION_UNIT_PHOENICIA_BIREME,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_NAVAL_MELEE,1,0,TECH_SAILING,,,,,1,,YIELD_GOLD,0,1,0,0,0,PSEUDOYIELD_UNIT_NAVAL_COMBAT,1,0,0,0,0,0,0,,,TECH_STEAM_POWER,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_SULEIMAN_JANISSARY,LOC_UNIT_SULEIMAN_JANISSARY_NAME,2,2,60,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,120,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_SULEIMAN_JANISSARY_DESCRIPTION,,1,0,TRAIT_LEADER_UNIT_SULEIMAN_JANISSARY,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_MELEE,1,0,TECH_GUNPOWDER,,,2.0,,1,RESOURCE_NITER,YIELD_GOLD,0,4,0,0,0,,1,0,0,0,0,0,0,,,TECH_ADVANCED_BALLISTICS,,ADVISOR_CONQUEST,0,0,0,0,0,1
UNIT_SWEDEN_CAROLEAN,LOC_UNIT_SWEDEN_CAROLEAN_NAME,2,3,55,0,0,0,DOMAIN_LAND,FORMATION_CLASS_LAND_COMBAT,250,,0,0,0,0,0,0,0,0,0,0,0,0,LOC_UNIT_SWEDEN_CAROLEAN_DESCRIPTION,,1,0,TRAIT_CIVILIZATION_UNIT_SWEDEN_CAROLEAN,0,NO_COST_PROGRESSION,0,PROMOTION_CLASS_ANTI_CAVALRY,1,0,TECH_METAL_CASTING,,,,,1,,YIELD_GOLD,0,3,0,0,0,,1,0,0,0,0,0,0,,,TECH_COMBINED_ARMS,,ADVISOR_CONQUEST,0,0,0,0,0,1
