Type,Hash,Kind
EFFECT_DIPLOMACY_THIRD_PARTY_WARMONGER,-1216107265,KIND_EFFECT
EFFECT_DISABLE_PLAYER_GRIEVANCE_DECAY,-1845108655,KIND_EFFECT
EFFECT_GRANT_FOUND_FOREIGN_CITY_TRADE_ROUTE_CAPACITY,-1034441824,KIND_EFFECT
EFFECT_GRANT_GOLDEN_AGE_TRADE_ROUTE_CAPACITY,234945473,KIND_EFFECT
EFFECT_GOVERNOR_ADJUST_CITY_COPY_STRATEGICS_FOR_IMPORT,2122579137,KIND_EFFECT
EFFECT_GRANT_FREE_RESOURCE_EXTRACTED,-444710873,KIND_EFFECT
EFFECT_GRANT_INFLUENCE_TOKEN_LEVY_MILITARY,1782736122,KIND_EFFECT
EFFECT_GRANT_PLAYER_FREE_RESOURCE_EXTRACTED,-655369925,KIND_EFFECT
EFFECT_GRANT_ROUTE_IN_RADIUS,7697455,KIND_EFFECT
EFFECT_ADJUST_CITY_NO_CULTURE_BORDER_EXPANSION,-325071840,KIND_EFFECT
EFFECT_PLAYER_ADJUST_FAVOR_FROM_DELEGATIONS,1933219953,KIND_EFFECT
EFFECT_PLAYER_ADJUST_FAVOR_FROM_EMBASSIES,564424330,KIND_EFFECT
EFFECT_PLAYER_SEND_GOLD_TO_EMERGENCIES_OF_TYPE,1957605930,KIND_EFFECT
EFFECT_TRADE_ROUTE_DISABLE,-1625968435,KIND_EFFECT
REQUIREMENT_PLOT_IMPROVED_RESOURCE_CLASS_TYPE_MATCHES,-1027983348,KIND_REQUIREMENT
REQUIREMENT_ALWAYS_MET,-250675431,KIND_REQUIREMENT
REQUIREMENT_COLLECTION_ALL_MET,1042310278,KIND_REQUIREMENT
REQUIREMENT_COLLECTION_ANY_MET,-605495937,KIND_REQUIREMENT
REQUIREMENT_COLLECTION_COUNT_ATLEAST,-764840124,KIND_REQUIREMENT
REQUIREMENT_COLLECTION_COUNT_EQUALS,-1472873840,KIND_REQUIREMENT
REQUIREMENT_COLLECTION_COUNT_GREATERTHAN,2040602909,KIND_REQUIREMENT
REQUIREMENT_MET,1765958823,KIND_REQUIREMENT
REQUIREMENT_NEVER_MET,-1480551024,KIND_REQUIREMENT
REQUIREMENT_NOT_MET,-216752118,KIND_REQUIREMENT
REQUIREMENT_ALLY,-1653571311,KIND_REQUIREMENT
REQUIREMENT_ATTACKER_PLOT_IMPROVEMENT_DEFENSE_STRENGTH,146426999,KIND_REQUIREMENT
REQUIREMENT_ATTACKER_PLOT_IMPROVEMENT_TYPE_MATCHES,-2016250998,KIND_REQUIREMENT
REQUIREMENT_CITY_FOLLOWS_PANTHEON,-1383081325,KIND_REQUIREMENT
REQUIREMENT_CITY_FOLLOWS_RELIGION,-1624972553,KIND_REQUIREMENT
REQUIREMENT_CITY_HAS_ANY_WONDER,-1780445171,KIND_REQUIREMENT
REQUIREMENT_CITY_HAS_BUILDING,-806394085,KIND_REQUIREMENT
REQUIREMENT_CITY_HAS_COUNTERSPY,2140003847,KIND_REQUIREMENT
REQUIREMENT_CITY_HAS_FEATURE,615926557,KIND_REQUIREMENT
REQUIREMENT_CITY_HAS_NATIONAL_PARK,880285866,KIND_REQUIREMENT
REQUIREMENT_CITY_HAS_RESOURCE_TYPE_IMPROVED,-667386348,KIND_REQUIREMENT
REQUIREMENT_CITY_IS_ORIGINAL_CAPITAL,-204640128,KIND_REQUIREMENT
REQUIREMENT_CITY_IS_OWNER_CAPITAL_CONTINENT,62574967,KIND_REQUIREMENT
REQUIREMENT_CITY_IS_PRODUCING_PROJECT,257637608,KIND_REQUIREMENT
REQUIREMENT_CITY_LOCATION_MATCHES,-431915184,KIND_REQUIREMENT
REQUIREMENT_CITY_IS_ORIGINAL_OWNER,1408648643,KIND_REQUIREMENT
REQUIREMENT_CITY_TRANSFER_TYPE_MATCHES,-60550071,KIND_REQUIREMENT
REQUIREMENT_CIVILIZATION_LEVEL,-136771689,KIND_REQUIREMENT
REQUIREMENT_COMBAT_OTHER_PLAYER_IS_HUMAN,1634676115,KIND_REQUIREMENT
REQUIREMENT_COMBAT_RESULTS_ATTACKING_UNIT_HAS_TAG,-435873782,KIND_REQUIREMENT
REQUIREMENT_COMBAT_RESULTS_DEFENDER_IS_DISTRICT,-1398156264,KIND_REQUIREMENT
REQUIREMENT_COMBAT_TYPE_MATCHES,1422008711,KIND_REQUIREMENT
REQUIREMENT_CULTURE_BOMBED,1274064765,KIND_REQUIREMENT
REQUIREMENT_DECLARED_FRIEND,1581210828,KIND_REQUIREMENT
REQUIREMENT_DEFENSIVE_PACT,-2092282098,KIND_REQUIREMENT
REQUIREMENT_DELEGATION,-1704783284,KIND_REQUIREMENT
REQUIREMENT_DEMAND_RECEIVED,-1137477125,KIND_REQUIREMENT
REQUIREMENT_DENOUNCED,-1964490939,KIND_REQUIREMENT
REQUIREMENT_DENOUNCED_FRIEND,-1206491395,KIND_REQUIREMENT
REQUIREMENT_DISTRICT_TYPE_MATCHES,-1397106947,KIND_REQUIREMENT
REQUIREMENT_ERA_IS,-1474742706,KIND_REQUIREMENT
REQUIREMENT_ESPIONAGE_DETECTED,475806803,KIND_REQUIREMENT
REQUIREMENT_FOUNDED_NO_RELIGION,629593690,KIND_REQUIREMENT
REQUIREMENT_CITY_OCCUPIED_FRIEND,1755766894,KIND_REQUIREMENT
REQUIREMENT_GAME_ERA_ATLEAST,703597551,KIND_REQUIREMENT
REQUIREMENT_GAME_IS_MULTIPLAYER,1870650965,KIND_REQUIREMENT
REQUIREMENT_GAME_TURN_ATLEAST,-184727873,KIND_REQUIREMENT
REQUIREMENT_GAME_TURN_MAX_REACHED,-585069829,KIND_REQUIREMENT
REQUIREMENT_GAME_VICTORY_ENABLED,-1166171569,KIND_REQUIREMENT
REQUIREMENT_HAD_FRIENDLY_MEETING,1406955366,KIND_REQUIREMENT
REQUIREMENT_MAP_HAS_FEATURE,1992434768,KIND_REQUIREMENT
REQUIREMENT_OPEN_BORDERS,1042981122,KIND_REQUIREMENT
REQUIREMENT_OPPONENT_IS_DISTRICT,1412613039,KIND_REQUIREMENT
REQUIREMENT_OPPONENT_IS_FORTIFIED,1753166725,KIND_REQUIREMENT
REQUIREMENT_OPPONENT_IS_OTHER_RELIGION,-979391413,KIND_REQUIREMENT
REQUIREMENT_OPPONENT_IS_STRONGER,1463923771,KIND_REQUIREMENT
REQUIREMENT_OPPONENT_IS_WOUNDED,-161110822,KIND_REQUIREMENT
REQUIREMENT_OPPONENT_UNIT_DOMAIN_MATCHES,-2032415268,KIND_REQUIREMENT
REQUIREMENT_OPPONENT_UNIT_PROMOTION_CLASS_MATCHES,1121599841,KIND_REQUIREMENT
REQUIREMENT_OPPONENT_UNIT_TAG_MATCHES,-1388312466,KIND_REQUIREMENT
REQUIREMENT_OPPONENT_UNIT_TYPE_MATCHES,197680884,KIND_REQUIREMENT
REQUIREMENT_PLAYER_BUILT_WONDER,684594120,KIND_REQUIREMENT
REQUIREMENT_PLAYER_CITY_STATE_PROTECTOR,-1617755793,KIND_REQUIREMENT
REQUIREMENT_PLAYER_CIVILIZED,-1930585132,KIND_REQUIREMENT
REQUIREMENT_PLAYER_CONQUERED_X_CITY_STATES,854451125,KIND_REQUIREMENT
REQUIREMENT_PLAYER_DEAL_ENACTED,1701301775,KIND_REQUIREMENT
REQUIREMENT_PLAYER_DEFAULT_DEFEAT,-205160817,KIND_REQUIREMENT
REQUIREMENT_PLAYER_ENVIRONMENT,984782706,KIND_REQUIREMENT
REQUIREMENT_PLAYER_ERA_AT_LEAST,1248401284,KIND_REQUIREMENT
REQUIREMENT_PLAYER_EXPLOITATION,-1987001015,KIND_REQUIREMENT
REQUIREMENT_PLAYER_EXPLORATION_LEAD,329831339,KIND_REQUIREMENT
REQUIREMENT_PLAYER_FINISHED_RESEARCH,-832562349,KIND_REQUIREMENT
REQUIREMENT_PLAYER_FOUNDED_OUR_RELIGION,-71286282,KIND_REQUIREMENT
REQUIREMENT_PLAYER_FOUNDED_RELIGION_WITH_BELIEF,1827241313,KIND_REQUIREMENT
REQUIREMENT_PLAYER_HANDICAP_AT_OR_ABOVE,-819746185,KIND_REQUIREMENT
REQUIREMENT_PLAYER_HAS_AT_LEAST_NUM_BUILDINGS,2127041236,KIND_REQUIREMENT
REQUIREMENT_PLAYER_HAS_AT_LEAST_NUM_MILITARY_UNITS,373277712,KIND_REQUIREMENT
REQUIREMENT_PLAYER_HAS_CIVIC,-479107961,KIND_REQUIREMENT
REQUIREMENT_PLAYER_HAS_CIVILIZATION_OR_LEADER_TRAIT,1831373375,KIND_REQUIREMENT
REQUIREMENT_PLAYER_HAS_COMP_STOMP_VICTORY,-106687772,KIND_REQUIREMENT
REQUIREMENT_PLAYER_HAS_COMPLETED_PROJECT,1378326104,KIND_REQUIREMENT
REQUIREMENT_PLAYER_HAS_DESIRED_LUXURY,-1188004940,KIND_REQUIREMENT
REQUIREMENT_PLAYER_HAS_FEATURE,-37472581,KIND_REQUIREMENT
REQUIREMENT_PLAYER_HAS_GOLDEN_HORDE_VICTORY,953813926,KIND_REQUIREMENT
REQUIREMENT_PLAYER_HAS_GREAT_PERSON_CLASS,965913353,KIND_REQUIREMENT
REQUIREMENT_PLAYER_HAS_HIGHEST_SCORE,1868607517,KIND_REQUIREMENT
REQUIREMENT_PLAYER_HAS_IMPROVEMENT,1041800942,KIND_REQUIREMENT
REQUIREMENT_PLAYER_HAS_MET,-1873176518,KIND_REQUIREMENT
REQUIREMENT_PLAYER_HAS_MOST_PROMOTION_CLASS,41243280,KIND_REQUIREMENT
REQUIREMENT_PLAYER_HAS_MOST_RELIGION_FOLLOWERS,794917387,KIND_REQUIREMENT
REQUIREMENT_PLAYER_HAS_MOST_WMD_CITY_HITS,1261384565,KIND_REQUIREMENT
REQUIREMENT_PLAYER_HAS_PANTHEON,856866546,KIND_REQUIREMENT
REQUIREMENT_PLAYER_HAS_RESOURCE_VISIBILITY,202234948,KIND_REQUIREMENT
REQUIREMENT_PLAYER_HAS_SAME_GOVERNMENT,-1852413136,KIND_REQUIREMENT
REQUIREMENT_PLAYER_HAS_TECHNOLOGY,1195258444,KIND_REQUIREMENT
REQUIREMENT_PLAYER_INCOME_LEAD,1603146161,KIND_REQUIREMENT
REQUIREMENT_PLAYER_IS_ATTACKING,-918459071,KIND_REQUIREMENT
REQUIREMENT_PLAYER_IS_BARBARIAN,-2008627647,KIND_REQUIREMENT
REQUIREMENT_PLAYER_IS_CLOSE_TO_VICTORY,-2135959659,KIND_REQUIREMENT
REQUIREMENT_PLAYER_IS_HUMAN,1645880049,KIND_REQUIREMENT
REQUIREMENT_PLAYER_IS_MAJOR,-95679987,KIND_REQUIREMENT
REQUIREMENT_PLAYER_IS_MINOR,955353662,KIND_REQUIREMENT
REQUIREMENT_PLAYER_IS_NEIGHBOR,-12066496,KIND_REQUIREMENT
REQUIREMENT_PLAYER_IS_NOT_WARMONGER,-1102802982,KIND_REQUIREMENT
REQUIREMENT_PLAYER_IS_RELIGION_FOUNDER,-782144404,KIND_REQUIREMENT
REQUIREMENT_PLAYER_IS_SUZERAIN_OF_X,-385482748,KIND_REQUIREMENT
REQUIREMENT_PLAYER_IS_TEAM_MEMBER,-745134859,KIND_REQUIREMENT
REQUIREMENT_PLAYER_LEADER_TAG_MATCHES,-903665372,KIND_REQUIREMENT
REQUIREMENT_PLAYER_LEADER_TYPE_MATCHES,-1650027173,KIND_REQUIREMENT
REQUIREMENT_PLAYER_MAJORITY_RELIGION_IS_OWNER,-2040040231,KIND_REQUIREMENT
REQUIREMENT_PLAYER_MEETS_SCORE_THRESHOLD,-235306858,KIND_REQUIREMENT
REQUIREMENT_PLAYER_MET_X_TURNS_AGO,-757538470,KIND_REQUIREMENT
REQUIREMENT_PLAYER_MILITARY_STRENGTH_LEAD,-873991479,KIND_REQUIREMENT
REQUIREMENT_PLAYER_NUKE_LOVER,-1235367083,KIND_REQUIREMENT
REQUIREMENT_PLAYER_OWNS_OBJECT,1973117547,KIND_REQUIREMENT
REQUIREMENT_PLAYER_RELIGION_NOT_RECEIVED,-1145254652,KIND_REQUIREMENT
REQUIREMENT_PLAYER_RELIGION_RECEIVED,562882259,KIND_REQUIREMENT
REQUIREMENT_PLAYER_STANDING_ARMY_LEAD,1967565323,KIND_REQUIREMENT
REQUIREMENT_PLAYER_TURN_STARTED,1795181990,KIND_REQUIREMENT
REQUIREMENT_PLAYER_TYPE_MATCHES,1426723553,KIND_REQUIREMENT
REQUIREMENT_PLAYER_WITH_SHIELD_OR_ON_IT,-607501376,KIND_REQUIREMENT
REQUIREMENT_PLAYER_YIELD_LEAD,1811245784,KIND_REQUIREMENT
REQUIREMENT_PLOT_ADJACENT_BUILDING_TYPE_MATCHES,-1837860573,KIND_REQUIREMENT
REQUIREMENT_PLOT_ADJACENT_FEATURE_TYPE_MATCHES,-1930412436,KIND_REQUIREMENT
REQUIREMENT_PLOT_ADJACENT_FRIENDLY_UNIT_TAG_MATCHES,-1539876814,KIND_REQUIREMENT
REQUIREMENT_PLOT_ADJACENT_FRIENDLY_UNIT_TYPE_MATCHES,1763456123,KIND_REQUIREMENT
REQUIREMENT_PLOT_ADJACENT_IMPROVEMENT_TYPE_MATCHES,1564743682,KIND_REQUIREMENT
REQUIREMENT_PLOT_ADJACENT_RESOURCE_CLASS_TYPE_MATCHES,857445751,KIND_REQUIREMENT
REQUIREMENT_PLOT_ADJACENT_TO_COAST,1057081593,KIND_REQUIREMENT
REQUIREMENT_PLOT_ADJACENT_TO_LAKE,-402111371,KIND_REQUIREMENT
REQUIREMENT_PLOT_ADJACENT_TO_MOUNTAIN,436951824,KIND_REQUIREMENT
REQUIREMENT_PLOT_ADJACENT_TO_NATURAL_WONDER,1360847977,KIND_REQUIREMENT
REQUIREMENT_PLOT_ADJACENT_TO_OWNER,-1845818025,KIND_REQUIREMENT
REQUIREMENT_PLOT_ADJACENT_TO_RIVER,-1418163200,KIND_REQUIREMENT
REQUIREMENT_PLOT_ADJACENT_TO_WONDER,-877675114,KIND_REQUIREMENT
REQUIREMENT_PLOT_ADJACENT_UNIT_TYPE_MATCHES,-74430600,KIND_REQUIREMENT
REQUIREMENT_PLOT_DISTRICT_IS_DEFENDED,-303603091,KIND_REQUIREMENT
REQUIREMENT_PLOT_FEATURE_TAG_MATCHES,-1897400231,KIND_REQUIREMENT
REQUIREMENT_PLOT_FEATURE_TYPE_MATCHES,-1286185973,KIND_REQUIREMENT
REQUIREMENT_PLOT_HAS_ANY_IMPROVEMENT,1237398937,KIND_REQUIREMENT
REQUIREMENT_PLOT_HAS_FALLOUT,1955885377,KIND_REQUIREMENT
REQUIREMENT_PLOT_IMPROVEMENT_TAG_MATCHES,-1222373575,KIND_REQUIREMENT
REQUIREMENT_PLOT_IMPROVEMENT_TYPE_MATCHES,-19005788,KIND_REQUIREMENT
REQUIREMENT_PLOT_IS_APPEAL_BETWEEN,1624837908,KIND_REQUIREMENT
REQUIREMENT_PLOT_IS_COAST,1208458296,KIND_REQUIREMENT
REQUIREMENT_PLOT_IS_COASTAL_LAND,-2099471745,KIND_REQUIREMENT
REQUIREMENT_PLOT_IS_FRESH_WATER,1988702697,KIND_REQUIREMENT
REQUIREMENT_PLOT_IS_HILLS,1096481435,KIND_REQUIREMENT
REQUIREMENT_PLOT_IS_LAKE,-378793100,KIND_REQUIREMENT
REQUIREMENT_PLOT_IS_OWNER_CAPITAL_CONTINENT,-1260468106,KIND_REQUIREMENT
REQUIREMENT_PLOT_NEAR_CAPITAL,231475623,KIND_REQUIREMENT
REQUIREMENT_PLOT_PROPERTY_MATCHES,10946897,KIND_REQUIREMENT
REQUIREMENT_PLOT_RESOURCE_CLASS_TYPE_MATCHES,1863961484,KIND_REQUIREMENT
REQUIREMENT_PLOT_RESOURCE_TAG_MATCHES,-1093204328,KIND_REQUIREMENT
REQUIREMENT_PLOT_RESOURCE_TYPE_MATCHES,1594203859,KIND_REQUIREMENT
REQUIREMENT_PLOT_RESOURCE_VISIBLE,2019318050,KIND_REQUIREMENT
REQUIREMENT_PLOT_TERRAIN_CLASS_MATCHES,932025985,KIND_REQUIREMENT
REQUIREMENT_PLOT_TERRAIN_TYPE_MATCHES,502777749,KIND_REQUIREMENT
REQUIREMENT_PLOT_UNIT_FLANKED,1620504038,KIND_REQUIREMENT
REQUIREMENT_PLOT_UNIT_TYPE_MATCHES,-1268944331,KIND_REQUIREMENT
REQUIREMENT_PLOT_WONDER_IS_ERA,-1655236411,KIND_REQUIREMENT
REQUIREMENT_RANDOM_VALUE_LESS_THAN_OR_EQUAL_TO,1397731982,KIND_REQUIREMENT
REQUIREMENT_REQUIREMENTSET_IS_MET,-1805287312,KIND_REQUIREMENT
REQUIREMENT_RESIDENT_EMBASSY,804857708,KIND_REQUIREMENT
REQUIREMENT_SPECIFIC_LEADER_ELIMINATED,-826817141,KIND_REQUIREMENT
REQUIREMENT_TEAM_CONQUERED_X_CITY_STATES,-1569925482,KIND_REQUIREMENT
REQUIREMENT_TEAM_HAS_ANCIENT_RIVALS_VICTORY,1211103982,KIND_REQUIREMENT
REQUIREMENT_TEAM_HAS_HIGHEST_SCORE,675951654,KIND_REQUIREMENT
REQUIREMENT_TEAM_HAS_MOST_PROMOTION_CLASS,-1602051369,KIND_REQUIREMENT
REQUIREMENT_TEAM_HAS_MOST_RELIGION_FOLLOWERS,1842440174,KIND_REQUIREMENT
REQUIREMENT_TEAM_HAS_MOST_TERRITORY,-578513900,KIND_REQUIREMENT
REQUIREMENT_TEAM_HAS_MOST_WMD_CITY_HITS,1963426170,KIND_REQUIREMENT
REQUIREMENT_TOURISTS_EXCEED_STAYCATIONERS,72030664,KIND_REQUIREMENT
REQUIREMENT_UNIT_ADJACENT_TO_OWNER_TERRITORY,1447322882,KIND_REQUIREMENT
REQUIREMENT_UNIT_DAMAGE_MINIMUM,767340151,KIND_REQUIREMENT
REQUIREMENT_UNITDEATH_KILLED_BY_SPECIFIC_UNIT_TYPE,1054351047,KIND_REQUIREMENT
REQUIREMENT_UNITDEATH_KILLED_BY_UNIT,1722064305,KIND_REQUIREMENT
REQUIREMENT_UNITDEATH_SPECIFIC_UNIT_TYPE,-1081441682,KIND_REQUIREMENT
REQUIREMENT_UNITDEATH_X_TURNS_AGO,193210610,KIND_REQUIREMENT
REQUIREMENT_UNIT_DOMAIN_MATCHES,1417546842,KIND_REQUIREMENT
REQUIREMENT_UNIT_ERA_TYPE_MATCHES,1568712478,KIND_REQUIREMENT
REQUIREMENT_UNIT_FORMATION_CLASS_MATCHES,1798429566,KIND_REQUIREMENT
REQUIREMENT_UNIT_HAS_ABILITY,-1233279890,KIND_REQUIREMENT
REQUIREMENT_UNIT_HAS_PROMOTION,816480174,KIND_REQUIREMENT
REQUIREMENT_UNIT_IN_ENEMY_TERRITORY,1045970586,KIND_REQUIREMENT
REQUIREMENT_UNIT_IN_FORMATION,-1835338868,KIND_REQUIREMENT
REQUIREMENT_UNIT_IN_OWNER_TERRITORY,1398263481,KIND_REQUIREMENT
REQUIREMENT_UNIT_IS_BARBARIAN,-182388231,KIND_REQUIREMENT
REQUIREMENT_UNIT_IS_COMBAT,789169346,KIND_REQUIREMENT
REQUIREMENT_NEAR_RELIGIOUS_CITY,-101266946,KIND_REQUIREMENT
REQUIREMENT_UNIT_ON_COAST,-1849651330,KIND_REQUIREMENT
REQUIREMENT_UNIT_ON_HOME_CONTINENT,-1832890254,KIND_REQUIREMENT
REQUIREMENT_UNIT_PROMOTION_CLASS_MATCHES,-1409532192,KIND_REQUIREMENT
REQUIREMENT_UNIT_TAG_MATCHES,-799794535,KIND_REQUIREMENT
REQUIREMENT_UNIT_TYPE_MATCHES,678178137,KIND_REQUIREMENT
REQUIREMENT_ALLIANCE_AT_WAR_WITH_COMBAT_TARGET,818890509,KIND_REQUIREMENT
REQUIREMENT_ALLIANCE_CITY_HAS_TRADE_ROUTE_WITH_ALLY,-15366656,KIND_REQUIREMENT
REQUIREMENT_ALLIANCE_SHARES_SECRET_SOCIETY,-1334573279,KIND_REQUIREMENT
REQUIREMENT_CITY_CONVERTED,-1709446345,KIND_REQUIREMENT
REQUIREMENT_CITY_HAS_DISTRICT,524374600,KIND_REQUIREMENT
REQUIREMENT_CITY_HAS_FULL_LOYALTY,213847906,KIND_REQUIREMENT
REQUIREMENT_CITY_HAS_GARRISON_UNIT,368661592,KIND_REQUIREMENT
REQUIREMENT_CITY_HAS_GOVERNOR,-1077234772,KIND_REQUIREMENT
REQUIREMENT_CITY_HAS_GOVERNOR_WITH_X_TITLES,-1682445816,KIND_REQUIREMENT
REQUIREMENT_CITY_HAS_HIGH_ADJACENCY_DISTRICT,1937577352,KIND_REQUIREMENT
REQUIREMENT_CITY_HAS_SPECIFIC_GOVERNOR_PROMOTION_TYPE,1679043731,KIND_REQUIREMENT
REQUIREMENT_CITY_HAS_X_FEATURE_TYPE,10989057,KIND_REQUIREMENT
REQUIREMENT_CITY_HAS_X_POPULATION,-1179813152,KIND_REQUIREMENT
REQUIREMENT_CITY_HAS_X_SPECIALTY_DISTRICTS,988770591,KIND_REQUIREMENT
REQUIREMENT_CITY_HAS_X_TERRAIN_TYPE,-1461151451,KIND_REQUIREMENT
REQUIREMENT_CITY_LIBERATED,1363379395,KIND_REQUIREMENT
REQUIREMENT_CITY_OCCUPIED,-1677496502,KIND_REQUIREMENT
REQUIREMENT_CITY_OWNER_ALLY_AT_WAR,-1447469748,KIND_REQUIREMENT
REQUIREMENT_CITY_RAZED,989065393,KIND_REQUIREMENT
REQUIREMENT_COMBAT_ATTACKER_IS_EMERGENCY_MEMBER,1286161232,KIND_REQUIREMENT
REQUIREMENT_COMBAT_ATTACKER_IS_PLAYER,1205898529,KIND_REQUIREMENT
REQUIREMENT_COMBAT_DEFENDER_IS_EMERGENCY_MEMBER,1941486735,KIND_REQUIREMENT
REQUIREMENT_COMBAT_DEFENDER_IS_PLAYER,1218209032,KIND_REQUIREMENT
REQUIREMENT_COMBAT_ENEMY_NOT_ALLIANCE_RELIGION,-660013597,KIND_REQUIREMENT
REQUIREMENT_COMBAT_RESULTS_UNIT_DIED,-1096966610,KIND_REQUIREMENT
REQUIREMENT_COMBAT_VERSUS_TYPE_MATCHES,2128086957,KIND_REQUIREMENT
REQUIREMENT_GAME_ERA_ATLEAST_EXPANSION,-78697262,KIND_REQUIREMENT
REQUIREMENT_GAME_ERA_ATMOST_EXPANSION,942831423,KIND_REQUIREMENT
REQUIREMENT_GAME_ERA_IS,-590101352,KIND_REQUIREMENT
REQUIREMENT_GAME_HAS_CIVILIZATION_OR_LEADER_TRAIT,-1781540775,KIND_REQUIREMENT
REQUIREMENT_GREAT_PERSON_TYPE_MATCHES,1411129312,KIND_REQUIREMENT
REQUIREMENT_NEAR_CULTURE_BORDER,1733094016,KIND_REQUIREMENT
REQUIREMENT_OPPONENT_ERA_AGE_MATCHES,1778244949,KIND_REQUIREMENT
REQUIREMENT_OPPONENT_ERA_AT_LEAST,1544284139,KIND_REQUIREMENT
REQUIREMENT_OPPONENT_IS_BARBARIAN,-1641794002,KIND_REQUIREMENT
REQUIREMENT_OPPONENT_IS_FREE_CITY,227785176,KIND_REQUIREMENT
REQUIREMENT_OPPONENT_IS_MINOR_CIV,-1919900375,KIND_REQUIREMENT
REQUIREMENT_OPPONENT_WAS_KILLED,-1276148232,KIND_REQUIREMENT
REQUIREMENT_PLAYER_IS_AT_LEAST_ALLIANCE_LEVEL_WITH_EMERGENCY_PLAYER,1541714830,KIND_REQUIREMENT
REQUIREMENT_PLAYER_ALWAYS_ALLOWED_COMMEMORATION_QUEST,1451128633,KIND_REQUIREMENT
REQUIREMENT_PLAYER_AT_WAR_AND_HAS_MET,1446397424,KIND_REQUIREMENT
REQUIREMENT_PLAYER_AT_WAR_WITH_EMERGENCY_MEMBER,547900241,KIND_REQUIREMENT
REQUIREMENT_PLAYER_AT_WAR_WITH_NEIGHBOR,-1962818164,KIND_REQUIREMENT
REQUIREMENT_PLAYER_ATTACKED_CONTINENT,-526466244,KIND_REQUIREMENT
REQUIREMENT_PLAYER_CAN_EVER_EARN_GREAT_PERSON_CLASS,1966929669,KIND_REQUIREMENT
REQUIREMENT_PLAYER_COASTAL_CITIES,1316055925,KIND_REQUIREMENT
REQUIREMENT_PLAYER_COMPETING_MINORS,383173709,KIND_REQUIREMENT
REQUIREMENT_PLAYER_CONQUERING_ALLYING_MINORS,1757190320,KIND_REQUIREMENT
REQUIREMENT_PLAYER_DECLARED_WAR,-2134063373,KIND_REQUIREMENT
REQUIREMENT_PLAYER_DISTRICT_THRESHOLD,-704614763,KIND_REQUIREMENT
REQUIREMENT_PLAYER_DOMINATION_VICTORY,578860678,KIND_REQUIREMENT
REQUIREMENT_PLAYER_FOUNDED_NO_RELIGION,164568743,KIND_REQUIREMENT
REQUIREMENT_PLAYER_GOT_GREAT_PERSON,-143811286,KIND_REQUIREMENT
REQUIREMENT_PLAYER_HAPPINESS_LEAD,-1215788798,KIND_REQUIREMENT
REQUIREMENT_PLAYER_HAS_ACTIVE_ALLIANCE_OF_AT_LEAST_LEVEL,-957247082,KIND_REQUIREMENT
REQUIREMENT_PLAYER_HAS_AT_LEAST_NUMBER_CITIES,1526618249,KIND_REQUIREMENT
REQUIREMENT_PLAYER_HAS_BUILDING,-259845189,KIND_REQUIREMENT
REQUIREMENT_PLAYER_HAS_CITY_ON_EMERGENCY_PLOT_CONTINENT,-1497928963,KIND_REQUIREMENT
REQUIREMENT_PLAYER_HAS_DARK_AGE,-930359318,KIND_REQUIREMENT
REQUIREMENT_PLAYER_HAS_DISTRICT,539829992,KIND_REQUIREMENT
REQUIREMENT_PLAYER_HAS_ENVOY_WITH_EMERGENCY_DATA_PLAYER,726789371,KIND_REQUIREMENT
REQUIREMENT_PLAYER_HAS_GIVEN_INFLUENCE_TOKENS,163187712,KIND_REQUIREMENT
REQUIREMENT_PLAYER_HAS_GOLDEN_AGE,194882214,KIND_REQUIREMENT
REQUIREMENT_PLAYER_HAS_GREAT_PERSON,-247904091,KIND_REQUIREMENT
REQUIREMENT_PLAYER_IS_WINNING_ANY_VICTORY,-21764925,KIND_REQUIREMENT
REQUIREMENT_PLAYER_HAS_MANY_ALLIANCES,-1954702567,KIND_REQUIREMENT
REQUIREMENT_PLAYER_HAS_RESOURCE_OWNED,-1385925653,KIND_REQUIREMENT
REQUIREMENT_PLAYER_IS_AT_PEACE,1070293709,KIND_REQUIREMENT
REQUIREMENT_PLAYER_IS_AT_PEACE_WITH_ALL_MAJORS,1441839115,KIND_REQUIREMENT
REQUIREMENT_PLAYER_IS_AT_WAR,821152785,KIND_REQUIREMENT
REQUIREMENT_PLAYER_IS_DIFFERENT_SECRET_SOCIETY,-787293642,KIND_REQUIREMENT
REQUIREMENT_PLAYER_IS_EMERGENCY_TARGET,-712278436,KIND_REQUIREMENT
REQUIREMENT_PLAYER_IS_SAME_RELIGION,2006497247,KIND_REQUIREMENT
REQUIREMENT_PLAYER_IS_SAME_SECRET_SOCIETY,-1808663958,KIND_REQUIREMENT
REQUIREMENT_PLAYER_IS_SAME_SEX,-940091606,KIND_REQUIREMENT
REQUIREMENT_PLAYER_IS_SHARING_INFO,-834920973,KIND_REQUIREMENT
REQUIREMENT_PLAYER_IS_SUZERAIN,-14907318,KIND_REQUIREMENT
REQUIREMENT_PLAYER_IS_SUZERAIN_X_TYPE,2105667247,KIND_REQUIREMENT
REQUIREMENT_PLAYER_MOUNTAIN_CITIES,232521049,KIND_REQUIREMENT
REQUIREMENT_PLAYER_NOT_COMPETING_MINORS,-1671111786,KIND_REQUIREMENT
REQUIREMENT_PLAYER_NOT_INVOLVED_MINORS,1224872090,KIND_REQUIREMENT
