BuildingType,Name,PrereqTech,PrereqCivic,Cost,MaxPlayerInstances,MaxWorldInstances,Capital,PrereqDistrict,AdjacentDistrict,Description,RequiresPlacement,RequiresRiver,OuterDefenseHitPoints,Housing,Entertainment,AdjacentResource,Coast,EnabledByReligion,AllowsHolyCity,PurchaseYield,MustPurchase,Maintenance,IsWonder,TraitType,OuterDefenseStrength,CitizenSlots,MustBeLake,MustNotBeLake,RegionalRange,AdjacentToMountain,ObsoleteEra,RequiresReligion,GrantFortification,DefenseModifier,InternalOnly,RequiresAdjacentRiver,Quote,QuoteAudio,MustBeAdjacentLand,AdvisorType,AdjacentCapital,AdjacentImprovement,CityAdjacentTerrain,UnlocksGovernmentPolicy,GovernmentTierRequirement
BUILDING_STATUE_OF_ZEUS,LOC_BUILDING_STATUE_OF_ZEUS_NAME,,CIVIC_MILITARY_TRAINING,400,-1,1,0,,DISTRICT_ENCAMPMENT,LOC_BUILDING_STATUE_OF_ZEUS_DESCRIPTION,1,0,,0,0,,,0,0,,0,0,1,,0,,0,0,0,0,ERA_RENAISSANCE,0,0,0,0,0,LOC_BUILDING_STATUE_OF_ZEUS_QUOTE,Play_STATUE_OF_ZEUS_QUOTE_1,0,ADVISOR_CONQUEST,0,,,0,
BUILDING_BIOSPHERE,LOC_BUILDING_BIOSPHERE_NAME,TECH_SYNTHETIC_MATERIALS,,1740,-1,1,0,,DISTRICT_NEIGHBORHOOD,LOC_BUILDING_BIOSPHERE_EXPANSION2_DESCRIPTION,1,1,,0,0,,,0,0,,0,0,1,,0,,0,0,0,0,NO_ERA,0,0,0,0,0,LOC_BUILDING_BIOSHPERE_QUOTE,Play_BIOSPHERE_QUOTE_3,0,ADVISOR_GENERIC,0,,,0,
BUILDING_GROVE,LOC_BUILDING_GROVE_NAME,,CIVIC_MYSTICISM,150,-1,-1,0,DISTRICT_PRESERVE,,LOC_BUILDING_GROVE_DESCRIPTION,0,0,,0,0,,,0,0,YIELD_GOLD,0,0,0,,0,,0,0,0,0,NO_ERA,0,0,0,0,0,,,0,ADVISOR_CULTURE,0,,,0,
BUILDING_SANCTUARY,LOC_BUILDING_SANCTUARY_NAME,,CIVIC_CONSERVATION,440,-1,-1,0,DISTRICT_PRESERVE,,LOC_BUILDING_SANCTUARY_DESCRIPTION,0,0,,0,0,,,0,0,YIELD_GOLD,0,0,0,,0,,0,0,0,0,NO_ERA,0,0,0,0,0,,,0,ADVISOR_CULTURE,0,,,0,
BUILDING_CONSULATE,LOC_BUILDING_CONSULATE_NAME,TECH_MATHEMATICS,,150,-1,-1,0,DISTRICT_DIPLOMATIC_QUARTER,,LOC_BUILDING_CONSULATE_DESCRIPTION,0,0,,0,0,,,0,0,YIELD_GOLD,0,1,0,,0,,0,0,0,0,NO_ERA,0,0,0,0,0,,,0,ADVISOR_GENERIC,0,,,0,
BUILDING_CHANCERY,LOC_BUILDING_CHANCERY_NAME,,CIVIC_DIPLOMATIC_SERVICE,290,-1,-1,0,DISTRICT_DIPLOMATIC_QUARTER,,LOC_BUILDING_CHANCERY_DESCRIPTION,0,0,,0,0,,,0,0,YIELD_GOLD,0,2,0,,0,,0,0,0,0,NO_ERA,0,0,0,0,0,,,0,ADVISOR_GENERIC,0,,,0,
BUILDING_ALCHEMICAL_SOCIETY,LOC_BUILDING_ALCHEMICAL_SOCIETY_NAME,TECH_EDUCATION,,250,-1,-1,0,DISTRICT_CAMPUS,,LOC_BUILDING_ALCHEMICAL_SOCIETY_DESCRIPTION,0,0,,1,0,,,0,0,YIELD_GOLD,0,2,0,,0,1.0,0,0,0,0,NO_ERA,0,0,0,0,0,,,0,,0,,,0,
BUILDING_GILDED_VAULT,LOC_BUILDING_GILDED_VAULT_NAME,TECH_BANKING,,290,-1,-1,0,DISTRICT_COMMERCIAL_HUB,,LOC_BUILDING_GILDED_VAULT_DESCRIPTION,0,0,,0,0,,,0,0,YIELD_GOLD,0,0,0,,0,1.0,0,0,0,0,NO_ERA,0,0,0,0,0,,,0,,0,,,0,
BUILDING_OLD_GOD_OBELISK,LOC_BUILDING_OLD_GOD_OBELISK_NAME,,,60,-1,-1,0,DISTRICT_CITY_CENTER,,LOC_BUILDING_OLD_GOD_OBELISK_DESCRIPTION,0,0,,0,0,,,0,0,YIELD_GOLD,0,0,0,,0,,0,0,0,0,NO_ERA,0,0,0,0,0,,,0,,0,,,0,
BUILDING_PALGUM,LOC_BUILDING_PALGUM_NAME,TECH_IRRIGATION,,80,-1,-1,0,DISTRICT_CITY_CENTER,,LOC_BUILDING_PALGUM_DESCRIPTION,0,0,,1,0,,,0,0,YIELD_GOLD,0,0,0,TRAIT_CIVILIZATION_BUILDING_PALGUM,0,,0,0,0,0,NO_ERA,0,0,0,0,1,,,0,ADVISOR_GENERIC,0,,,0,
BUILDING_NAVIGATION_SCHOOL,LOC_BUILDING_NAVIGATION_SCHOOL_NAME,TECH_EDUCATION,,250,-1,-1,0,DISTRICT_CAMPUS,,LOC_BUILDING_NAVIGATION_SCHOOL_DESCRIPTION,0,0,,1,0,,,0,0,YIELD_GOLD,0,2,0,TRAIT_CIVILIZATION_BUILDING_NAVIGATION_SCHOOL,0,1.0,0,0,0,0,NO_ERA,0,0,0,0,0,,,0,ADVISOR_TECHNOLOGY,0,,,0,
BUILDING_ETEMENANKI,LOC_BUILDING_ETEMENANKI_NAME,TECH_WRITING,,220,-1,1,0,,,LOC_BUILDING_ETEMENANKI_DESCRIPTION,1,0,,0,0,,,0,0,,0,0,1,,0,,0,0,0,0,ERA_MEDIEVAL,0,0,0,0,0,LOC_BUILDING_ETEMENANKI_QUOTE,Play_ETEMENANKI_QUOTE_1,0,ADVISOR_TECHNOLOGY,0,,,0,
BUILDING_TORRE_DE_BELEM,LOC_BUILDING_TORRE_DE_BELEM_NAME,,CIVIC_MERCANTILISM,920,-1,1,0,,DISTRICT_HARBOR,LOC_BUILDING_TORRE_DE_BELEM_DESCRIPTION,1,0,,0,0,,,0,0,,0,0,1,,0,,0,1,0,0,ERA_MODERN,0,0,0,0,0,LOC_BUILDING_TORRE_DE_BELEM_QUOTE,Play_TORRE_DE_BELEM_QUOTE_1,1,ADVISOR_GENERIC,0,,,0,
