ListType,Item,Favored,Value,StringVal,MinDifficulty,MaxDifficulty,TooltipString
ScienceVictoryFavoredCommemorations,COMMEMORATION_ECONOMIC,1,0,,,,
ScienceVictoryFavoredCommemorations,COMMEMORATION_SCIENTIFIC,1,0,,,,
AvoidDarkAges,PSEUDOYIELD_GOLDENAGE_POINT,1,500,,,,
ClassicalSensitivity,YIELD_SCIENCE,1,10,,,,
MedievalSensitivity,YIELD_CULTURE,1,10,,,,
ModernSensitivity,YIELD_SCIENCE,1,10,,,,
ModernSensitivity,YIELD_CULTURE,1,10,,,,
ScienceSensitivity,YIELD_SCIENCE,1,25,,,,
CultureSensitivity,YIELD_CULTURE,1,25,,,,
DefaultTriggeredTrees,TRIGGER_RAILROAD,1,0,,,,
ReligiousVictoryPseudoYields,PSEUDOYIELD_RELIGIOUS_CONVERT_EMPIRE,1,100,,,,
Default Homeland,Rock Band Move,1,55,,,,
CultureVictoryAgendas,AGENDA_DESTINATION_CIV,1,33,,,,
MilitaryVictoryAgendas,AGENDA_EXPANSIONIST,1,33,,,,
ReligiousVictoryAgendas,AGENDA_ZEALOT,1,33,,,,
ScienceVictoryAgendas,AGENDA_LIBERTARIAN,1,33,,,,
IndustrialPseudoYields,PSEUDOYIELD_GPP_ADMIRAL,1,50,,,,
IndustrialPseudoYields,PSEUDOYIELD_GPP_ENGINEER,1,50,,,,
IndustrialPseudoYields,PSEUDOYIELD_GPP_GENERAL,1,50,,,,
IndustrialPseudoYields,PSEUDOYIELD_GPP_SCIENTIST,1,50,,,,
IndustrialPseudoYields,PSEUDOYIELD_GPP_ARTIST,1,25,,,,
IndustrialPseudoYields,PSEUDOYIELD_GPP_MUSICIAN,1,25,,,,
IndustrialPseudoYields,PSEUDOYIELD_GPP_WRITER,1,25,,,,
ModernPseudoYields,PSEUDOYIELD_GPP_ADMIRAL,1,50,,,,
ModernPseudoYields,PSEUDOYIELD_GPP_ENGINEER,1,50,,,,
ModernPseudoYields,PSEUDOYIELD_GPP_GENERAL,1,50,,,,
ModernPseudoYields,PSEUDOYIELD_GPP_SCIENTIST,1,50,,,,
ModernPseudoYields,PSEUDOYIELD_GPP_ARTIST,1,25,,,,
ModernPseudoYields,PSEUDOYIELD_GPP_MUSICIAN,1,25,,,,
ModernPseudoYields,PSEUDOYIELD_GPP_WRITER,1,25,,,,
DiplomaticPseudoYieldPreferences,PSEUDOYIELD_DIPLOMATIC_FAVOR,1,100,,,,
DiplomaticPseudoYieldPreferences,PSEUDOYIELD_DIPLOMATIC_VICTORY_POINT,1,100,,,,
DiplomaticVictoryPreference,VICTORY_STRATEGY_DIPLOMATIC_VICTORY,1,-2,,,,
AggressivePseudoYields,PSEUDOYIELD_CITY_DEFENSES,1,-25,,,,
AggressivePseudoYields,PSEUDOYIELD_GPP_ADMIRAL,1,50,,,,
AggressivePseudoYields,PSEUDOYIELD_GPP_GENERAL,1,50,,,,
MilitaryVictoryPseudoYields,PSEUDOYIELD_GPP_ADMIRAL,1,50,,,,
MilitaryVictoryPseudoYields,PSEUDOYIELD_GPP_GENERAL,1,50,,,,
AncientPseudoYields,PSEUDOYIELD_DIPLOMATIC_FAVOR,1,-100,,,,
MedievalPseudoYields,PSEUDOYIELD_DIPLOMATIC_FAVOR,1,100,,,,
AirPowerResolutions,WC_RES_MERCENARY_COMPANIES,0,0,,,,
CityStateProtectorResolutions,WC_RES_SOVEREIGNTY,0,0,,,,
CivilizedResolutions,WC_RES_LUXURY,0,0,,,,
CulturedResolutions,WC_RES_WORLD_IDEOLOGY,0,0,,,,
DevoutResolutions,WC_RES_WORLD_RELIGION,1,0,,,,
ExploitativeResolutions,WC_RES_DEFORESTATION_TREATY,0,0,,,,
EnvironmentalistResolutions,WC_RES_DEFORESTATION_TREATY,1,0,,,,
EnvironmentalistResolutions,WC_RES_GLOBAL_ENERGY_TREATY,1,0,,,,
ExplorerResolutions,WC_RES_MERCENARY_COMPANIES,0,0,,,,
FunLovingResolutions,WC_RES_LUXURY,1,0,,,,
GreatPersonAdvocateResolutions,WC_RES_PATRONAGE,1,0,,,,
IdealogueResolutions,WC_RES_WORLD_IDEOLOGY,1,0,,,,
IndustrialistResolutions,WC_RES_DEFORESTATION_TREATY,0,0,,,,
IndustrialistResolutions,WC_RES_GLOBAL_ENERGY_TREATY,0,0,,,,
MoneyGrubberResolutions,WC_RES_TRADE_TREATY,1,0,,,,
NukeLoverResolutions,WC_RES_ARMS_CONTROL,1,0,,,,
ParanoidResolutions,WC_RES_MERCENARY_COMPANIES,1,0,,,,
ParanoidResolutions,WC_RES_BORDER_CONTROL,1,0,,,,
PopulousResolutions,WC_RES_MIGRATION_TREATY,1,0,,,,
StandingArmyResolutions,WC_RES_MERCENARY_COMPANIES,0,0,,,,
TechnophileResolutions,WC_RES_HERITAGE_ORG,0,0,,,,
AyyubidDynastyResolutions,WC_RES_WORLD_RELIGION,0,0,,,,
AyyubidDynastyResolutions,WC_RES_URBAN_DEVELOPMENT,1,0,,,,
BlackQueenResolutions,WC_RES_TRADE_TREATY,1,0,,,,
CityStateAllyResolutions,WC_RES_SOVEREIGNTY,1,0,,,,
CounterReformerResolutions,WC_RES_WORLD_RELIGION,0,0,,,,
DelianLeagueResolutions,WC_RES_SOVEREIGNTY,1,0,,,,
EnthusiasticDiscipleResolutions,WC_RES_WORLD_RELIGION,1,0,,,,
GreatPersonObessessedResolutions,WC_RES_PATRONAGE,1,0,,,,
GreatPersonObessessedResolutions,WC_RES_PUBLIC_WORKS,1,0,,,,
IronCrownResolutions,WC_RES_SOVEREIGNTY,0,0,,,,
IronCrownResolutions,WC_RES_GOVERNANCE_DOCTRINE,0,0,,,,
LastVikingResolutions,WC_RES_TRADE_TREATY,0,0,,,,
LastVikingResolutions,WC_RES_MERCENARY_COMPANIES,0,0,,,,
OptimusPrincepsResolutions,WC_RES_BORDER_CONTROL,0,0,,,,
SunNeverSetsResolutions,WC_RES_DEFORESTATION_TREATY,0,0,,,,
SunNeverSetsResolutions,WC_RES_GLOBAL_ENERGY_TREATY,0,0,,,,
TlatoaniResolutions,WC_RES_LUXURY,1,0,,,,
WesternizerResolutions,WC_RES_TRADE_TREATY,1,0,,,,
EndToSufferingResolutions,WC_RES_MIGRATION_TREATY,1,0,,,,
SaintResolutions,WC_RES_WORLD_RELIGION,1,0,,,,
ShortLifeGloryResolutions,WC_RES_MERCENARY_COMPANIES,0,0,,,,
BillionaireResolutions,WC_RES_TRADE_TREATY,1,0,,,,
HorseLordResolutions,WC_RES_MERCENARY_COMPANIES,0,0,,,,
IronConfederacyResolutions,WC_RES_TRADE_TREATY,1,0,,,,
NarikalaFortressResolutions,WC_RES_URBAN_DEVELOPMENT,1,0,,,,
SpiritOfTucapelResolutions,WC_RES_MIGRATION_TREATY,0,0,,,,
DemagogueResolutions,WC_RES_DIPLOVICTORY,1,0,,,,
DestinationCivResolutions,WC_RES_HERITAGE_ORG,1,0,,,,
ExpansionistResolutions,WC_RES_BORDER_CONTROL,0,0,,,,
FlatEartherResolutions,WC_RES_PUBLIC_WORKS,0,0,,,,
FlatEartherResolutions,WC_RES_PATRONAGE,0,0,,,,
FlatEartherVictories,VICTORY_STRATEGY_SCIENCE_VICTORY,1,5,,,,
GreatWhiteFleetResolutions,WC_RES_MERCENARY_COMPANIES,0,0,,,,
IntolerantResolutions,WC_RES_WORLD_RELIGION,0,0,,,,
LibertarianResolutions,WC_RES_DIPLOVICTORY,0,0,,,,
PillagerResolutions,WC_RES_TRADE_TREATY,0,0,,,,
TurtlerResolutions,WC_RES_MERCENARY_COMPANIES,1,0,,,,
TurtlerResolutions,WC_RES_ARMS_CONTROL,0,0,,,,
TurtlerResolutions,WC_RES_PATRONAGE,0,0,,,,
ZealotResolutions,WC_RES_WORLD_RELIGION,1,0,,,,
AngevinEmpireResolutions,WC_RES_MIGRATION_TREATY,1,0,,,,
KaitiakitangaResolutions,WC_RES_DEFORESTATION_TREATY,1,0,,,,
KaitiakitangaResolutions,WC_RES_GLOBAL_ENERGY_TREATY,1,0,,,,
LordOfMinesResolutions,WC_RES_TRADE_TREATY,1,0,,,,
LordOfMinesResolutions,WC_RES_MERCENARY_COMPANIES,1,0,,,,
LordOfMinesResolutions,WC_RES_URBAN_DEVELOPMENT,0,0,,,,
RavenBannerResolutions,WC_RES_SOVEREIGNTY,1,0,,,,
PatronOfArtsResolutions,WC_RES_HERITAGE_ORG,1,0,,,,
DharmaResolutions,WC_RES_WORLD_RELIGION,1,0,,,,
ExtraLightCavalryResolutions,WC_RES_MERCENARY_COMPANIES,0,0,,,,
GreatWallResolutions,WC_RES_BORDER_CONTROL,0,0,,,,
GreatMountainsResolutions,WC_RES_TRADE_TREATY,0,0,,,,
TraitReligiousConvertResolutions,WC_RES_URBAN_DEVELOPMENT,0,0,,,,
FoundingFathersResolutions,WC_RES_WORLD_IDEOLOGY,1,0,,,,
NkisiResolutions,WC_RES_HERITAGE_ORG,1,0,,,,
GreatTurkishBombardResolutions,WC_RES_MERCENARY_COMPANIES,0,0,,,,
TreasureFleetResolutions,WC_RES_TRADE_TREATY,1,0,,,,
MediterraneanColoniesResolutions,WC_RES_MIGRATION_TREATY,1,0,,,,
ElectronicsFactoryResolutions,WC_RES_GLOBAL_ENERGY_TREATY,0,0,,,,
AllRoadToRomeResolutions,WC_RES_TRADE_TREATY,0,0,,,,
ManaResolutions,WC_RES_PATRONAGE,0,0,,,,
EleanorResolutions,WC_RES_HERITAGE_ORG,1,0,,,,
EleanorResolutions,WC_RES_DIPLOVICTORY,1,0,,,,
CityStateProtectorDiscussions,WC_EMERGENCY_CITY_STATE,1,0,,,,
DarwinistDiscussions,WC_EMERGENCY_MILITARY,0,0,,,,
DevoutDiscussions,WC_EMERGENCY_RELIGIOUS,0,0,,,,
EnvironmentalistDiscussions,WC_EMERGENCY_CLIMATE_ACCORDS,1,0,,,,
ExploitativeDiscussions,WC_EMERGENCY_CLIMATE_ACCORDS,0,0,,,,
GreatPersonAdvocateDiscussions,WC_EMERGENCY_WORLD_FAIR,1,0,,,,
GreatPersonAdvocateDiscussions,WC_EMERGENCY_NOBEL_PRIZE_LITERATURE,1,0,,,,
GreatPersonAdvocateDiscussions,WC_EMERGENCY_NOBEL_PRIZE_PEACE,1,0,,,,
GreatPersonAdvocateDiscussions,WC_EMERGENCY_NOBEL_PRIZE_PHYSICS,1,0,,,,
IndustrialistDiscussions,WC_EMERGENCY_CLIMATE_ACCORDS,0,0,,,,
NukeLoverDiscussions,WC_EMERGENCY_NUCLEAR,0,0,,,,
ParanoidDiscussions,WC_EMERGENCY_MILITARY,1,0,,,,
AllyOfEnkiduDiscussions,WC_EMERGENCY_BACKSTAB,1,0,,,,
BackstabAverseDiscussions,WC_EMERGENCY_BACKSTAB,1,0,,,,
CityStateAllyDiscussions,WC_EMERGENCY_CITY_STATE,1,0,,,,
DevoutDiscussions,WC_EMERGENCY_RELIGIOUS,1,0,,,,
DelianLeagueDiscussions,WC_EMERGENCY_CITY_STATE,1,0,,,,
EnthusiasticDiscipleDiscussions,WC_EMERGENCY_RELIGIOUS,0,0,,,,
GreatPersonObessessedDiscussions,WC_EMERGENCY_WORLD_FAIR,1,0,,,,
GreatPersonObessessedDiscussions,WC_EMERGENCY_NOBEL_PRIZE_LITERATURE,1,0,,,,
GreatPersonObessessedDiscussions,WC_EMERGENCY_NOBEL_PRIZE_PEACE,1,0,,,,
GreatPersonObessessedDiscussions,WC_EMERGENCY_NOBEL_PRIZE_PHYSICS,1,0,,,,
IronCrownDiscussions,WC_EMERGENCY_CITY_STATE,0,0,,,,
OptimusPrincepsDiscussions,WC_EMERGENCY_MILITARY,0,0,,,,
PeacekeeperDiscussions,WC_EMERGENCY_NOBEL_PRIZE_PEACE,1,0,,,,
QueenOfNileDiscussions,WC_EMERGENCY_MILITARY,0,0,,,,
WithYourShieldOrOnItDiscussions,WC_EMERGENCY_MILITARY,0,0,,,,
ArchipelagicStateDiscussions,WC_EMERGENCY_CLIMATE_ACCORDS,1,0,,,,
SaintDiscussions,WC_EMERGENCY_RELIGIOUS,0,0,,,,
ShortLifeGloryDiscussions,WC_EMERGENCY_MILITARY,0,0,,,,
BackstabberDiscussions,WC_EMERGENCY_BACKSTAB,0,0,,,,
PerpetuallyOnGuardDiscussions,WC_EMERGENCY_CITY_STATE,1,0,,,,
PerpetuallyOnGuardDiscussions,WC_EMERGENCY_MILITARY,1,0,,,,
FlowerOfScotlandDiscussions,WC_EMERGENCY_BACKSTAB,1,0,,,,
FlowerOfScotlandDiscussions,WC_EMERGENCY_MILITARY,1,0,,,,
HorseLordDiscussions,WC_EMERGENCY_MILITARY,0,0,,,,
HornChestLoinsDiscussions,WC_EMERGENCY_MILITARY,0,0,,,,
MauryaEmpireDiscussions,WC_EMERGENCY_MILITARY,0,0,,,,
NarikalaFortressDiscussions,WC_EMERGENCY_NOBEL_PRIZE_PEACE,1,0,,,,
CheomseongdaeDiscussions,WC_EMERGENCY_SPACE_STATION,1,0,,,,
DemagogueDiscussions,WC_EMERGENCY_MILITARY,1,0,,,,
DemagogueDiscussions,WC_EMERGENCY_CITY_STATE,1,0,,,,
DemagogueDiscussions,WC_EMERGENCY_RELIGIOUS,1,0,,,,
DemagogueDiscussions,WC_EMERGENCY_NUCLEAR,1,0,,,,
DemagogueDiscussions,WC_EMERGENCY_BACKSTAB,1,0,,,,
DemagogueDiscussions,WC_EMERGENCY_REQUEST_AID,1,0,,,,
DemagogueDiscussions,WC_EMERGENCY_NOBEL_PRIZE_LITERATURE,1,0,,,,
DemagogueDiscussions,WC_EMERGENCY_NOBEL_PRIZE_PEACE,1,0,,,,
DemagogueDiscussions,WC_EMERGENCY_NOBEL_PRIZE_PHYSICS,1,0,,,,
DemagogueDiscussions,WC_EMERGENCY_CLIMATE_ACCORDS,1,0,,,,
DemagogueDiscussions,WC_EMERGENCY_WORLD_GAMES,1,0,,,,
DemagogueDiscussions,WC_EMERGENCY_WORLD_FAIR,1,0,,,,
DemagogueDiscussions,WC_EMERGENCY_SPACE_STATION,1,0,,,,
DestinationCivDiscussions,WC_EMERGENCY_WORLD_FAIR,1,0,,,,
DestinationCivDiscussions,WC_EMERGENCY_NOBEL_PRIZE_LITERATURE,1,0,,,,
ExpansionistDiscussions,WC_EMERGENCY_MILITARY,0,0,,,,
FlatEartherDiscussions,WC_EMERGENCY_NOBEL_PRIZE_PHYSICS,0,0,,,,
FlatEartherDiscussions,WC_EMERGENCY_SPACE_STATION,0,0,,,,
IntolerantDiscussions,WC_EMERGENCY_RELIGIOUS,1,0,,,,
LibertarianDiscussions,WC_EMERGENCY_MILITARY,0,0,,,,
LibertarianDiscussions,WC_EMERGENCY_CITY_STATE,0,0,,,,
LibertarianDiscussions,WC_EMERGENCY_RELIGIOUS,0,0,,,,
LibertarianDiscussions,WC_EMERGENCY_NUCLEAR,0,0,,,,
LibertarianDiscussions,WC_EMERGENCY_BACKSTAB,0,0,,,,
LibertarianDiscussions,WC_EMERGENCY_REQUEST_AID,0,0,,,,
LibertarianDiscussions,WC_EMERGENCY_NOBEL_PRIZE_LITERATURE,0,0,,,,
LibertarianDiscussions,WC_EMERGENCY_NOBEL_PRIZE_PEACE,0,0,,,,
LibertarianDiscussions,WC_EMERGENCY_NOBEL_PRIZE_PHYSICS,0,0,,,,
LibertarianDiscussions,WC_EMERGENCY_CLIMATE_ACCORDS,0,0,,,,
LibertarianDiscussions,WC_EMERGENCY_WORLD_GAMES,0,0,,,,
LibertarianDiscussions,WC_EMERGENCY_WORLD_FAIR,0,0,,,,
LibertarianDiscussions,WC_EMERGENCY_SPACE_STATION,0,0,,,,
TurtlerDiscussions,WC_EMERGENCY_MILITARY,1,0,,,,
TurtlerDiscussions,WC_EMERGENCY_NOBEL_PRIZE_PEACE,1,0,,,,
CanadianExpeditionaryDiscussions,WC_EMERGENCY_MILITARY,1,0,,,,
CanadianExpeditionaryDiscussions,WC_EMERGENCY_CITY_STATE,1,0,,,,
CanadianExpeditionaryDiscussions,WC_EMERGENCY_RELIGIOUS,1,0,,,,
CanadianExpeditionaryDiscussions,WC_EMERGENCY_NUCLEAR,1,0,,,,
CanadianExpeditionaryDiscussions,WC_EMERGENCY_BACKSTAB,1,0,,,,
CanadianExpeditionaryDiscussions,WC_EMERGENCY_REQUEST_AID,1,0,,,,
CanadianExpeditionaryDiscussions,WC_EMERGENCY_NOBEL_PRIZE_LITERATURE,1,0,,,,
CanadianExpeditionaryDiscussions,WC_EMERGENCY_NOBEL_PRIZE_PEACE,1,0,,,,
CanadianExpeditionaryDiscussions,WC_EMERGENCY_NOBEL_PRIZE_PHYSICS,1,0,,,,
CanadianExpeditionaryDiscussions,WC_EMERGENCY_CLIMATE_ACCORDS,1,0,,,,
CanadianExpeditionaryDiscussions,WC_EMERGENCY_WORLD_GAMES,1,0,,,,
CanadianExpeditionaryDiscussions,WC_EMERGENCY_WORLD_FAIR,1,0,,,,
CanadianExpeditionaryDiscussions,WC_EMERGENCY_SPACE_STATION,1,0,,,,
KaitiakitangaDiscussions,WC_EMERGENCY_CLIMATE_ACCORDS,1,0,,,,
RavenBannerDiscussions,WC_EMERGENCY_CITY_STATE,1,0,,,,
PatronOfArtsDiscussions,WC_EMERGENCY_WORLD_FAIR,1,0,,,,
PatronOfArtsDiscussions,WC_EMERGENCY_NOBEL_PRIZE_LITERATURE,1,0,,,,
SicilianWarsDiscussions,WC_EMERGENCY_CLIMATE_ACCORDS,1,0,,,,
NobelPrizeDiscussions,WC_EMERGENCY_NOBEL_PRIZE_LITERATURE,1,0,,,,
NobelPrizeDiscussions,WC_EMERGENCY_NOBEL_PRIZE_PEACE,1,0,,,,
NobelPrizeDiscussions,WC_EMERGENCY_NOBEL_PRIZE_PHYSICS,1,0,,,,
EleanorDiscussions,WC_EMERGENCY_WORLD_FAIR,1,0,,,,
EleanorDiscussions,WC_EMERGENCY_NOBEL_PRIZE_LITERATURE,1,0,,,,
MinorCivDistricts,DISTRICT_CANAL,0,0,,,,
MinorCivDistricts,DISTRICT_DAM,0,0,,,,
CleopatraDistricts,DISTRICT_DAM,0,0,,,,
VictoriaTechs,TECH_INDUSTRIALIZATION,1,0,,,,
VictoriaUnits,UNIT_MILITARY_ENGINEER,1,1,,,,
ScienceVictoryProjects,PROJECT_LAUNCH_EARTH_SATELLITE,1,0,,,,
ScienceVictoryProjects,PROJECT_LAUNCH_MOON_LANDING,1,0,,,,
ScienceVictoryProjects,PROJECT_LAUNCH_MARS_BASE,1,0,,,,
ScienceVictoryProjects,PROJECT_LAUNCH_EXOPLANET_EXPEDITION,1,0,,,,
LordOfMinesPseudoYields,PSEUDOYIELD_UNIT_TRADE,1,50,,,,
LordOfMinesYields,YIELD_GOLD,1,25,,,,
MaoriSettlePreferences,Nearest Friendly City,0,8,,,,
CleopatraWonders,BUILDING_GREAT_BATH,0,0,,,,
DidoCivics,CIVIC_POLITICAL_PHILOSOPHY,1,0,,,,
DidoCoastalSettlements,Coastal,0,35,,,,
DidoTechs,TECH_CELESTIAL_NAVIGATION,1,0,,,,
DidoTechs,TECH_SAILING,1,0,,,,
DidoTechs,TECH_CONSTRUCTION,1,0,,,,
EleanorCivics,CIVIC_DRAMA_POETRY,1,0,,,,
EleanorCivics,CIVIC_HUMANISM,1,0,,,,
EleanorDistricts,DISTRICT_THEATER,1,0,,,,
EleanorWonders,BUILDING_ESTADIO_DO_MARACANA,1,0,,,,
EleanorWonders,BUILDING_COLOSSEUM,1,0,,,,
EleanorGreatWorks,PSEUDOYIELD_GREATWORK_SCULPTURE,1,50,,,,
EleanorGreatWorks,PSEUDOYIELD_GREATWORK_PORTRAIT,1,50,,,,
EleanorGreatWorks,PSEUDOYIELD_GREATWORK_LANDSCAPE,1,50,,,,
EleanorGreatWorks,PSEUDOYIELD_GREATWORK_RELIGIOUS,1,50,,,,
EleanorGreatWorks,PSEUDOYIELD_GREATWORK_ARTIFACT,1,50,,,,
EleanorGreatWorks,PSEUDOYIELD_GREATWORK_WRITING,1,50,,,,
EleanorGreatWorks,PSEUDOYIELD_GREATWORK_MUSIC,1,50,,,,
EleanorGreatWorks,PSEUDOYIELD_GREATWORK_RELIC,1,50,,,,
EleanorAlliances,ALLIANCE_CULTURAL,0,0,,,,
KristinaCivics,CIVIC_NATIONALISM,1,0,,,,
KristinaCivics,CIVIC_DIVINE_RIGHT,1,0,,,,
KristinaCivics,CIVIC_HUMANISM,1,0,,,,
KristinaCivics,CIVIC_EXPLORATION,1,0,,,,
KristinaCivics,CIVIC_REFORMED_CHURCH,1,0,,,,
KristinaCivics,CIVIC_DRAMA_POETRY,1,0,,,,
KristinaTechs,TECH_METAL_CASTING,1,0,,,,
KristinaBuildings,BUILDING_MUSEUM_ART,1,0,,,,
KristinaBuildings,BUILDING_MUSEUM_ARTIFACT,1,0,,,,
KristinaBuildings,BUILDING_QUEENS_BIBLIOTHEQUE,1,0,,,,
KristinaWonders,BUILDING_BOLSHOI_THEATRE,1,0,,,,
KristinaWonders,BUILDING_BROADWAY,1,0,,,,
KristinaWonders,BUILDING_GREAT_LIBRARY,1,0,,,,
KristinaWonders,BUILDING_HERMITAGE,1,0,,,,
KristinaWonders,BUILDING_MONT_ST_MICHEL,1,0,,,,
KristinaWonders,BUILDING_OXFORD_UNIVERSITY,1,0,,,,
KristinaWonders,BUILDING_SYDNEY_OPERA_HOUSE,1,0,,,,
KristinaFavor,PSEUDOYIELD_DIPLOMATIC_FAVOR,1,50,,,,
KupeCivics,CIVIC_DRAMA_POETRY,1,0,,,,
KupeCivics,CIVIC_CONSERVATION,1,0,,,,
KupeTechs,TECH_PLASTICS,1,0,,,,
KupeTechs,TECH_CARTOGRAPHY,1,0,,,,
KupeTechs,TECH_FLIGHT,1,0,,,,
LaurierCivics,CIVIC_CONSERVATION,1,0,,,,
LaurierCivics,CIVIC_COLONIALISM,1,0,,,,
LaurierCivics,CIVIC_PROFESSIONAL_SPORTS,1,0,,,,
LaurierWonders,BUILDING_EIFFEL_TOWER,1,0,,,,
LaurierTourism,PSEUDOYIELD_TOURISM,1,20,,,,
LaurierUnits,UNIT_NATURALIST,1,-1,,,,
MansaMusaCivics,CIVIC_GUILDS,1,0,,,,
MansaMusaTechs,TECH_CURRENCY,1,0,,,,
MansaMusaTechs,TECH_STIRRUPS,1,0,,,,
MansaMusaWonders,BUILDING_UNIVERSITY_SANKORE,1,0,,,,
MansaMusaWonders,BUILDING_PETRA,1,0,,,,
MansaMusaWonders,BUILDING_COLOSSUS,1,0,,,,
MansaMusaWonders,BUILDING_BIG_BEN,1,0,,,,
MansaMusaWonders,BUILDING_GREAT_ZIMBABWE,1,0,,,,
MansaMusaGold,YIELD_GOLD,1,20,,,,
MatthiasAlliances,ALLIANCE_MILITARY,1,0,,,,
MatthiasAlliances,ALLIANCE_SCIENTIFIC,1,0,,,,
MatthiasCivics,CIVIC_NATURAL_HISTORY,1,0,,,,
MatthiasTechs,TECH_CASTLES,1,0,,,,
MatthiasTechs,TECH_MILITARY_SCIENCE,1,0,,,,
MatthiasWonders,BUILDING_ORSZAGHAZ,1,0,,,,
MatthiasInflluence,PSEUDOYIELD_INFLUENCE,1,25,,,,
PachacutiCivics,CIVIC_FEUDALISM,1,0,,,,
PachacutiCivics,CIVIC_FOREIGN_TRADE,1,0,,,,
PachacutiTechs,TECH_ENGINEERING,1,0,,,,
PachacutiTechs,TECH_REPLACABLE_PARTS,1,0,,,,
PachacutiTechs,TECH_MACHINERY,1,0,,,,
PachacutiWonders,BUILDING_MACHU_PICCHU,1,0,,,,
SuliemanCivics,CIVIC_MEDIEVAL_FAIRES,1,0,,,,
SuliemanTechs,CIVIC_GAMES_RECREATION,1,0,,,,
SuliemanTechs,TECH_BANKING,1,0,,,,
SuliemanTechs,TECH_GUNPOWER,1,0,,,,
SuliemanGovernor,PSEUDOYIELD_GOVERNOR,1,50,,,,
SuliemanUnits,PROMOTION_CLASS_SIEGE,1,1,,,,
RooseveltWonders,BUILDING_PANAMA_CANAL,1,0,,,,
BullMooseEnvironmentPreference,PSEUDOYIELD_ENVIRONMENT,1,15,,,,
BullMooseResolutions,WC_RES_DEFORESTATION_TREATY,1,0,,,,
BullMooseResolutions,WC_RES_GLOBAL_ENERGY_TREATY,1,0,,,,
BullMooseDiscussions,WC_EMERGENCY_CLIMATE_ACCORDS,1,0,,,,
ElizabethPseudoYields,PSEUDOYIELD_UNIT_TRADE,1,50,,,,
ElizabethYields,YIELD_GOLD,1,25,,,,
SagaPreference,DIPLOACTION_DECLARE_PROTECTORATE_WAR,1,0,,,,
IndustrialRevolutionPreference,YIELD_PRODUCTION,1,20,,,,
VictoriaAltWonders,BUILDING_RUHR_VALLEY,1,0,,,,
VictoriaAltWonders,BUILDING_VENETIAN_ARSENAL,1,0,,,,
ElizabethWonders,BUILDING_COLOSSUS,1,0,,,,
ElizabethWonders,BUILDING_GREAT_ZIMBABWE,1,0,,,,
ElizabethWonders,BUILDING_VENTIAN_ARSENAL,1,0,,,,
VictoriaAltCivics,CIVIC_EXPLORATION,1,0,,,,
VictoriaAltCivics,CIVIC_COLONIALISM,1,0,,,,
VictoriaAltCivics,CIVIC_MERCANTILISM,1,0,,,,
ElizabethCivics,CIVIC_EXPLORATION,1,0,,,,
ElizabethCivics,CIVIC_COLONIALISM,1,0,,,,
ElizabethCivics,CIVIC_MERCANTILISM,1,0,,,,
VictoriaAltTechs,TECH_CELESTIAL_NAVIGATION,1,0,,,,
ElizabethTechs,TECH_CELESTIAL_NAVIGATION,1,0,,,,
HaraldAltWonders,BUILDING_GREAT_LIGHTHOUSE,1,0,,,,
HaraldAltWonders,BUILDING_VENETIAN_ARSENAL,1,0,,,,
HaraldAltEnvoys,PSEUDOYIELD_INFLUENCE,1,30,,,,
HaraldAltCivics,CIVIC_MILITARY_TRAINING,1,0,,,,
HaraldAltCivics,CIVIC_THEOLOGY,1,0,,,,
HaraldAltCivics,CIVIC_MERCENARIES,1,0,,,,
HaraldAltTechs,TECH_SAILING,1,0,,,,
HaraldAltTechs,TECH_ASTROLOGY,1,0,,,,
HaraldAltTechs,TECH_SHIPBUILDING,1,0,,,,
HaraldAltTechs,TECH_MILITARY_TACTICS,1,0,,,,
TradeAgreementResolutions,WC_RES_TRADE_TREATY,1,0,,,,
SagaResolutions,WC_RES_SOVEREIGNTY,0,0,,,,
SagaDiscussions,WC_EMERGENCY_CITY_STATE,1,0,,,,
IndustrialRevolutionResolutions,WC_RES_DEFORESTATION_TREATY,0,0,,,,
IndustrialRevolutionResolutions,WC_RES_GLOBAL_ENERGY_TREATY,0,0,,,,
IndustrialRevolutionDiscussions,WC_EMERGENCY_CLIMATE_ACCORDS,0,0,,,,
LincolnWonders,BUILDING_RUHR_VALLEY,1,0,,,,
LincolnCivics,CIVIC_POLITICAL_PHILOSOPHY,1,0,,,,
LincolnTechs,TECH_APPRENTICESHIP,1,0,,,,
LincolnTechs,TECH_INDUSTRIALIZATION,1,0,,,,
LincolnTechs,TECH_ELECTRICITY,1,0,,,,
LincolnCivics,CIVIC_DIVINE_RIGHT,1,0,,,,
LincolnCivics,CIVIC_SUFFRAGE,1,0,,,,
SettleOneContinent,Foreign Continent,0,-50,,,,
NzingaWonders,BUILDING_HANGING_GARDENS,1,0,,,,
NzingaWonders,BUILDING_CHICHEN_ITZA,1,0,,,,
NzingaWonders,BUILDING_OXFORD_UNIVERSITY,1,0,,,,
NzingaWonders,BUILDING_HERMITAGE,1,0,,,,
NzingaWonders,BUILDING_BOLSHOI_THEATRE,1,0,,,,
NzingaWonders,BUILDING_BROADWAY,1,0,,,,
NzingaWonders,BUILDING_SYDNEY_OPERA_HOUSE,1,0,,,,
NzingaWonders,CIVIC_DRAMA_POETRY,1,0,,,,
