Type,SubType,Initiator,Leader,Mood,StatementText,ReasonText,LeaderAnimation,SceneEffect,Selections
WARNING_STOP_DIGGING_UP_ARTIFACTS,POSITIVE,HUMAN,ANY,UNHAPPY,LOC_DIPLO_WARNING_STOP_DIGGING_UP_ARTIFACTS_AI_RESPONSE_POSITIVE_$(LEADER)_$(MOOD),,UNHAPPY_POSITIVE,,WARNING_STOP_DIGGING_UP_ARTIFACTS_EXIT
WARNING_STOP_DIGGING_UP_ARTIFACTS,NEGATIVE,HUMAN,ANY,ANY,LOC_DIPLO_WARNING_STOP_DIGGING_UP_ARTIFACTS_AI_RESPONSE_NEGATIVE_$(LEADER)_$(MOOD),,NEUTRAL_NEGATIVE,,WARNING_STOP_DIGGING_UP_ARTIFACTS_EXIT
WARNING_STOP_DIGGING_UP_ARTIFACTS,NEGATIVE,HUMAN,ANY,HAPPY,LOC_DIPLO_WARNING_STOP_DIGGING_UP_ARTIFACTS_AI_RESPONSE_NEGATIVE_$(LEADER)_$(MOOD),,HAPPY_NEGATIVE,,WARNING_STOP_DIGGING_UP_ARTIFACTS_EXIT
WARNING_STOP_DIGGING_UP_ARTIFACTS,NEGATIVE,HUMAN,ANY,UNHAPPY,LOC_DIPLO_WARNING_STOP_DIGGING_UP_ARTIFACTS_AI_RESPONSE_NEGATIVE_$(LEADER)_$(MOOD),,UNHAPPY_NEGATIVE,,WARNING_STOP_DIGGING_UP_ARTIFACTS_EXIT
WARNING_STOP_DIGGING_UP_ARTIFACTS,NONE,HUMAN,ANY,ANY,LOC_DIPLO_WARNING_STOP_DIGGING_UP_ARTIFACTS_$(LEADER)_$(MOOD),,NEUTRAL_NEGATIVE,,WARNING_STOP_DIGGING_UP_ARTIFACTS_EXIT
WARNING_STOP_DIGGING_UP_ARTIFACTS,NONE,AI,ANY,ANY,LOC_DIPLO_WARNING_STOP_DIGGING_UP_ARTIFACTS_$(LEADER)_$(MOOD),,NEUTRAL_NEGATIVE,,WARNING_STOP_DIGGING_UP_ARTIFACTS_FROM_AI
WARNING_STOP_DIGGING_UP_ARTIFACTS,NONE,AI,ANY,HAPPY,LOC_DIPLO_WARNING_STOP_DIGGING_UP_ARTIFACTS_$(LEADER)_$(MOOD),,HAPPY_NEGATIVE,,WARNING_STOP_DIGGING_UP_ARTIFACTS_FROM_AI
WARNING_STOP_DIGGING_UP_ARTIFACTS,NONE,AI,ANY,UNHAPPY,LOC_DIPLO_WARNING_STOP_DIGGING_UP_ARTIFACTS_$(LEADER)_$(MOOD),,UNHAPPY_NEGATIVE,,WARNING_STOP_DIGGING_UP_ARTIFACTS_FROM_AI
WARNING_STOP_DIGGING_UP_ARTIFACTS,POSITIVE,AI,ANY,ANY,LOC_DIPLO_WARNING_STOP_DIGGING_UP_ARTIFACTS_HUMAN_RESPONSE_POSITIVE_$(LEADER)_$(MOOD),,NEUTRAL_POSITIVE,,WARNING_STOP_DIGGING_UP_ARTIFACTS_EXIT
WARNING_STOP_DIGGING_UP_ARTIFACTS,POSITIVE,AI,ANY,HAPPY,LOC_DIPLO_WARNING_STOP_DIGGING_UP_ARTIFACTS_HUMAN_RESPONSE_POSITIVE_$(LEADER)_$(MOOD),,HAPPY_POSITIVE,,WARNING_STOP_DIGGING_UP_ARTIFACTS_EXIT
WARNING_STOP_DIGGING_UP_ARTIFACTS,POSITIVE,AI,ANY,UNHAPPY,LOC_DIPLO_WARNING_STOP_DIGGING_UP_ARTIFACTS_HUMAN_RESPONSE_POSITIVE_$(LEADER)_$(MOOD),,UNHAPPY_POSITIVE,,WARNING_STOP_DIGGING_UP_ARTIFACTS_EXIT
WARNING_STOP_DIGGING_UP_ARTIFACTS,NEGATIVE,AI,ANY,ANY,LOC_DIPLO_WARNING_STOP_DIGGING_UP_ARTIFACTS_HUMAN_RESPONSE_NEGATIVE_$(LEADER)_$(MOOD),,NEUTRAL_NEGATIVE,,WARNING_STOP_DIGGING_UP_ARTIFACTS_EXIT
WARNING_STOP_DIGGING_UP_ARTIFACTS,NEGATIVE,AI,ANY,HAPPY,LOC_DIPLO_WARNING_STOP_DIGGING_UP_ARTIFACTS_HUMAN_RESPONSE_NEGATIVE_$(LEADER)_$(MOOD),,HAPPY_NEGATIVE,,WARNING_STOP_DIGGING_UP_ARTIFACTS_EXIT
WARNING_STOP_DIGGING_UP_ARTIFACTS,NEGATIVE,AI,ANY,UNHAPPY,LOC_DIPLO_WARNING_STOP_DIGGING_UP_ARTIFACTS_HUMAN_RESPONSE_NEGATIVE_$(LEADER)_$(MOOD),,UNHAPPY_NEGATIVE,,WARNING_STOP_DIGGING_UP_ARTIFACTS_EXIT
WARNING_STOP_CONVERTING_MY_CITIES,POSITIVE,HUMAN,ANY,ANY,LOC_DIPLO_WARNING_STOP_CONVERTING_MY_CITIES_AI_RESPONSE_POSITIVE_$(LEADER)_$(MOOD),,NEUTRAL_POSITIVE,,WARNING_STOP_CONVERTING_MY_CITIES_EXIT
WARNING_STOP_CONVERTING_MY_CITIES,POSITIVE,HUMAN,ANY,HAPPY,LOC_DIPLO_WARNING_STOP_CONVERTING_MY_CITIES_AI_RESPONSE_POSITIVE_$(LEADER)_$(MOOD),,HAPPY_POSITIVE,,WARNING_STOP_CONVERTING_MY_CITIES_EXIT
WARNING_STOP_CONVERTING_MY_CITIES,POSITIVE,HUMAN,ANY,UNHAPPY,LOC_DIPLO_WARNING_STOP_CONVERTING_MY_CITIES_AI_RESPONSE_POSITIVE_$(LEADER)_$(MOOD),,UNHAPPY_POSITIVE,,WARNING_STOP_CONVERTING_MY_CITIES_EXIT
WARNING_STOP_CONVERTING_MY_CITIES,NEGATIVE,HUMAN,ANY,ANY,LOC_DIPLO_WARNING_STOP_CONVERTING_MY_CITIES_AI_RESPONSE_NEGATIVE_$(LEADER)_$(MOOD),,NEUTRAL_NEGATIVE,,WARNING_STOP_CONVERTING_MY_CITIES_EXIT
WARNING_STOP_CONVERTING_MY_CITIES,NEGATIVE,HUMAN,ANY,HAPPY,LOC_DIPLO_WARNING_STOP_CONVERTING_MY_CITIES_AI_RESPONSE_NEGATIVE_$(LEADER)_$(MOOD),,HAPPY_NEGATIVE,,WARNING_STOP_CONVERTING_MY_CITIES_EXIT
WARNING_STOP_CONVERTING_MY_CITIES,NEGATIVE,HUMAN,ANY,UNHAPPY,LOC_DIPLO_WARNING_STOP_CONVERTING_MY_CITIES_AI_RESPONSE_NEGATIVE_$(LEADER)_$(MOOD),,UNHAPPY_NEGATIVE,,WARNING_STOP_CONVERTING_MY_CITIES_EXIT
WARNING_STOP_CONVERTING_MY_CITIES,NONE,HUMAN,ANY,ANY,LOC_DIPLO_WARNING_STOP_CONVERTING_MY_CITIES_$(LEADER)_$(MOOD),,NEUTRAL_NEGATIVE,,WARNING_STOP_CONVERTING_MY_CITIES_EXIT
WARNING_STOP_CONVERTING_MY_CITIES,NONE,AI,ANY,ANY,LOC_DIPLO_WARNING_STOP_CONVERTING_MY_CITIES_$(LEADER)_$(MOOD),,NEUTRAL_NEGATIVE,,WARNING_STOP_CONVERTING_MY_CITIES_FROM_AI
WARNING_STOP_CONVERTING_MY_CITIES,NONE,AI,ANY,HAPPY,LOC_DIPLO_WARNING_STOP_CONVERTING_MY_CITIES_$(LEADER)_$(MOOD),,HAPPY_NEGATIVE,,WARNING_STOP_CONVERTING_MY_CITIES_FROM_AI
WARNING_STOP_CONVERTING_MY_CITIES,NONE,AI,ANY,UNHAPPY,LOC_DIPLO_WARNING_STOP_CONVERTING_MY_CITIES_$(LEADER)_$(MOOD),,UNHAPPY_NEGATIVE,,WARNING_STOP_CONVERTING_MY_CITIES_FROM_AI
WARNING_STOP_CONVERTING_MY_CITIES,POSITIVE,AI,ANY,ANY,LOC_DIPLO_WARNING_STOP_CONVERTING_MY_CITIES_HUMAN_RESPONSE_POSITIVE_$(LEADER)_$(MOOD),,NEUTRAL_POSITIVE,,WARNING_STOP_CONVERTING_MY_CITIES_EXIT
WARNING_STOP_CONVERTING_MY_CITIES,POSITIVE,AI,ANY,HAPPY,LOC_DIPLO_WARNING_STOP_CONVERTING_MY_CITIES_HUMAN_RESPONSE_POSITIVE_$(LEADER)_$(MOOD),,HAPPY_POSITIVE,,WARNING_STOP_CONVERTING_MY_CITIES_EXIT
WARNING_STOP_CONVERTING_MY_CITIES,POSITIVE,AI,ANY,UNHAPPY,LOC_DIPLO_WARNING_STOP_CONVERTING_MY_CITIES_HUMAN_RESPONSE_POSITIVE_$(LEADER)_$(MOOD),,UNHAPPY_POSITIVE,,WARNING_STOP_CONVERTING_MY_CITIES_EXIT
WARNING_STOP_CONVERTING_MY_CITIES,NEGATIVE,AI,ANY,ANY,LOC_DIPLO_WARNING_STOP_CONVERTING_MY_CITIES_HUMAN_RESPONSE_NEGATIVE_$(LEADER)_$(MOOD),,NEUTRAL_NEGATIVE,,WARNING_STOP_CONVERTING_MY_CITIES_EXIT
WARNING_STOP_CONVERTING_MY_CITIES,NEGATIVE,AI,ANY,HAPPY,LOC_DIPLO_WARNING_STOP_CONVERTING_MY_CITIES_HUMAN_RESPONSE_NEGATIVE_$(LEADER)_$(MOOD),,HAPPY_NEGATIVE,,WARNING_STOP_CONVERTING_MY_CITIES_EXIT
WARNING_STOP_CONVERTING_MY_CITIES,NEGATIVE,AI,ANY,UNHAPPY,LOC_DIPLO_WARNING_STOP_CONVERTING_MY_CITIES_HUMAN_RESPONSE_NEGATIVE_$(LEADER)_$(MOOD),,UNHAPPY_NEGATIVE,,WARNING_STOP_CONVERTING_MY_CITIES_EXIT
DECLARE_GOLDEN_AGE_WAR,NONE,HUMAN,ANY,ANY,LOC_DIPLO_DECLARE_WAR_FROM_HUMAN_$(LEADER)_$(MOOD),,DECLARE_WAR_FROM_HUMAN,HOSTILE,DECLARE_WAR_FROM_HUMAN
DECLARE_GOLDEN_AGE_WAR,NONE,AI,ANY,ANY,LOC_DIPLO_DECLARE_WAR_FROM_AI_$(LEADER)_$(MOOD),LOC_DIPLO_DECLARE_WAR_FROM_AI_$(LEADER)_GOLDEN_AGE_WAR,DECLARE_WAR_FROM_AI,HOSTILE,DECLARE_WAR_FROM_AI
DECLARE_EMERGENCY_WAR,NONE,HUMAN,ANY,ANY,LOC_DIPLO_DECLARE_WAR_FROM_HUMAN_$(LEADER)_$(MOOD),LOC_DIPLO_DECLARE_WAR_FROM_AI_$(LEADER)_EMERGENCY_WAR,DECLARE_WAR_FROM_HUMAN,HOSTILE,DECLARE_WAR_FROM_HUMAN
DECLARE_EMERGENCY_WAR,NONE,AI,ANY,ANY,LOC_DIPLO_DECLARE_WAR_FROM_AI_$(LEADER)_$(MOOD),LOC_DIPLO_DECLARE_WAR_FROM_AI_$(LEADER)_EMERGENCY_WAR,DECLARE_WAR_FROM_AI,HOSTILE,DECLARE_WAR_FROM_AI
DECLARE_WAR_OF_RETRIBUTION,NONE,HUMAN,ANY,ANY,LOC_DIPLO_DECLARE_WAR_FROM_HUMAN_$(LEADER)_$(MOOD),,DECLARE_WAR_FROM_HUMAN,HOSTILE,DECLARE_WAR_FROM_HUMAN
DECLARE_WAR_OF_RETRIBUTION,NONE,AI,ANY,ANY,LOC_DIPLO_DECLARE_WAR_FROM_AI_$(LEADER)_$(MOOD),LOC_DIPLO_DECLARE_WAR_FROM_AI_$(LEADER)_WAR_OF_RETRIBUTION,DECLARE_WAR_FROM_AI,HOSTILE,DECLARE_WAR_FROM_AI
DECLARE_IDEOLOGICAL_WAR,NONE,HUMAN,ANY,ANY,LOC_DIPLO_DECLARE_WAR_FROM_HUMAN_$(LEADER)_$(MOOD),,DECLARE_WAR_FROM_HUMAN,HOSTILE,DECLARE_WAR_FROM_HUMAN
DECLARE_IDEOLOGICAL_WAR,NONE,AI,ANY,ANY,LOC_DIPLO_DECLARE_WAR_FROM_AI_$(LEADER)_$(MOOD),LOC_DIPLO_DECLARE_WAR_FROM_AI_$(LEADER)_IDEOLOGICAL_WAR,DECLARE_WAR_FROM_AI,HOSTILE,DECLARE_WAR_FROM_AI
DECLARE_JOINT_GOLDEN_AGE_WAR,NONE,HUMAN,ANY,ANY,LOC_DIPLO_DECLARE_WAR_FROM_HUMAN_$(LEADER)_$(MOOD),,DECLARE_WAR_FROM_HUMAN,HOSTILE,DECLARE_WAR_FROM_HUMAN
DECLARE_JOINT_GOLDEN_AGE_WAR,NONE,AI,ANY,ANY,LOC_DIPLO_DECLARE_WAR_FROM_AI_$(LEADER)_$(MOOD),LOC_DIPLO_DECLARE_WAR_FROM_AI_$(LEADER)_JOINT_GOLDEN_AGE_WAR,DECLARE_WAR_FROM_AI,HOSTILE,DECLARE_WAR_FROM_AI
DECLARE_JOINT_WAR_OF_RETRIBUTION,NONE,HUMAN,ANY,ANY,LOC_DIPLO_DECLARE_WAR_FROM_HUMAN_$(LEADER)_$(MOOD),,DECLARE_WAR_FROM_HUMAN,HOSTILE,DECLARE_WAR_FROM_HUMAN
DECLARE_JOINT_WAR_OF_RETRIBUTION,NONE,AI,ANY,ANY,LOC_DIPLO_DECLARE_WAR_FROM_AI_$(LEADER)_$(MOOD),LOC_DIPLO_DECLARE_WAR_FROM_AI_$(LEADER)_JOINT_WAR_OF_RETRIBUTION,DECLARE_WAR_FROM_AI,HOSTILE,DECLARE_WAR_FROM_AI
DECLARE_JOINT_IDEOLOGICAL_WAR,NONE,HUMAN,ANY,ANY,LOC_DIPLO_DECLARE_WAR_FROM_HUMAN_$(LEADER)_$(MOOD),,DECLARE_WAR_FROM_HUMAN,HOSTILE,DECLARE_WAR_FROM_HUMAN
DECLARE_JOINT_IDEOLOGICAL_WAR,NONE,AI,ANY,ANY,LOC_DIPLO_DECLARE_WAR_FROM_AI_$(LEADER)_$(MOOD),LOC_DIPLO_DECLARE_WAR_FROM_AI_$(LEADER)_JOINT_IDEOLOGICAL_WAR,DECLARE_WAR_FROM_AI,HOSTILE,DECLARE_WAR_FROM_AI
RENEW_ALLIANCE,NONE,HUMAN,ANY,ANY,LOC_DIPLO_RENEW_ALLIANCE_FROM_AI_$(LEADER)_$(MOOD),,HAPPY_POSITIVE,,RENEW_ALLIANCE_FROM_AI
RENEW_ALLIANCE,NONE,AI,ANY,ANY,LOC_DIPLO_RENEW_ALLIANCE_FROM_AI_$(LEADER)_$(MOOD),,HAPPY_POSITIVE,,RENEW_ALLIANCE_FROM_AI
RENEW_ALLIANCE,AI_ACCEPT_DEAL,HUMAN,ANY,ANY,LOC_DIPLO_ACCEPT_RENEW_ALLIANCE_FROM_HUMAN_$(LEADER)_$(MOOD),,HAPPY_POSITIVE,,RENEW_ALLIANCE_FROM_HUMAN
RENEW_ALLIANCE,AI_REFUSE_DEAL,HUMAN,ANY,ANY,LOC_DIPLO_REJECT_RENEW_ALLIANCE_FROM_HUMAN_$(LEADER)_$(MOOD),,HAPPY_NEGATIVE,,RENEW_ALLIANCE_FROM_HUMAN
RENEW_ALLIANCE,HUMAN_ACCEPT_DEAL,AI,ANY,ANY,LOC_DIPLO_ACCEPT_RENEW_ALLIANCE_FROM_AI_$(LEADER)_$(MOOD),,HAPPY_POSITIVE,,RENEW_ALLIANCE_FROM_HUMAN
RENEW_ALLIANCE,HUMAN_REFUSE_DEAL,AI,ANY,ANY,LOC_DIPLO_REJECT_RENEW_ALLIANCE_FROM_AI_$(LEADER)_$(MOOD),,HAPPY_NEGATIVE,,RENEW_ALLIANCE_EXIT
