GreatPersonIndividualType,Name,GreatPersonClassType,EraType,ActionCharges,ActionRequiresOwnedTile,ActionRequiresUnownedTile,ActionRequiresAdjacentMountain,ActionRequiresAdjacentOwnedTile,ActionRequiresAdjacentBarbarianUnit,ActionRequiresOnOrAdjacentNaturalWonder,ActionRequiresOnOrAdjacentFeatureType,ActionRequiresIncompleteWonder,ActionRequiresIncompleteSpaceRaceProject,ActionRequiresVisibleLuxury,ActionRequiresNoMilitaryUnit,ActionRequiresPlayerRelicSlot,ActionRequiresMilitaryUnitDomain,ActionRequiresUnitMilitaryFormation,ActionRequiresNearbyUnitWithTagA,ActionRequiresNearbyUnitWithTagB,ActionRequiresLandMilitaryUnitWithinXTiles,ActionRequiresEnemyMilitaryUnitWithinXTiles,ActionRequiresCityGreatWorkObjectType,ActionRequiresCompletedDistrictType,ActionRequiresMissingBuildingType,ActionRequiresGoldCost,ActionNameTextOverride,ActionEffectTextOverride,ActionEffectTileHighlighting,BirthNameTextOverride,BirthEffectTextOverride,AreaHighlightRadius,Gender,ActionRequiresEnemyTerritory,ActionRequiresCityStateTerritory,ActionRequiresNonHostileTerritory,ActionRequiresSuzerainTerritory,ActionRequiresUnitCanGainExperience
GREAT_PERSON_INDIVIDUAL_ERWIN_SCHRODINGER,LOC_GREAT_PERSON_INDIVIDUAL_ERWIN_SCHRODINGER_NAME,GREAT_PERSON_CLASS_SCIENTIST,ERA_ATOMIC,1,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,DISTRICT_CAMPUS,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_ABDUS_SALAM,LOC_GREAT_PERSON_INDIVIDUAL_ABDUS_SALAM_NAME,GREAT_PERSON_CLASS_SCIENTIST,ERA_INFORMATION,1,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,DISTRICT_CAMPUS,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_CARL_SAGAN,LOC_GREAT_PERSON_INDIVIDUAL_CARL_SAGAN_NAME,GREAT_PERSON_CLASS_SCIENTIST,ERA_INFORMATION,1,1,0,0,0,0,0,,0,1,0,0,0,,,,,,,,DISTRICT_SPACEPORT,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_STEPHANIE_KWOLEK,LOC_GREAT_PERSON_INDIVIDUAL_STEPHANIE_KWOLEK_NAME,GREAT_PERSON_CLASS_SCIENTIST,ERA_INFORMATION,1,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,DISTRICT_SPACEPORT,,,,,1,,,,F,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_BHASA,LOC_GREAT_PERSON_INDIVIDUAL_BHASA_NAME,GREAT_PERSON_CLASS_WRITER,ERA_CLASSICAL,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_HOMER,LOC_GREAT_PERSON_INDIVIDUAL_HOMER_NAME,GREAT_PERSON_CLASS_WRITER,ERA_CLASSICAL,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_OVID,LOC_GREAT_PERSON_INDIVIDUAL_OVID_NAME,GREAT_PERSON_CLASS_WRITER,ERA_CLASSICAL,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_QU_YUAN,LOC_GREAT_PERSON_INDIVIDUAL_QU_YUAN_NAME,GREAT_PERSON_CLASS_WRITER,ERA_CLASSICAL,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_GEOFFREY_CHAUCER,LOC_GREAT_PERSON_INDIVIDUAL_GEOFFREY_CHAUCER_NAME,GREAT_PERSON_CLASS_WRITER,ERA_MEDIEVAL,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_LI_BAI,LOC_GREAT_PERSON_INDIVIDUAL_LI_BAI_NAME,GREAT_PERSON_CLASS_WRITER,ERA_MEDIEVAL,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_MURASAKI_SHIKIBU,LOC_GREAT_PERSON_INDIVIDUAL_MURASAKI_SHIKIBU_NAME,GREAT_PERSON_CLASS_WRITER,ERA_MEDIEVAL,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,F,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_MARGARET_CAVENDISH,LOC_GREAT_PERSON_INDIVIDUAL_MARGARET_CAVENDISH_NAME,GREAT_PERSON_CLASS_WRITER,ERA_RENAISSANCE,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,F,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_MIGUEL_DE_CERVANTES,LOC_GREAT_PERSON_INDIVIDUAL_MIGUEL_DE_CERVANTES_NAME,GREAT_PERSON_CLASS_WRITER,ERA_RENAISSANCE,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_NICCOLO_MACHIAVELLI,LOC_GREAT_PERSON_INDIVIDUAL_NICCOLO_MACHIAVELLI_NAME,GREAT_PERSON_CLASS_WRITER,ERA_RENAISSANCE,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_WILLIAM_SHAKESPEARE,LOC_GREAT_PERSON_INDIVIDUAL_WILLIAM_SHAKESPEARE_NAME,GREAT_PERSON_CLASS_WRITER,ERA_RENAISSANCE,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_MARIE_CATHERINE_D_AULNOY,LOC_GREAT_PERSON_INDIVIDUAL_MARIE_CATHERINE_D_AULNOY_NAME,GREAT_PERSON_CLASS_WRITER,ERA_RENAISSANCE,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,F,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_ALEXANDER_PUSHKIN,LOC_GREAT_PERSON_INDIVIDUAL_ALEXANDER_PUSHKIN_NAME,GREAT_PERSON_CLASS_WRITER,ERA_INDUSTRIAL,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_EDGAR_ALLEN_POE,LOC_GREAT_PERSON_INDIVIDUAL_EDGAR_ALLEN_POE_NAME,GREAT_PERSON_CLASS_WRITER,ERA_INDUSTRIAL,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_JANE_AUSTEN,LOC_GREAT_PERSON_INDIVIDUAL_JANE_AUSTEN_NAME,GREAT_PERSON_CLASS_WRITER,ERA_INDUSTRIAL,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,F,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_JOHANN_WOLFGANG_VON_GOETHE,LOC_GREAT_PERSON_INDIVIDUAL_JOHANN_WOLFGANG_VON_GOETHE_NAME,GREAT_PERSON_CLASS_WRITER,ERA_INDUSTRIAL,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_MARY_SHELLEY,LOC_GREAT_PERSON_INDIVIDUAL_MARY_SHELLEY_NAME,GREAT_PERSON_CLASS_WRITER,ERA_INDUSTRIAL,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,F,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_JAMES_JOYCE,LOC_GREAT_PERSON_INDIVIDUAL_JAMES_JOYCE_NAME,GREAT_PERSON_CLASS_WRITER,ERA_MODERN,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_EMILY_DICKINSON,LOC_GREAT_PERSON_INDIVIDUAL_EMILY_DICKINSON_NAME,GREAT_PERSON_CLASS_WRITER,ERA_MODERN,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,F,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_LEO_TOLSTOY,LOC_GREAT_PERSON_INDIVIDUAL_LEO_TOLSTOY_NAME,GREAT_PERSON_CLASS_WRITER,ERA_MODERN,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_MARK_TWAIN,LOC_GREAT_PERSON_INDIVIDUAL_MARK_TWAIN_NAME,GREAT_PERSON_CLASS_WRITER,ERA_MODERN,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_F_SCOTT_FITZGERALD,LOC_GREAT_PERSON_INDIVIDUAL_F_SCOTT_FITZGERALD_NAME,GREAT_PERSON_CLASS_WRITER,ERA_MODERN,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_HG_WELLS,LOC_GREAT_PERSON_INDIVIDUAL_HG_WELLS_NAME,GREAT_PERSON_CLASS_WRITER,ERA_ATOMIC,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_RABINDRANATH_TAGORE,LOC_GREAT_PERSON_INDIVIDUAL_RABINDRANATH_TAGORE_NAME,GREAT_PERSON_CLASS_WRITER,ERA_ATOMIC,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_KAREL_CAPEK,LOC_GREAT_PERSON_INDIVIDUAL_KAREL_CAPEK_NAME,GREAT_PERSON_CLASS_WRITER,ERA_INFORMATION,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_FERDINAND_MAGELLAN,LOC_GREAT_PERSON_INDIVIDUAL_FERDINAND_MAGELLAN_NAME,GREAT_PERSON_CLASS_ADMIRAL,ERA_RENAISSANCE,1,0,0,0,0,0,0,,0,0,1,0,0,,,,,,,,,,,LOC_GREATPERSON_ACTION_NAME_RETIRE,,1,,,2.0,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_TOGO_HEIHACHIRO,LOC_GREAT_PERSON_INDIVIDUAL_TOGO_HEIHACHIRO_NAME,GREAT_PERSON_CLASS_ADMIRAL,ERA_MODERN,1,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,DISTRICT_HARBOR,,,LOC_GREATPERSON_ACTION_NAME_RETIRE,,1,,,2.0,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_TIMUR,LOC_GREAT_PERSON_INDIVIDUAL_TIMUR_NAME,GREAT_PERSON_CLASS_GENERAL,ERA_MEDIEVAL,1,0,0,0,0,0,0,,0,0,0,0,0,DOMAIN_LAND,,,,,,,,,,LOC_GREATPERSON_ACTION_NAME_RETIRE,,0,,,2.0,M,0,0,0,0,1
GREAT_PERSON_INDIVIDUAL_SUDIRMAN,LOC_GREAT_PERSON_INDIVIDUAL_SUDIRMAN_NAME,GREAT_PERSON_CLASS_GENERAL,ERA_ATOMIC,1,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,DISTRICT_CITY_CENTER,,,LOC_GREATPERSON_ACTION_NAME_RETIRE,,1,,,2.0,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_COMMANDANTE_JOSE_DE_SUCRE,LOC_GREAT_PERSON_INDIVIDUAL_COMMANDANTE_JOSE_DE_SUCRE_NAME,GREAT_PERSON_CLASS_COMANDANTE_GENERAL,ERA_ANCIENT,1,0,0,0,0,0,0,,0,0,0,1,0,,,,,,,,,,,LOC_GREATPERSON_ACTION_NAME_RETIRE,,0,,,2.0,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_COMMANDANTE_PAULA_SANTANDER,LOC_GREAT_PERSON_INDIVIDUAL_COMMANDANTE_PAULA_SANTANDER_NAME,GREAT_PERSON_CLASS_COMANDANTE_GENERAL,ERA_ANCIENT,1,0,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,LOC_GREATPERSON_ACTION_NAME_RETIRE,,0,,,2.0,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_COMMANDANTE_ANTONIO_PAEZ,LOC_GREAT_PERSON_INDIVIDUAL_COMMANDANTE_ANTONIO_PAEZ_NAME,GREAT_PERSON_CLASS_COMANDANTE_GENERAL,ERA_ANCIENT,1,0,0,0,0,0,0,,0,0,0,0,0,,,CLASS_LIGHT_CAVALRY,CLASS_HEAVY_CAVALRY,,,,,,,LOC_GREATPERSON_ACTION_NAME_RETIRE,,0,,,2.0,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_COMMANDANTE_URDANETA,LOC_GREAT_PERSON_INDIVIDUAL_COMMANDANTE_URDANETA_NAME,GREAT_PERSON_CLASS_COMANDANTE_GENERAL,ERA_ANCIENT,1,0,0,0,0,0,0,,0,0,0,0,0,,,,,2.0,,,,,,LOC_GREATPERSON_ACTION_NAME_RETIRE,,0,,,2.0,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_COMMANDANTE_MARINO,LOC_GREAT_PERSON_INDIVIDUAL_COMMANDANTE_MARINO_NAME,GREAT_PERSON_CLASS_COMANDANTE_GENERAL,ERA_ANCIENT,1,0,0,0,0,0,0,,0,0,0,0,0,,,CLASS_MELEE,CLASS_ANTI_CAVALRY,,,,,,,LOC_GREATPERSON_ACTION_NAME_RETIRE,,0,,,2.0,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_COMMANDANTE_MACGREGOR,LOC_GREAT_PERSON_INDIVIDUAL_COMMANDANTE_MACGREGOR_NAME,GREAT_PERSON_CLASS_COMANDANTE_GENERAL,ERA_ANCIENT,1,0,0,0,0,0,0,,0,0,0,0,0,DOMAIN_LAND,,,,,,,,,,LOC_GREATPERSON_ACTION_NAME_RETIRE,,0,,,2.0,M,0,0,0,0,1
GREAT_PERSON_INDIVIDUAL_COMMANDANTE_PIAR,LOC_GREAT_PERSON_INDIVIDUAL_COMMANDANTE_PIAR_NAME,GREAT_PERSON_CLASS_COMANDANTE_GENERAL,ERA_ANCIENT,1,0,0,0,0,0,0,,0,0,0,0,0,DOMAIN_LAND,,,,,,,,,,LOC_GREATPERSON_ACTION_NAME_RETIRE,,0,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_COMMANDANTE_NARINO,LOC_GREAT_PERSON_INDIVIDUAL_COMMANDANTE_NARINO_NAME,GREAT_PERSON_CLASS_COMANDANTE_GENERAL,ERA_ANCIENT,1,0,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,LOC_GREATPERSON_ACTION_NAME_RETIRE,,0,,,2.0,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_COMMANDANTE_MONTILLA,LOC_GREAT_PERSON_INDIVIDUAL_COMMANDANTE_MONTILLA_NAME,GREAT_PERSON_CLASS_COMANDANTE_GENERAL,ERA_ANCIENT,1,0,0,0,0,0,0,,0,0,0,0,0,,,,,2.0,,,,,,LOC_GREATPERSON_ACTION_NAME_RETIRE,,0,,,2.0,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_COMMANDANTE_RIBAS,LOC_GREAT_PERSON_INDIVIDUAL_COMMANDANTE_RIBAS_NAME,GREAT_PERSON_CLASS_COMANDANTE_GENERAL,ERA_ANCIENT,1,0,0,0,0,0,0,,0,0,0,0,0,,,,,,2.0,,,,,LOC_GREATPERSON_ACTION_NAME_RETIRE,,0,,,2.0,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_MATTHEW_PERRY,LOC_GREAT_PERSON_INDIVIDUAL_MATTHEW_PERRY_NAME,GREAT_PERSON_CLASS_ADMIRAL,ERA_MODERN,1,0,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,LOC_GREATPERSON_ACTION_NAME_RETIRE,,0,,,2.0,F,0,1,0,0,0
GREAT_PERSON_INDIVIDUAL_HIMERIOS,LOC_GREAT_PERSON_INDIVIDUAL_HIMERIOS_NAME,GREAT_PERSON_CLASS_ADMIRAL,ERA_MEDIEVAL,1,0,0,0,0,0,0,,0,0,0,0,0,DOMAIN_SEA,,,,,,,,,,LOC_GREATPERSON_ACTION_NAME_RETIRE,,0,,,2.0,M,0,0,0,0,1
GREAT_PERSON_INDIVIDUAL_HANNO_THE_NAVIGATOR,LOC_GREAT_PERSON_INDIVIDUAL_HANNO_THE_NAVIGATOR_NAME,GREAT_PERSON_CLASS_ADMIRAL,ERA_CLASSICAL,1,0,0,0,0,0,0,,0,0,0,1,0,,,,,,,,,,,LOC_GREATPERSON_ACTION_NAME_RETIRE,,0,,,2.0,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_KAMAL_UD_DIN_BEHZAD,LOC_GREAT_PERSON_INDIVIDUAL_KAMAL_UD_DIN_BEHZAD_NAME,GREAT_PERSON_CLASS_ARTIST,ERA_RENAISSANCE,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_HASEGAWA_TOHAKU,LOC_GREAT_PERSON_INDIVIDUAL_HASEGAWA_TOHAKU_NAME,GREAT_PERSON_CLASS_ARTIST,ERA_INDUSTRIAL,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_WASSILY_KANDINSKY,LOC_GREAT_PERSON_INDIVIDUAL_WASSILY_KANDINSKY_NAME,GREAT_PERSON_CLASS_ARTIST,ERA_INFORMATION,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_IMHOTEP,LOC_GREAT_PERSON_INDIVIDUAL_IMHOTEPI_NAME,GREAT_PERSON_CLASS_ENGINEER,ERA_MEDIEVAL,2,1,0,0,0,0,0,,1,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_SHAH_JAHAN,LOC_GREAT_PERSON_INDIVIDUAL_SHAH_JAHAN_NAME,GREAT_PERSON_CLASS_ENGINEER,ERA_MODERN,1,1,0,0,0,0,0,,1,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_KENZO_TANGE,LOC_GREAT_PERSON_INDIVIDUAL_KENZO_TANGE_NAME,GREAT_PERSON_CLASS_ENGINEER,ERA_INFORMATION,1,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_DANDARA,LOC_GREAT_PERSON_INDIVIDUAL_DANDARA_NAME,GREAT_PERSON_CLASS_GENERAL,ERA_INDUSTRIAL,2,0,0,0,0,0,0,,0,0,0,1,0,,,,,,,,,,,LOC_GREATPERSON_ACTION_NAME_RETIRE,,0,,,2.0,F,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_TRUNG_TRAC,LOC_GREAT_PERSON_INDIVIDUAL_TRUNG_TRAC_NAME,GREAT_PERSON_CLASS_GENERAL,ERA_CLASSICAL,1,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,DISTRICT_ENCAMPMENT,,,LOC_GREATPERSON_ACTION_NAME_RETIRE,,1,,,2.0,F,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_TUPAC_AMARU,LOC_GREAT_PERSON_INDIVIDUAL_TUPAC_AMARU_NAME,GREAT_PERSON_CLASS_GENERAL,ERA_MODERN,1,0,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,LOC_GREATPERSON_ACTION_NAME_RETIRE,,0,,,2.0,M,1,0,0,0,0
GREAT_PERSON_INDIVIDUAL_ZHOU_DAGUAN,LOC_GREAT_PERSON_INDIVIDUAL_ZHOU_DAGUAN_NAME,GREAT_PERSON_CLASS_MERCHANT,ERA_RENAISSANCE,1,0,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,1,1,0,0
GREAT_PERSON_INDIVIDUAL_IBN_FADLAN,LOC_GREAT_PERSON_INDIVIDUAL_IBN_FADLAN_NAME,GREAT_PERSON_CLASS_MERCHANT,ERA_MEDIEVAL,1,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,DISTRICT_COMMERCIAL_HUB,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_STAMFORD_RAFFLES,LOC_GREAT_PERSON_INDIVIDUAL_STAMFORD_RAFFLES_NAME,GREAT_PERSON_CLASS_MERCHANT,ERA_MODERN,1,0,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,1,0
GREAT_PERSON_INDIVIDUAL_DIMITRIE_CANTEMIR,LOC_GREAT_PERSON_INDIVIDUAL_DIMITRIE_CANTEMIR_NAME,GREAT_PERSON_CLASS_MUSICIAN,ERA_INDUSTRIAL,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_SCOTT_JOPLIN,LOC_GREAT_PERSON_INDIVIDUAL_SCOTT_JOPLIN_NAME,GREAT_PERSON_CLASS_MUSICIAN,ERA_MODERN,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_ZHANG_HENG,LOC_GREAT_PERSON_INDIVIDUAL_ZHANG_HENG_NAME,GREAT_PERSON_CLASS_SCIENTIST,ERA_CLASSICAL,1,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,DISTRICT_CAMPUS,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_IBN_KHALDUN,LOC_GREAT_PERSON_INDIVIDUAL_IBN_KHALDUN_NAME,GREAT_PERSON_CLASS_SCIENTIST,ERA_RENAISSANCE,1,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,DISTRICT_CAMPUS,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_MARGARET_MEAD,LOC_GREAT_PERSON_INDIVIDUAL_MARGARET_MEAD_NAME,GREAT_PERSON_CLASS_SCIENTIST,ERA_ATOMIC,1,0,0,0,0,0,0,,0,0,0,0,0,,,,,,,,DISTRICT_CAMPUS,,,,,1,,,,F,0,0,1,0,0
GREAT_PERSON_INDIVIDUAL_VALMIKI,LOC_GREAT_PERSON_INDIVIDUAL_VALMIKIY_NAME,GREAT_PERSON_CLASS_WRITER,ERA_CLASSICAL,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_RUMI,LOC_GREAT_PERSON_INDIVIDUAL_RUMI_NAME,GREAT_PERSON_CLASS_WRITER,ERA_MEDIEVAL,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_BEATRIX_POTTER,LOC_GREAT_PERSON_INDIVIDUAL_BEATRIX_POTTER_NAME,GREAT_PERSON_CLASS_WRITER,ERA_MODERN,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
GREAT_PERSON_INDIVIDUAL_GABRIELA_MISTRAL,LOC_GREAT_PERSON_INDIVIDUAL_GABRIELA_MISTRAL_NAME,GREAT_PERSON_CLASS_WRITER,ERA_INFORMATION,0,1,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,1,,,,M,0,0,0,0,0
